test.a	test.b	first.obs.mean	first.pred.mean	nevol.obs.mean	nevol.pred.mean
0.59	0.61	17.5490058723676	69.3450572768295	47.39	5
0.6	0.61	18.5674379053585	67.7934174652668	48.18	5
0.61	0.61	17.9786434592719	70.9389531467215	46.97	5
0.62	0.61	18.550456959224	70.4798423304203	46.93	5
0.63	0.61	18.4335655239233	71.324670877875	47.42	5
0.64	0.61	18.7948289825561	72.3437655165971	47.44	5
0.65	0.61	19.2952607706569	72.7713779254585	47.24	5
0.66	0.61	18.5731868558408	74.1589482818159	47.01	5
0.67	0.61	19.0283954183322	72.9033052171937	46.81	5
0.68	0.61	17.67188654908	73.5999514207703	46.1	5
0.69	0.61	20.9214190146566	75.0472740086504	45.53	5
0.7	0.61	20.3895884958546	76.2160817293287	46.3	5
0.71	0.61	21.7790490105643	74.8362458960243	45.97	5
0.72	0.61	17.1595178080061	74.6346385009981	45.31	5
0.73	0.61	21.9819184284086	76.5697609389777	45.33	5
0.74	0.61	21.2103638890884	74.8040539179315	45.19	5
0.75	0.61	20.9242611690971	Inf	43.49	5
0.76	0.61	22.9154442714845	Inf	44.31	5
0.77	0.61	20.028720699634	Inf	43.22	5
0.78	0.61	23.7378432635304	Inf	42.6	5
0.79	0.61	20.3537777789415	Inf	42.11	5
0.8	0.61	21.1865335025377	Inf	41.36	5
0.81	0.61	23.439734542038	Inf	40.63	5
0.82	0.61	23.9429058880549	Inf	39.19	5
0.83	0.61	25.896881063049	Inf	38.81	5
0.84	0.61	24.8532099377264	Inf	37.5	5
0.85	0.61	25.9035492812156	83.1055122960053	35.98	5
0.86	0.61	28.8145556808863	Inf	34.96	5
0.87	0.61	28.8397286407	Inf	33.33	5
0.88	0.61	28.423736936287	Inf	31.63	5
0.89	0.61	29.4884543546514	Inf	30.64	5
0.9	0.61	31.1745598792268	Inf	28.63	5
0.91	0.61	29.7797130502053	Inf	26.74	5
0.92	0.61	33.0078905514101	Inf	25.25	5
0.93	0.61	38.9309495277462	Inf	22.61	5
0.94	0.61	36.5991541022179	Inf	20.31	5
0.95	0.61	43.6256377098053	Inf	17.59	5
0.96	0.61	42.8383300170261	Inf	14.77	5
0.97	0.61	49.9839975956055	Inf	11.36	5
0.98	0.61	57.2034671089086	Inf	8.05	5
0.99	0.61	Inf	Inf	4.29	5
0.51	0.62	18.6273399673897	67.8015523361532	46.97	5
0.52	0.62	16.437886716907	67.9246402603245	47.16	5
0.53	0.62	17.4996998244188	68.3727277040665	46.99	5
0.54	0.62	17.6496294083243	68.5270042631473	47.15	5
0.55	0.62	16.3167815157804	67.773054669106	48.29	5
0.56	0.62	16.6841601176303	68.7655282124664	47.36	5
0.57	0.62	20.3298892676005	71.4074529869639	47.11	5
0.58	0.62	19.1667888792471	68.7888067742617	47.97	5
0.59	0.62	17.8130752178827	70.5596195958841	47.61	5
0.6	0.62	18.2774341737491	68.1791946528539	47.41	5
0.61	0.62	15.1826023801354	70.1423634565095	47.85	5
0.62	0.62	16.9183538980834	70.6449790102975	47.36	5
0.63	0.62	18.0711155520129	72.0832494665566	47.36	5
0.64	0.62	18.2373058869299	71.3208401438607	46.67	5
0.65	0.62	14.7629043210441	71.1720162714923	47.77	5
0.66	0.62	18.1992267075679	71.2370812886861	47.89	5
0.67	0.62	17.2651363246186	73.4062099366683	47.05	5
0.68	0.62	20.0037186242377	75.2973756216027	46.44	5
0.69	0.62	18.1554467352635	73.9315371005208	46.08	5
0.7	0.62	19.0814318563087	Inf	45.88	5
0.71	0.62	18.5155445104957	73.9296579501751	45.34	5
0.72	0.62	20.2749983754232	76.8853351488779	44.9	5
0.73	0.62	20.1277243349888	75.5691864722934	45.72	5
0.74	0.62	21.1872744048553	77.6891039379148	43.91	5
0.75	0.62	19.5436179495873	76.5021260076644	44.68	5
0.76	0.62	22.245128372058	79.7079330432478	43.81	5
0.77	0.62	22.292775199612	78.1457549349401	43.91	5
0.78	0.62	23.4634877111896	Inf	42.94	5
0.79	0.62	25.0105823616199	Inf	40.74	5
0.8	0.62	21.0733052143412	Inf	40.25	5
0.81	0.62	22.3157701489264	Inf	40.38	5
0.82	0.62	23.3872337230104	Inf	39.05	5
0.83	0.62	24.0962633816672	Inf	38.17	5
0.84	0.62	26.3408896182367	Inf	37.12	5
0.85	0.62	27.0709586602406	Inf	36.62	5
0.86	0.62	25.9274437577865	Inf	36.5	5
0.87	0.62	28.9109677703421	Inf	33.45	5
0.88	0.62	26.0651380228684	Inf	32.17	5
0.89	0.62	31.2025124574309	Inf	30.58	5
0.9	0.62	28.1599992866779	Inf	28.98	5
0.91	0.62	30.6296143090241	Inf	26.99	5
0.92	0.62	33.7967036146121	Inf	25.09	5
0.93	0.62	34.1334618033709	Inf	23.54	5
0.94	0.62	37.4341993395728	Inf	20.53	5
0.95	0.62	41.9573595410493	Inf	17.52	5
0.96	0.62	44.4564630699525	Inf	14.58	5
0.97	0.62	46.1632521815239	Inf	11.71	5
0.98	0.62	55.9610102387183	Inf	8.18	5
0.99	0.62	71.3929031449097	Inf	4.04	5
0.51	0.63	15.3335063786573	65.3174983887022	47.47	5
0.52	0.63	16.6417588381606	68.7931066055233	47.59	5
0.53	0.63	16.547214130812	67.3318421409007	47.24	5
0.54	0.63	17.4143979088884	69.0074695670783	46.15	5
0.55	0.63	16.5347326244067	70.2468825856427	47.3	5
0.56	0.63	16.7372995873964	66.7851109580796	47.3	5
0.57	0.63	18.3419306788859	69.4062352301867	47.53	5
0.58	0.63	16.1808247903558	70.1353566026285	48.59	5
0.59	0.63	17.4550164284162	71.1334576670971	46.4	5
0.6	0.63	18.501913638744	68.961193734853	47.43	5
0.61	0.63	18.3621293383625	69.7389402747213	47.19	5
0.62	0.63	17.6027922326676	70.9627462981417	46.86	5
0.63	0.63	17.5181375200523	69.750088940443	47.76	5
0.64	0.63	14.7909420029795	70.2664664680761	47.09	5
0.65	0.63	17.6648899000748	70.1052945338733	47.12	5
0.66	0.63	17.8009702813318	71.0561197102869	47	5
0.67	0.63	16.9544017575146	73.4077427770932	46.7	5
0.68	0.63	18.3419337855053	72.088801983934	46.52	5
0.69	0.63	19.5169885341366	76.8274407481967	46.11	5
0.7	0.63	18.5034847584769	76.6200150684876	47.2	5
0.71	0.63	22.5800534401882	75.4034417507219	45.4	5
0.72	0.63	19.9249657449502	76.0294705573811	45.68	5
0.73	0.63	21.0920541577581	75.0195167844548	45.28	5
0.74	0.63	21.1462069747745	75.6926763308507	44.86	5
0.75	0.63	20.4612686873496	76.7182977684984	44.1	5
0.76	0.63	22.0774850546982	76.2841215847446	44.44	5
0.77	0.63	20.5219385127878	78.1265015740898	43.45	5
0.78	0.63	23.3819459057465	79.9423300475493	42.44	5
0.79	0.63	21.4058775256128	Inf	42.77	5
0.8	0.63	22.3368779997978	Inf	41.32	5
0.81	0.63	22.439961209983	Inf	40.62	5
0.82	0.63	25.0004153048453	Inf	39.58	5
0.83	0.63	25.3091955838803	Inf	39.42	5
0.84	0.63	25.724205718321	Inf	37.81	5
0.85	0.63	22.8584221292181	Inf	36.96	5
0.86	0.63	25.4097985516542	85.211665628531	35.1	5
0.87	0.63	26.4324801898442	Inf	33.75	5
0.88	0.63	26.4490677737646	Inf	32.71	5
0.89	0.63	30.6363626070828	Inf	31.2	5
0.9	0.63	33.3128821399684	Inf	29.64	5
0.91	0.63	31.7956901175939	Inf	27.46	5
0.92	0.63	32.9275500011931	Inf	25.43	5
0.93	0.63	36.1292241389554	Inf	22.73	5
0.94	0.63	36.3588442403251	Inf	20.19	5
0.95	0.63	40.9062175194881	Inf	17.76	5
0.96	0.63	43.6773229808064	Inf	14.4	5
0.97	0.63	51.6594538190249	Inf	11.96	5
0.98	0.63	56.9339466397316	Inf	8.35	5
0.99	0.63	Inf	Inf	4.32	5
0.51	0.64	13.4472273531977	65.1546372473666	47.41	5
0.52	0.64	16.3031448623439	67.2729943089369	46.97	5
0.53	0.64	15.104693272971	66.5932794460332	47.48	5
0.54	0.64	17.9859400134014	69.0542315551735	46.17	5
0.55	0.64	16.1471919151846	69.6167080776001	46.91	5
0.56	0.64	15.8379085323432	67.2503590389619	47.3	5
0.57	0.64	18.2049801875776	68.2215842180004	47.72	5
0.58	0.64	16.4657985109371	70.0731646742142	47.2	5
0.59	0.64	17.6878026392031	69.7270061455866	47.5	5
0.6	0.64	17.8360256073551	68.3004352366652	47.43	5
0.61	0.64	18.3154785193776	69.3193255242798	47.4	5
0.62	0.64	17.1640909034437	69.6393443297224	48.5	5
0.63	0.64	16.6193733094375	69.7160161916342	47.81	5
0.64	0.64	19.5198787842924	68.0752479054484	47.56	5
0.65	0.64	19.6087990097834	71.304105069673	46.39	5
0.66	0.64	16.0268730124086	71.804492688926	46.72	5
0.67	0.64	18.801403122939	71.5418550293308	46.22	5
0.68	0.64	18.7041269653934	71.7110704166486	45.82	5
0.69	0.64	18.3147170841827	73.8032152331731	45.63	5
0.7	0.64	19.6685875363957	72.8805634369898	46.3	5
0.71	0.64	20.6742571090528	73.9915048926996	45.39	5
0.72	0.64	19.417094784967	74.1736098658097	45.48	5
0.73	0.64	21.4635979938183	76.8645458925303	44.96	5
0.74	0.64	20.9651314322089	76.5327842980462	44.17	5
0.75	0.64	19.7697695843282	76.8469642111669	44.65	5
0.76	0.64	19.5390714124711	76.9531303991906	44.12	5
0.77	0.64	20.1035667744086	76.0517357303486	43.38	5
0.78	0.64	20.1541750708374	77.7978668355505	42.84	5
0.79	0.64	23.1060140933688	80.9289670154738	42.08	5
0.8	0.64	24.5566578680192	Inf	40.95	5
0.81	0.64	23.7568995071846	Inf	41.22	5
0.82	0.64	26.1949514486031	80.9316988916459	40.32	5
0.83	0.64	25.4511155380323	Inf	39.3	5
0.84	0.64	26.0899981243451	Inf	37.7	5
0.85	0.64	23.4837985863394	Inf	37.77	5
0.86	0.64	25.6385476439904	Inf	36.47	5
0.87	0.64	26.4240564483979	Inf	34.6	5
0.88	0.64	28.5721307830167	Inf	33.17	5
0.89	0.64	29.882797737878	Inf	31.59	5
0.9	0.64	27.0513235362391	Inf	30.53	5
0.91	0.64	30.3899161056286	Inf	28.52	5
0.92	0.64	32.5470578228327	Inf	25.51	5
0.93	0.64	31.2966220886203	Inf	23.5	5
0.94	0.64	36.9920444291866	Inf	21.44	5
0.95	0.64	38.6005316014977	Inf	18.89	5
0.96	0.64	45.1660064180333	Inf	14.79	5
0.97	0.64	49.4562947177242	Inf	11.94	5
0.98	0.64	56.8639675491196	Inf	8.32	5
0.99	0.64	Inf	Inf	4.33	5
0.51	0.65	19.0052751708459	66.373539609064	48.19	5
0.52	0.65	17.8173058765494	68.2566350666688	47.47	5
0.53	0.65	14.3330950122569	63.5153268797334	46.93	5
0.54	0.65	15.1603584763424	63.5071965511909	46.63	5
0.55	0.65	16.8519128232623	67.5111136821869	47.89	5
0.56	0.65	17.8288293428037	64.9881673699074	46.78	5
0.57	0.65	17.0078973723832	69.4074276496871	46.92	5
0.58	0.65	18.1376468728961	69.2116542774346	47.34	5
0.59	0.65	17.1731770532638	67.858592202228	48.32	5
0.6	0.65	15.9671817336852	68.2654357526723	47.04	5
0.61	0.65	19.5519541332605	72.6654683543946	46.78	5
0.62	0.65	17.3649161787368	68.6948740821933	47.46	5
0.63	0.65	16.1167078290061	70.6501954673693	47.77	5
0.64	0.65	19.8044015585588	71.6007721546336	47.22	5
0.65	0.65	18.5465018716423	70.0300676299677	47.3	5
0.66	0.65	15.6892485946992	71.2430350780034	47.21	5
0.67	0.65	19.5886067673324	71.5148921486065	47.51	5
0.68	0.65	19.1215921784624	71.9002062593166	46.73	5
0.69	0.65	18.977967349284	73.6888943655909	47.09	5
0.7	0.65	17.1038625771119	74.2274777246245	47.31	5
0.71	0.65	18.066031882377	75.1877880498707	46.22	5
0.72	0.65	20.5063332479262	74.7816314381783	45.82	5
0.73	0.65	20.5587999712707	75.1083369637806	45.48	5
0.74	0.65	20.2232038237388	74.8118299365064	45.04	5
0.75	0.65	21.0061925347313	76.0303229741506	45.23	5
0.76	0.65	20.4419623301013	76.1275652970409	44.34	5
0.77	0.65	21.4602817177606	78.407989487402	44.21	5
0.78	0.65	20.7823782577643	Inf	43.06	5
0.79	0.65	22.9475931547764	79.4158390569774	41.8	5
0.8	0.65	20.3231076755833	Inf	42.15	5
0.81	0.65	22.665847703148	Inf	40.97	5
0.82	0.65	23.2672582848868	Inf	40.87	5
0.83	0.65	22.6582218777921	Inf	39.96	5
0.84	0.65	25.4234669285703	83.2159329709998	38.23	5
0.85	0.65	24.4123934353461	Inf	37.49	5
0.86	0.65	25.4922733722456	Inf	35.79	5
0.87	0.65	25.8923486577494	Inf	34.86	5
0.88	0.65	30.6409650392924	Inf	33.38	5
0.89	0.65	27.4589468906974	Inf	31.52	5
0.9	0.65	31.9823114027698	Inf	30.31	5
0.91	0.65	31.7723927459021	Inf	28.57	5
0.92	0.65	32.5800707547287	Inf	26.37	5
0.93	0.65	31.5494049132219	Inf	24.33	5
0.94	0.65	37.1110681276553	Inf	21.26	5
0.95	0.65	38.5003065196272	Inf	18.33	5
0.96	0.65	41.9398174513266	Inf	15.61	5
0.97	0.65	43.2058504026104	Inf	12.62	5
0.98	0.65	55.2434166409367	Inf	8.02	5
0.99	0.65	Inf	Inf	4.28	5
0.51	0.66	16.981834327135	61.7645639571157	46.35	5
0.52	0.66	15.3574716832108	67.5061970064927	46.29	5
0.53	0.66	18.7390137068423	67.6384523040434	47.3	5
0.54	0.66	17.2491051215961	66.020946562928	46.49	5
0.55	0.66	16.1584432866893	66.4223204610909	46.55	5
0.56	0.66	16.3344654622966	68.5366491620727	46.24	5
0.57	0.66	16.6937966438594	68.4367020076273	46.74	5
0.58	0.66	16.2159111044957	67.2564143390511	46.56	5
0.59	0.66	17.3019696887299	68.230976303784	47.34	5
0.6	0.66	20.2252108096493	68.6094225799553	46.37	5
0.61	0.66	16.1705763222211	67.3860297278922	47.1	5
0.62	0.66	15.8199160136803	70.1191590978232	46.98	5
0.63	0.66	18.6657795494988	70.8630193748691	46.54	5
0.64	0.66	17.2576762089901	69.9000857835068	46.41	5
0.65	0.66	19.014974514229	70.1732899586563	47.51	5
0.66	0.66	16.8419112878894	71.5236665979896	46.24	5
0.67	0.66	19.7403249524428	68.6058942468749	46.18	5
0.68	0.66	19.9157183966863	72.1875688826266	45.38	5
0.69	0.66	18.4081019378186	72.156260915357	46.95	5
0.7	0.66	19.8948228767335	71.6975156217446	46.93	5
0.71	0.66	20.900044582806	72.9765888939203	46.44	5
0.72	0.66	16.6501280836283	75.0246092113443	45.03	5
0.73	0.66	21.9742753907485	78.0434999301009	44.99	5
0.74	0.66	20.8063427243244	73.6765187567416	45.84	5
0.75	0.66	18.0534493963045	75.9789483805184	44.35	5
0.76	0.66	22.5230545537233	Inf	44.16	5
0.77	0.66	21.5037998200388	77.4481236053179	43.61	5
0.78	0.66	20.5376320808699	78.4868835016117	43.43	5
0.79	0.66	22.7329606223985	79.7884285494205	43.05	5
0.8	0.66	22.5253212658796	81.1644126744327	42.31	5
0.81	0.66	22.4736273652851	78.9850863801282	42.38	5
0.82	0.66	23.294428533215	Inf	41.02	5
0.83	0.66	23.9977662977064	Inf	39.76	5
0.84	0.66	24.8732877228798	Inf	38.34	5
0.85	0.66	26.3958141422275	83.8375355676438	37.45	5
0.86	0.66	26.2209452879735	Inf	37.07	5
0.87	0.66	26.6133242650631	Inf	35.16	5
0.88	0.66	26.6019241896793	Inf	33.41	5
0.89	0.66	25.2634296636724	Inf	33.2	5
0.9	0.66	31.4080777757926	Inf	30.65	5
0.91	0.66	31.5946512868859	Inf	28.89	5
0.92	0.66	30.6524648348759	Inf	25.96	5
0.93	0.66	31.5554686217961	Inf	24.29	5
0.94	0.66	35.3651129299296	Inf	22.31	5
0.95	0.66	36.8513588054706	Inf	18.91	5
0.96	0.66	40.9161161325463	Inf	15.94	5
0.97	0.66	41.9936650739222	Inf	12.59	5
0.98	0.66	51.9127214743858	Inf	9.06	5
0.99	0.66	71.5577250235406	Inf	4.65	5
0.51	0.67	16.3150255589099	64.9622245180617	46.94	5
0.52	0.67	14.6494124224423	64.8393698380409	47.11	5
0.53	0.67	17.5964272150982	66.1055560923868	46.11	5
0.54	0.67	16.2157649439705	64.3764804501454	44.93	5
0.55	0.67	15.9116872194692	64.7834385331631	46.73	5
0.56	0.67	17.0169317243859	65.7887868637018	47.03	5
0.57	0.67	16.2189041880245	67.5124346980354	47.09	5
0.58	0.67	18.8694981095338	67.5803950674916	46.86	5
0.59	0.67	17.0981976544878	65.5198467494126	47.77	5
0.6	0.67	19.3469576645749	68.6607780405264	46.87	5
0.61	0.67	18.1612173632344	66.8235295047554	47.03	5
0.62	0.67	16.4568414174796	70.6733125615247	46.65	5
0.63	0.67	19.5283355351965	69.188864371962	45.97	5
0.64	0.67	16.9143482880652	67.4563161533773	47.26	5
0.65	0.67	19.5380364314892	68.8915831401437	46.97	5
0.66	0.67	19.1554982503433	70.8947639207004	47.61	5
0.67	0.67	18.3031879671238	73.1340048488264	46.14	5
0.68	0.67	17.648085789438	68.9707805690337	46.56	5
0.69	0.67	20.7200837557131	73.9234145014468	46.47	5
0.7	0.67	17.0443209322849	70.4081196821297	45.86	5
0.71	0.67	18.4439364202947	73.3516676749088	45.42	5
0.72	0.67	19.5095043746485	71.4864543315009	45.93	5
0.73	0.67	20.2444694168666	75.1293796809277	45.53	5
0.74	0.67	18.7481930859685	73.3839879956428	46.35	5
0.75	0.67	20.4804987978667	Inf	44.45	5
0.76	0.67	20.1707731310689	77.3030405592386	44.22	5
0.77	0.67	20.7507906899851	78.533939203734	44.43	5
0.78	0.67	18.0740015205254	78.468093847381	43.46	5
0.79	0.67	22.8691336382252	77.8136692332435	43.19	5
0.8	0.67	19.9653729400337	76.6359596419862	42.86	5
0.81	0.67	21.410028202675	77.0374137743197	42.22	5
0.82	0.67	20.2910048973329	80.4308810605244	41.5	5
0.83	0.67	23.7979320125321	Inf	39.91	5
0.84	0.67	23.8905731736292	82.2330485384792	38.3	5
0.85	0.67	24.9849624360521	81.4245086541339	37.47	5
0.86	0.67	25.2791019766207	Inf	37.2	5
0.87	0.67	27.1496106826852	Inf	35.31	5
0.88	0.67	25.7321574194452	Inf	33.91	5
0.89	0.67	29.1921586941833	Inf	33.13	5
0.9	0.67	28.0543782748424	Inf	30.76	5
0.91	0.67	30.047526913141	Inf	29.03	5
0.92	0.67	31.3090314961976	Inf	27.13	5
0.93	0.67	34.6286381713118	Inf	24.76	5
0.94	0.67	37.1402347667662	Inf	22.25	5
0.95	0.67	37.9138887341667	Inf	19.23	5
0.96	0.67	42.0623283846112	Inf	16.21	5
0.97	0.67	44.7398545137077	Inf	13.05	5
0.98	0.67	57.4830427331388	Inf	8.31	5
0.99	0.67	Inf	Inf	5.15	5
0.51	0.68	14.9330414843322	64.8273995997933	45.72	5
0.52	0.68	16.053765568416	65.0616386542066	46.28	5
0.53	0.68	17.3136018908784	64.866274395833	45.84	5
0.54	0.68	16.9072998180466	63.645798120728	46.35	5
0.55	0.68	16.1589615594924	67.7139484847859	45.92	5
0.56	0.68	16.4163844513172	65.5695274907523	46.9	5
0.57	0.68	16.8629487158736	67.0442415962061	46.06	5
0.58	0.68	17.6628226541604	68.9006440210765	46.09	5
0.59	0.68	17.4719894176899	68.2892845025564	46.34	5
0.6	0.68	16.2367345161679	68.7596876383484	47.7	5
0.61	0.68	16.1415391227163	68.1495155309657	46.65	5
0.62	0.68	19.09413184467	68.3180413384013	46.64	5
0.63	0.68	19.2080145655172	67.6784504863585	46.05	5
0.64	0.68	18.696973411562	70.8860365691544	47.02	5
0.65	0.68	17.2693461189235	69.9894533992029	46.67	5
0.66	0.68	17.6614074042771	68.4374060444813	46.77	5
0.67	0.68	17.6790889883756	68.3456562031856	46.69	5
0.68	0.68	19.3380417177763	71.5228546281347	45.67	5
0.69	0.68	16.5682547590333	70.4558800293085	47.32	5
0.7	0.68	19.9910935974257	70.9571590776052	45.95	5
0.71	0.68	19.2564760485724	69.9796459930114	46.5	5
0.72	0.68	19.0605989184224	72.9030605984352	46.33	5
0.73	0.68	19.5228627803157	72.5854614646255	45.77	5
0.74	0.68	20.3994244352761	74.4007079609628	45.23	5
0.75	0.68	18.620707313101	72.7944166629718	45.7	5
0.76	0.68	19.1730334650605	76.7590554639764	44.52	5
0.77	0.68	18.1665420941549	77.2191358250393	43.1	5
0.78	0.68	20.1787040888144	79.753297866314	43.58	5
0.79	0.68	22.1510918255002	75.9593594455874	42.92	5
0.8	0.68	22.8657688246498	78.1668628226456	43.02	5
0.81	0.68	21.5501513747646	79.6198787405905	40.86	5
0.82	0.68	23.1627035793972	81.6778458189746	41.3	5
0.83	0.68	23.5429395732942	80.0149975003585	40.67	5
0.84	0.68	24.5466950874781	78.6078060278289	40.27	5
0.85	0.68	25.7714520469168	Inf	38.45	5
0.86	0.68	27.1994316334947	Inf	37.46	5
0.87	0.68	25.2794548792895	Inf	36.69	5
0.88	0.68	25.5326254954702	Inf	34.78	5
0.89	0.68	26.2453738153653	Inf	32.61	5
0.9	0.68	26.9604493605446	Inf	31.74	5
0.91	0.68	31.5948783226551	Inf	29.15	5
0.92	0.68	27.0508065703943	Inf	27.03	5
0.93	0.68	32.4090922649575	Inf	25.39	5
0.94	0.68	35.5882415917008	Inf	22.8	5
0.95	0.68	38.3175091290465	Inf	19.69	5
0.96	0.68	40.7171744026992	Inf	16.49	5
0.97	0.68	46.6857608224669	Inf	12.26	5
0.98	0.68	53.4836967262746	Inf	9.32	5
0.99	0.68	Inf	Inf	5.02	5
0.51	0.69	18.8081113471385	67.2783058314012	45.88	5
0.52	0.69	16.0468293871055	64.1271032504515	45.12	5
0.53	0.69	17.1841607115485	61.468684723946	45.98	5
0.54	0.69	18.3567326096296	66.3496784342807	45.9	5
0.55	0.69	16.7471750496957	63.5281143375316	46.73	5
0.56	0.69	16.7480061881966	65.1408413760831	46.43	5
0.57	0.69	16.1047208503871	66.1845632877923	46.54	5
0.58	0.69	18.7139292132656	68.6997982182425	46.37	5
0.59	0.69	16.4202831548476	62.0309062991	46.72	5
0.6	0.69	17.1222446083473	65.8849710719471	46.95	5
0.61	0.69	16.4236285717045	68.5772425073624	45.93	5
0.62	0.69	15.6314242523174	66.6163832808858	46.2	5
0.63	0.69	18.0186258826052	69.9130534162896	46.03	5
0.64	0.69	17.9680305947204	68.2972309793509	46.98	5
0.65	0.69	18.6124399992417	70.2756000855396	46.17	5
0.66	0.69	16.9117175885543	69.6535416564033	46.29	5
0.67	0.69	18.4488576817589	69.9992485831807	46.74	5
0.68	0.69	17.4375558246014	70.5539592387018	46.68	5
0.69	0.69	20.2003956945062	71.9566622352881	46.29	5
0.7	0.69	18.3539025431737	70.4167370153177	45.16	5
0.71	0.69	19.8251858721504	72.2768354215005	46.7	5
0.72	0.69	17.792122224768	73.2330190429241	45.91	5
0.73	0.69	20.9505495845001	75.1360628488016	45	5
0.74	0.69	21.4181309804337	75.2395348285121	45.58	5
0.75	0.69	20.9497623222048	72.862697490354	44.59	5
0.76	0.69	19.8703873382862	75.6499800557133	44.62	5
0.77	0.69	21.513444615455	Inf	43.79	5
0.78	0.69	21.300069886464	78.3850955688312	44.45	5
0.79	0.69	20.45924566554	76.5857654746908	42.89	5
0.8	0.69	21.7612820104711	Inf	42.42	5
0.81	0.69	23.739823859439	78.8636548486785	42.38	5
0.82	0.69	21.7209794725473	81.0552438078644	40.62	5
0.83	0.69	22.1837045924104	Inf	40.64	5
0.84	0.69	23.1314180312339	78.8947044387671	40.34	5
0.85	0.69	26.4924110864184	80.7664809756567	38.64	5
0.86	0.69	25.6518414264384	Inf	38.03	5
0.87	0.69	22.3000728399908	Inf	36.04	5
0.88	0.69	27.4131649256733	Inf	35.11	5
0.89	0.69	26.8578907666319	Inf	32.98	5
0.9	0.69	27.0547606245747	Inf	31.35	5
0.91	0.69	26.0050439081159	Inf	29.9	5
0.92	0.69	32.7172822792135	Inf	27.94	5
0.93	0.69	32.094508897059	Inf	25.5	5
0.94	0.69	36.345282922284	Inf	22.67	5
0.95	0.69	36.4377807907201	Inf	19.73	5
0.96	0.69	41.9954377183579	Inf	16.44	5
0.97	0.69	40.085215690662	Inf	14.08	5
0.98	0.69	52.5631394177308	Inf	9.91	5
0.99	0.69	Inf	Inf	4.98	5
0.51	0.7	15.2303140441614	62.3658617685534	45.97	5
0.52	0.7	13.7474794480301	64.0832689364158	45.8	5
0.53	0.7	17.3010755963838	63.5745921494407	45.83	5
0.54	0.7	16.7737714235475	64.2736653205649	46.48	5
0.55	0.7	18.3338787092483	66.1475829092221	44.93	5
0.56	0.7	16.5813934920846	63.7038028239914	45.77	5
0.57	0.7	16.5203163326505	66.3115890464413	46.11	5
0.58	0.7	16.5331038997984	65.5569953870375	45.87	5
0.59	0.7	15.8071290978864	65.5143692084329	44.5	5
0.6	0.7	15.6393298462141	68.9486217722914	46.74	5
0.61	0.7	16.5379462814129	66.2975718094254	45.86	5
0.62	0.7	17.2914635493929	68.8068492704361	45.96	5
0.63	0.7	16.7985843756803	66.02688401791	46.04	5
0.64	0.7	17.9684131135816	67.9584170541549	46.36	5
0.65	0.7	16.3332940272227	69.3481261216393	46.22	5
0.66	0.7	19.6964644649809	67.8473396452481	46	5
0.67	0.7	16.5794227311164	69.9486302003447	46.38	5
0.68	0.7	17.4848269863811	69.9012621636679	46.35	5
0.69	0.7	16.2461447275556	71.3729709931047	45.73	5
0.7	0.7	18.1967284287973	71.2853025825947	46.35	5
0.71	0.7	16.9835498137552	71.3951933685398	46.67	5
0.72	0.7	18.5125518243097	72.5605458530913	45.31	5
0.73	0.7	19.8229397875354	73.6583369909996	45.44	5
0.74	0.7	20.4931013892491	73.5699196074758	45.34	5
0.75	0.7	20.0018753748777	75.4548302571694	44.61	5
0.76	0.7	21.6990506080459	73.8011621846167	44.31	5
0.77	0.7	21.9667012662844	Inf	43.94	5
0.78	0.7	20.4398238444541	75.2326835627916	43.46	5
0.79	0.7	21.1796131557623	76.1516382149745	42.67	5
0.8	0.7	22.2334507675443	Inf	43.64	5
0.81	0.7	21.2237157232413	77.1403807954423	41.97	5
0.82	0.7	21.5153869930589	Inf	41.94	5
0.83	0.7	23.6482858459301	80.476199113941	40.87	5
0.84	0.7	23.4204438651436	81.688053603668	39.89	5
0.85	0.7	24.7050296611568	Inf	39.23	5
0.86	0.7	24.1970662614753	81.0707863425873	37.98	5
0.87	0.7	24.3826312602741	Inf	36.35	5
0.88	0.7	23.9172232603147	Inf	34.82	5
0.89	0.7	24.4348814227043	Inf	34.7	5
0.9	0.7	26.4094902931359	Inf	33.04	5
0.91	0.7	29.8836483061592	Inf	29.44	5
0.92	0.7	29.470856570742	Inf	28.27	5
0.93	0.7	31.4698499667069	Inf	25.89	5
0.94	0.7	35.3485132345449	Inf	23.07	5
0.95	0.7	36.7995580136512	Inf	20.43	5
0.96	0.7	37.2021650371312	Inf	17.84	5
0.97	0.7	47.0149325451404	Inf	14.33	5
0.98	0.7	51.5453615896885	Inf	9.52	5
0.99	0.7	63.2962485281662	Inf	5.11	5
0.51	0.71	13.5898870618991	63.5141795722056	45.34	5
0.52	0.71	16.1144750455374	62.0159986930757	45.22	5
0.53	0.71	15.2707581836316	64.6674980673027	44.96	5
0.54	0.71	17.5328755713993	63.6402223049059	45.35	5
0.55	0.71	16.3145282089464	63.977471170512	45.17	5
0.56	0.71	16.585508374638	63.0704831753123	46.04	5
0.57	0.71	15.4810188410228	64.3038093187291	45.4	5
0.58	0.71	18.5693142312246	65.3361494509236	45.08	5
0.59	0.71	16.3098894726495	67.3909922168102	45.5	5
0.6	0.71	17.6654690873116	66.4548900844357	45.71	5
0.61	0.71	16.2813601515031	67.1192571171109	45.22	5
