test.a	test.b	first.obs.mean	first.pred.mean	nevol.obs.mean	nevol.pred.mean
0.64	0.56	19.8312644458314	74.7403631085205	47.12	5
0.65	0.56	18.8568197711467	74.0551283029274	47.4	5
0.66	0.56	20.7968173509465	74.2785940881609	47.03	5
0.67	0.56	21.7759273811344	74.3733420801087	46.37	5
0.68	0.56	20.298357287977	77.7476299075298	45.81	5
0.69	0.56	20.876842079413	77.6206382056157	45.72	5
0.7	0.56	22.8540167534196	Inf	46.03	5
0.71	0.56	21.9509163103504	76.0575205959121	44.58	5
0.72	0.56	20.8731093922941	Inf	45.09	5
0.73	0.56	19.6724861980198	77.8135648870227	44.14	5
0.74	0.56	21.4261881385181	79.0719272107053	44.26	5
0.75	0.56	22.0855005201712	Inf	43.6	5
0.76	0.56	21.2891932848583	Inf	42.83	5
0.77	0.56	23.2366093832336	82.1483433781087	41.65	5
0.78	0.56	22.8220225598179	Inf	41.7	5
0.79	0.56	23.5626379859065	Inf	40.75	5
0.8	0.56	25.4867426678125	Inf	39.39	5
0.81	0.56	22.5806641821088	Inf	38.83	5
0.82	0.56	21.9240932135116	Inf	37.4	5
0.83	0.56	23.6044771385687	Inf	36.82	5
0.84	0.56	26.8702089196554	Inf	35.13	5
0.85	0.56	25.9767057819663	Inf	34.49	5
0.86	0.56	25.8852573441748	Inf	33.28	5
0.87	0.56	29.5115638298902	Inf	32.38	5
0.88	0.56	29.4223315661313	Inf	30.9	5
0.89	0.56	29.6101588912242	Inf	28.57	5
0.9	0.56	29.9860520574217	Inf	26.8	5
0.91	0.56	31.5375020766939	Inf	24.57	5
0.92	0.56	33.9510112846016	Inf	23.27	5
0.93	0.56	37.0287724435812	Inf	20.52	5
0.94	0.56	38.6722393510243	Inf	19.01	5
0.95	0.56	42.591181766094	Inf	16.34	5
0.96	0.56	47.435962574307	Inf	13.74	5
0.97	0.56	47.2095542646318	Inf	11.03	5
0.98	0.56	58.3529559212241	Inf	7.08	5
0.99	0.56	Inf	Inf	3.89	5
0.51	0.57	16.7793830368338	68.7092649361532	48.52	5
0.52	0.57	17.989907694169	70.3874350626815	48.02	5
0.53	0.57	16.9003501165815	69.3657995776697	48.02	5
0.54	0.57	16.6191992278301	71.0436333077471	48.19	5
0.55	0.57	17.1014000847615	71.7678413533556	48.68	5
0.56	0.57	18.1932287950978	71.8828923340706	47.56	5
0.57	0.57	15.2136407943225	70.8276180277228	47.72	5
0.58	0.57	18.9654039841314	71.9137382968403	48.13	5
0.59	0.57	17.6833315465479	71.8583180064896	48.25	5
0.6	0.57	18.6300496458285	75.0499070338341	48.05	5
0.61	0.57	19.6004409661836	Inf	47.83	5
0.62	0.57	18.6445583063037	72.5765687283914	48.08	5
0.63	0.57	19.4287748466349	73.8333114252838	47.41	5
0.64	0.57	18.6947454732881	73.3398955044004	45.93	5
0.65	0.57	20.1212386090991	72.24094162839	47.11	5
0.66	0.57	18.0426098146789	75.5610992808525	46.88	5
0.67	0.57	19.3213470856437	74.9465734325329	46.25	5
0.68	0.57	20.2200801603101	76.7026229773994	45.89	5
0.69	0.57	19.1902392965114	76.7656725642948	46.21	5
0.7	0.57	20.8025250955848	Inf	45.49	5
0.71	0.57	19.173108960453	76.2161719632328	44.36	5
0.72	0.57	19.8915837098853	75.8006590800574	44.14	5
0.73	0.57	20.9349713779658	80.0434523531393	43.81	5
0.74	0.57	23.0509658349791	78.3471209942052	44.13	5
0.75	0.57	22.7831628317095	80.6136608936624	43.61	5
0.76	0.57	23.7159837594382	80.2799224795018	42.12	5
0.77	0.57	21.2256809852652	Inf	42.56	5
0.78	0.57	23.6256674946691	Inf	40.97	5
0.79	0.57	23.8311762897131	Inf	40.32	5
0.8	0.57	27.1627673805093	Inf	39.18	5
0.81	0.57	24.170761276387	Inf	39.21	5
0.82	0.57	26.6980712927589	Inf	38.31	5
0.83	0.57	27.3331996966012	Inf	36.61	5
0.84	0.57	25.8112854194388	Inf	36.06	5
0.85	0.57	26.2559281504928	Inf	35.16	5
0.86	0.57	29.566177357959	Inf	33.02	5
0.87	0.57	30.6048271646225	Inf	32.26	5
0.88	0.57	30.6021641974332	Inf	30.42	5
0.89	0.57	33.7614717379463	Inf	28.67	5
0.9	0.57	35.3186169023432	Inf	27.38	5
0.91	0.57	30.0704972025342	Inf	26.51	5
0.92	0.57	34.3752027171189	Inf	23.02	5
0.93	0.57	38.0604447888841	Inf	21.07	5
0.94	0.57	38.2640549039177	Inf	18.82	5
0.95	0.57	44.8865306243139	Inf	16	5
0.96	0.57	44.8553174676965	Inf	14.11	5
0.97	0.57	52.0847361546631	Inf	11.29	5
0.98	0.57	59.3730344317244	Inf	7.67	5
0.99	0.57	Inf	Inf	3.7	5
0.51	0.58	17.5538243199405	67.3903903491877	47.66	5
0.52	0.58	16.8914141256147	71.3470099733004	47.2	5
0.53	0.58	16.2211690704042	68.6021674967446	48.33	5
0.54	0.58	18.1266517650709	69.9943918368513	48.03	5
0.55	0.58	15.3869693609581	71.7432364754067	47.94	5
0.56	0.58	16.2587008794842	70.9740007279311	47.84	5
0.57	0.58	19.425612353964	70.2015652928895	47.67	5
0.58	0.58	16.1406045720084	69.3824017141707	48.53	5
0.59	0.58	19.131267505093	71.6737988104795	48.1	5
0.6	0.58	19.903789451255	71.3777208397382	47.23	5
0.61	0.58	17.5232602968756	71.7354117807026	48.63	5
0.62	0.58	17.6922374267517	72.7610474785298	47.04	5
0.63	0.58	17.6332778888646	72.3408462313366	47.42	5
0.64	0.58	19.1835521189908	Inf	46.97	5
0.65	0.58	19.6498287505796	72.3407815962083	47.13	5
0.66	0.58	18.0632877088263	71.0427587628702	46.54	5
0.67	0.58	19.1704568304574	73.5650225959848	45.9	5
0.68	0.58	18.9209319741568	77.989497497249	47.17	5
0.69	0.58	17.0029827677983	Inf	46.4	5
0.7	0.58	20.7496561271018	76.6048394712072	45.77	5
0.71	0.58	21.4475945878184	76.5292048103304	45.62	5
0.72	0.58	20.3514963122185	76.5888967127974	44.04	5
0.73	0.58	19.7135395868164	76.9215190985868	44.37	5
0.74	0.58	18.4755583539637	76.422741737249	44.64	5
0.75	0.58	23.2976705945824	Inf	43.3	5
0.76	0.58	22.2145881366347	79.7481379110237	42.56	5
0.77	0.58	21.8595328812344	Inf	41.77	5
0.78	0.58	21.5445530397159	Inf	41.72	5
0.79	0.58	22.8950485771804	79.8805999518299	40.88	5
0.8	0.58	24.3840493745642	83.9770547052182	40.23	5
0.81	0.58	23.0903294326736	Inf	38.8	5
0.82	0.58	26.5733201643401	Inf	38.55	5
0.83	0.58	24.0198745469503	Inf	36.91	5
0.84	0.58	24.5507973711126	Inf	37.07	5
0.85	0.58	27.1846402410909	Inf	34.61	5
0.86	0.58	26.7882695311071	Inf	33.83	5
0.87	0.58	28.2989391167511	Inf	32.9	5
0.88	0.58	28.6919206067533	Inf	31.19	5
0.89	0.58	28.4786974722166	Inf	28.64	5
0.9	0.58	28.1845017776727	Inf	28.36	5
0.91	0.58	32.8851484846015	Inf	26.31	5
0.92	0.58	31.436361238772	Inf	24.34	5
0.93	0.58	33.5835217327171	Inf	21.07	5
0.94	0.58	40.3854801916808	Inf	18.91	5
0.95	0.58	44.525583167734	Inf	16.59	5
0.96	0.58	47.1679742437344	Inf	13.6	5
0.97	0.58	53.6019133950318	Inf	10.55	5
0.98	0.58	56.2907048717264	Inf	7.61	5
0.99	0.58	Inf	Inf	3.9	5
0.51	0.59	15.0790318736955	67.3381329179678	47.9	5
0.52	0.59	15.6770805939123	69.9704806127243	47.37	5
0.53	0.59	17.964592460871	69.6413083651791	48.97	5
0.54	0.59	16.1848926022897	69.9771110888755	47.72	5
0.55	0.59	17.7208783175202	70.986077111817	47.62	5
0.56	0.59	18.4496325050728	68.8856290283402	48.14	5
0.57	0.59	16.2626181325259	71.565324605272	47.98	5
0.58	0.59	17.2394506209079	71.4557373089696	47.28	5
0.59	0.59	19.6750547194021	73.7447179027553	48.46	5
0.6	0.59	17.9234770431208	71.9783019776853	46.88	5
0.61	0.59	18.4515385757234	72.0438962307811	48.32	5
0.62	0.59	17.044580442999	70.8164954717618	48.39	5
0.63	0.59	19.7433787184964	72.261993587297	47.18	5
0.64	0.59	18.3165923944034	73.4467232507744	46.94	5
0.65	0.59	19.7986415765347	74.596541644969	47.29	5
0.66	0.59	20.0013809655696	73.9519477663224	46.11	5
0.67	0.59	17.4016634282305	73.7017944134009	46.76	5
0.68	0.59	19.2291031784812	Inf	46.23	5
0.69	0.59	18.1036256258573	73.4900449544428	46.14	5
0.7	0.59	19.158166577375	74.0599502248798	46.37	5
0.71	0.59	20.917014911012	77.8006227175512	45.25	5
0.72	0.59	21.6260508308811	75.0645832512706	44.99	5
0.73	0.59	22.1908877417919	Inf	44.75	5
0.74	0.59	21.2376506553079	78.7351569103971	43.67	5
0.75	0.59	23.219331761089	Inf	43.68	5
0.76	0.59	21.6185566997416	Inf	42.06	5
0.77	0.59	21.3205778153871	Inf	42.11	5
0.78	0.59	23.9453712090896	81.1481342863938	41.31	5
0.79	0.59	21.9053821827021	81.5862213589942	41.47	5
0.8	0.59	24.5058471468549	Inf	40.98	5
0.81	0.59	23.3855638404423	Inf	39.58	5
0.82	0.59	26.7992384139424	Inf	38.69	5
0.83	0.59	25.9479105112598	Inf	38.2	5
0.84	0.59	26.9234791660487	Inf	36.32	5
0.85	0.59	25.9361047349189	Inf	35.63	5
0.86	0.59	28.0203150684785	Inf	34.17	5
0.87	0.59	29.8025437329559	Inf	33.89	5
0.88	0.59	25.5096798020285	Inf	30.82	5
0.89	0.59	30.9391082888501	Inf	29.9	5
0.9	0.59	28.2999831666962	Inf	28.66	5
0.91	0.59	31.369237541142	Inf	25.85	5
0.92	0.59	33.1364432381736	Inf	24.32	5
0.93	0.59	35.3306759295696	Inf	21.76	5
0.94	0.59	36.5376208364681	Inf	18.9	5
0.95	0.59	41.1617936614005	Inf	16.75	5
0.96	0.59	39.3517759674868	Inf	13.95	5
0.97	0.59	48.6054411777822	Inf	11.37	5
0.98	0.59	55.9771652287347	Inf	7.85	5
0.99	0.59	Inf	Inf	4	5
0.51	0.6	16.0706333697436	68.553038787287	47.83	5
0.52	0.6	14.9838144317579	68.7334067132749	47.61	5
0.53	0.6	18.0596905630694	71.0037428673807	47.45	5
0.54	0.6	16.052131988692	67.5501857822852	47.82	5
0.55	0.6	14.5241273746982	69.8521737938349	48.43	5
0.56	0.6	16.4636751715489	69.1246557783859	47.72	5
0.57	0.6	18.1038055649683	72.0327984947246	47.86	5
0.58	0.6	17.8403574073019	71.4972143646031	47.37	5
0.59	0.6	17.0006892702069	71.5907064619488	48.16	5
0.6	0.6	17.5524338761316	68.1539319728593	48.14	5
0.61	0.6	18.9111811817961	71.8366196246183	48.13	5
0.62	0.6	21.5991749857848	74.9170249377587	48.32	5
0.63	0.6	20.5922559976129	74.5828119813706	47.64	5
0.64	0.6	20.6864638790749	73.3830211927651	46.91	5
0.65	0.6	18.1673527177912	72.8520358117598	46.74	5
0.66	0.6	17.7488987761559	71.9246146639231	47.27	5
0.67	0.6	17.9324045755578	72.3328572303058	46.03	5
0.68	0.6	18.1570665823346	75.9998887673307	46.99	5
0.69	0.6	19.7615081384931	74.127615858539	45.31	5
0.7	0.6	21.2358715987866	76.3194137658193	45.93	5
0.71	0.6	21.0100245232562	74.5545916330229	44.5	5
0.72	0.6	20.8781931792172	74.4451150466663	45.22	5
0.73	0.6	20.6619357006811	Inf	44.63	5
0.74	0.6	21.5215456661971	77.8334174426576	44.28	5
0.75	0.6	22.7471999501851	79.3291544933736	43.56	5
0.76	0.6	20.2667904387895	77.6086654341006	43.2	5
0.77	0.6	20.5103101792189	Inf	43.3	5
0.78	0.6	22.9257277285749	Inf	42.64	5
0.79	0.6	24.3728393836439	80.9448486424609	41.57	5
0.8	0.6	22.5479363395323	80.8514024040538	40.78	5
0.81	0.6	24.5527201097327	Inf	40.22	5
0.82	0.6	21.8146215174418	83.7954961936479	39.17	5
0.83	0.6	25.2767517307494	Inf	38.48	5
0.84	0.6	25.3655827228387	Inf	37.01	5
0.85	0.6	23.7863567978921	Inf	35.8	5
0.86	0.6	26.4667989057887	Inf	34.86	5
0.87	0.6	27.2727779520217	Inf	32.94	5
0.88	0.6	27.6879070553919	Inf	32.33	5
0.89	0.6	28.1291868858947	Inf	29.48	5
0.9	0.6	31.4611344690795	Inf	28.39	5
0.91	0.6	28.9401740082969	Inf	26.93	5
0.92	0.6	32.437049110572	Inf	24.39	5
0.93	0.6	31.1040621855295	Inf	22.33	5
0.94	0.6	38.4354959228408	Inf	19.79	5
0.95	0.6	41.2564089623434	Inf	16.88	5
0.96	0.6	42.419635728038	Inf	14.63	5
0.97	0.6	53.5931352022703	Inf	10.74	5
0.98	0.6	59.3805207986812	Inf	7.73	5
0.99	0.6	Inf	Inf	4.24	5
0.51	0.61	17.3749214873225	68.5412010127659	47.71	5
0.52	0.61	16.9617243228607	66.1219281537745	47.94	5
0.53	0.61	17.6710397671075	69.2677337286628	47.83	5
0.54	0.61	17.4630743612015	68.5368605665738	48.5	5
0.55	0.61	17.1975177153166	65.9585351506128	47.33	5
0.56	0.61	17.8311671771177	68.5957265710489	47.14	5
0.57	0.61	18.7678642353244	68.4018900303696	48.23	5
0.58	0.61	18.5834877610339	70.1398600177869	47.69	5
