test.a	test.b	first.obs.mean	first.pred.mean	nevol.obs.mean	nevol.pred.mean
0.57	0.87	12.2743643777261	52.208499702052	32.4	14.3
0.59	0.87	11.4062692369556	54.2456931287183	37.5	13.9
0.61	0.87	11.6942478352323	43.5738712798874	36.6	13.6
0.63	0.87	14.7705634096989	50.9825106504484	36.3	15.3
0.65	0.87	16.0372762963763	54.8449520531559	36.6	14.1
0.67	0.87	10.6607562324879	47.1503527547812	33.5	14
0.69	0.87	10.5662271852081	55.2839300407236	36.8	13.4
0.71	0.87	16.6082648134265	58.4951220388283	36.1	14.4
0.73	0.87	10.9578349068695	57.4242890427287	39	12.7
0.75	0.87	13.9805318069813	68.4458322951158	36.9	13.5
0.77	0.87	19.7520424288959	60.539676665066	39.2	12.2
0.79	0.87	16.3939393814737	66.3402240311858	38.4	13.2
0.81	0.87	19.7631704138693	61.5074645570203	38.2	10.7
0.83	0.87	18.7986598425558	69.7334306624096	40.1	11
0.85	0.87	21.4513114263273	71.3323484518709	41.6	10.9
0.87	0.87	13.3741018069165	67.0098028297855	41.5	9.5
0.89	0.87	18.9902608773853	75.389846589785	37.8	7.5
0.91	0.87	19.3220469600451	82.2636286134818	32.4	6.5
0.93	0.87	27.9349175320001	Inf	32.6	5.5
0.95	0.87	19.0896987984239	76.5416878306342	28.2	3.8
0.97	0.87	44.0169891038889	Inf	18.5	2.5
0.99	0.87	53.7093127678034	Inf	9.9	0.8
0.51	0.89	12.1425056535896	45.5612841942919	28.9	14
0.53	0.89	9.44279104336453	47.3712233048423	28.7	13.9
0.55	0.89	15.3331154598068	35.6733787876149	30.1	12.9
0.57	0.89	10.9367426174416	45.2767532943048	32.8	15.7
0.59	0.89	19.9143983018419	53.5788635043472	31.1	14.4
0.61	0.89	13.8180364687594	46.1444383120202	30.5	15.1
0.63	0.89	9.45215727563828	50.6491177904887	32.9	15.7
0.65	0.89	13.0468861072886	42.3744544597461	31.6	14.3
0.67	0.89	15.146754017082	44.7137639179016	33.8	12.7
0.69	0.89	14.1350633693578	53.10032127078	36.8	14.4
0.71	0.89	12.108853474897	58.7347596662079	38.1	14.9
0.73	0.89	11.1913661934666	54.3982122714341	34.6	15.3
0.75	0.89	17.2427118813933	50.3155496703596	35.8	14
0.77	0.89	22.2959326570736	62.9801058617921	36.6	14.6
0.79	0.89	22.8084064222732	61.1792496767232	37.2	12.7
0.81	0.89	18.7707700552406	62.0384838976165	39.9	12.3
0.83	0.89	14.9698948035086	67.6139080784395	39	11.3
0.85	0.89	16.7886920809093	67.2094026764202	38.3	10.9
0.87	0.89	15.0978650880117	67.8501456891716	40.4	9.9
0.89	0.89	15.1773827652926	66.790773855341	39.4	9.7
0.91	0.89	15.5060888976286	74.9274023347421	37.2	8.5
0.93	0.89	34.4554486927878	73.9850583547157	32.1	8.3
0.95	0.89	19.9654789285965	90.2280090974925	27	3.3
0.97	0.89	19.5939546801868	Inf	24.7	2.9
0.99	0.89	56.661859583986	Inf	9	0.9
0.51	0.91	10.1644687146774	35.5906272992963	25.7	14
0.53	0.91	6.19653471509049	43.2669206933411	25.6	14.7
0.55	0.91	10.9356551663933	36.733708536652	25.4	12.6
0.57	0.91	11.5649974134346	38.080132288973	25.4	16
0.59	0.91	11.7755620363371	39.16889030904	29.4	11.9
0.61	0.91	8.90043822894121	40.5813465791256	30.7	13.7
0.63	0.91	12.3621076377751	39.1966284691947	30.3	14
0.65	0.91	16.4814588975895	45.7090218757536	28.6	14.6
0.67	0.91	18.5721485325665	49.0130768183993	30.2	13.1
0.69	0.91	15.0732404128788	49.1789639857289	29	14.4
0.71	0.91	9.28500598237823	46.6392910036547	31.1	14.7
0.73	0.91	19.4689329951178	51.8808818455388	33.5	16.4
0.75	0.91	13.1153760141568	54.8237520765428	33.4	15.3
0.77	0.91	17.7959451186917	55.3834024866242	34.7	13.6
0.79	0.91	11.8862260544628	42.5245427078123	36.4	14.1
0.81	0.91	15.6028035156039	57.788224809821	35.7	14.5
0.83	0.91	13.8145666765574	68.4686979586873	37	12.6
0.85	0.91	16.3904640799968	57.9662289989205	38.6	12.1
0.87	0.91	22.4028167638966	64.1324896633707	36.5	12.7
0.89	0.91	20.9047465863461	61.4878876721159	34.3	11.5
0.91	0.91	17.6666957840427	72.9583978235485	32.1	10
0.93	0.91	22.4776407335831	67.6894656421923	35.6	9.3
0.95	0.91	26.2001428722052	76.0612229914183	31.7	6.6
0.97	0.91	31.7777795719429	Inf	23.9	4.5
0.99	0.91	42.1979870623461	Inf	9.6	1.4
0.51	0.93	10.6061628476758	16.0773918834037	22.7	8.8
0.53	0.93	12.5571057286974	29.3666217208569	19.1	10.9
0.55	0.93	9.58261932730191	24.0401147439418	23.6	8.8
0.57	0.93	11.6233644995765	28.5318391064629	24.1	9.4
0.59	0.93	11.7884869501978	30.583816307644	23.1	11
0.61	0.93	10.9606409025874	19.6857880807854	22.7	6.4
0.63	0.93	20.7888805369758	38.7339371205069	24.6	11.7
0.65	0.93	15.0609882822799	43.4948223423197	25.3	13.9
0.67	0.93	16.5346513092971	36.2679560596318	24.8	12.9
0.69	0.93	18.8067987425209	48.4266307380726	27.9	15.2
0.71	0.93	20.9460835096382	48.7951607202389	30.5	14.9
0.73	0.93	14.1729058610771	38.4112710309509	26.3	14.9
0.75	0.93	18.6121828282759	53.7213388444942	27.8	15.3
0.77	0.93	14.9479898420398	42.7475548407801	30.9	15.4
0.79	0.93	13.3370529184905	51.5875960883651	29.1	13
0.81	0.93	13.2983955306132	55.4325532290484	32.3	14.3
0.83	0.93	22.0085427374978	58.4344888209607	30.5	14.5
0.85	0.93	15.3551694122316	62.5231000232266	31.3	13.3
0.87	0.93	21.5366826557841	62.5050513734159	35.8	13.3
0.89	0.93	19.5169543712284	70.5510739949929	30.8	12.1
0.91	0.93	20.7388464031291	63.5422497126529	35.5	10.8
0.93	0.93	27.754647253906	66.6056224811596	35.9	9.9
0.95	0.93	30.1170835369676	70.0750207759309	28.9	7.8
0.97	0.93	30.9569575451677	79.0407764411872	23.2	4.6
0.99	0.93	43.02339411666	82.66680600177	10.8	2.5
0.51	0.95	10.6150726079644	7.81584423968492	14.6	2.6
0.53	0.95	15.9808489565485	9.94646812130122	18.8	5.3
0.55	0.95	12.6144589966867	11.3798769552106	18	4
0.57	0.95	10.215293611849	13.7292516539604	21.9	6.8
0.59	0.95	11.344349188064	16.5037963115184	18.9	5.9
0.61	0.95	12.909472584115	14.9543569428068	21.2	6.6
0.63	0.95	14.4314340904068	19.425529206477	19.7	7.4
0.65	0.95	12.5399011722512	14.1067639840928	23.3	8.6
0.67	0.95	17.8794536638286	30.6393023259245	22.2	10.2
0.69	0.95	11.6738958308755	27.2568326204218	23.2	8.4
0.71	0.95	11.4428504695283	28.3698766889074	22.4	11.2
0.73	0.95	9.94065993266185	34.2912939707445	20.5	13.3
0.75	0.95	14.7225853012973	21.9288515833418	25.5	10.3
0.77	0.95	11.8392147217146	41.4292869816359	26.6	14.2
0.79	0.95	13.6491898469819	34.5069160944476	25.6	11.3
0.81	0.95	11.6851982600012	45.8493493017259	25.8	14.7
0.83	0.95	16.5723026000108	49.4532345542169	25.4	15.5
0.85	0.95	15.1549352276072	52.4593206953926	28.1	15
0.87	0.95	14.001633949568	57.4662076348705	32.6	13.9
0.89	0.95	18.9139637602128	56.4997167526301	31.2	14.2
0.91	0.95	20.0630322371582	59.0214039551709	32.8	13.1
0.93	0.95	19.5150880049213	61.3416414112565	29.6	11.5
0.95	0.95	23.7514276293539	71.3186901790666	28.7	11.2
0.97	0.95	29.2476005497979	75.3329439690559	24.2	7.1
0.99	0.95	43.9540747602556	Inf	12.5	3.5
0.51	0.97	8.5377022884606	0.430749209812588	10.3	1.6
0.53	0.97	14.0144590874916	5.12930588282178	12.4	2.7
0.55	0.97	10.852945428484	1.04419440348669	11.9	2.1
0.57	0.97	12.9310733893709	1.90328089171452	10.4	1
0.59	0.97	14.6714530912736	5.86708984899597	13.9	3.1
0.61	0.97	8.19255871492553	8.22587699169977	14.6	3.7
0.63	0.97	14.6033688747996	3.8299206888848	13.5	1.9
0.65	0.97	10.5922520545776	5.74755999792518	13.7	2.5
0.67	0.97	9.16920838771359	1.01233988454046	11.3	2.8
0.69	0.97	11.3389585331786	1.60012096470281	15	1.4
0.71	0.97	14.5854705557962	18.64173562071	16.4	5.9
0.73	0.97	8.81302400639408	9.11437452909238	17.9	4.1
0.75	0.97	13.0537038043704	13.9120899473994	17	7.6
0.77	0.97	19.4364998220307	29.9425594064418	17.3	8.6
0.79	0.97	18.6161627210439	35.8364537093908	20	13
0.81	0.97	12.2565489623777	35.5566792560915	19	12.8
0.83	0.97	15.4750239564116	31.8163411173042	20.4	13.6
0.85	0.97	13.6454451754851	39.8190185234916	22.7	13.6
0.87	0.97	14.4136827751314	39.7044353959646	21.4	13.2
0.89	0.97	17.8195745517929	54.1946282362974	23.5	15.8
0.91	0.97	28.4020211153215	55.033318676409	23.8	15.1
0.93	0.97	20.4254640668025	54.3776614519822	27	13.4
0.95	0.97	25.3876927290538	60.0341062489453	23.2	13.3
0.97	0.97	28.0883455442953	63.6635036367738	21.9	10.6
0.99	0.97	59.5585200543981	83.2652909872683	13	5.3
0.51	0.99	14.8887913521797	1.31062701157703e-05	6.8	1
0.53	0.99	10.9822083361322	-1.5244732338715e-06	4.8	1
0.55	0.99	10.351125009021	2.29715490291937e-06	5.4	1
0.57	0.99	12.2928031853555	-5.85738579843564e-06	5.4	1
0.59	0.99	17.9853550594294	7.13209684590765e-06	6.4	1
0.61	0.99	15.4909599253064	-5.59695370299096e-06	6.1	1
0.63	0.99	6.24028951008324	6.07202602225243e-06	6.4	1
0.65	0.99	16.34023384389	3.81089902816711e-06	5.9	1
0.67	0.99	13.0054910803761	5.51804861004257e-07	6.2	1
0.69	0.99	12.2896340645314	2.11598835486989	8.2	2
0.71	0.99	10.3195796804511	6.45354588044711e-06	6.7	1
0.73	0.99	12.0173388413827	5.92190591675035e-06	7.3	1
0.75	0.99	13.4778345546829	-1.99082469691803e-06	9.1	1
0.77	0.99	13.3064420375512	-5.28337296259451e-06	8.2	1
0.79	0.99	14.8076051992834	6.13249040392444	9.3	1.7
0.81	0.99	16.1799997724183	4.70168876087808	10.8	2.3
0.83	0.99	14.3955634423002	3.74088422666201	8.4	2.3
0.85	0.99	20.2821441415312	1.34188717737516e-06	11.3	1
0.87	0.99	17.8794186250171	2.66702129383018	8.8	1.9
0.89	0.99	19.3726693092432	7.85046679081309	11.3	4.2
0.91	0.99	21.4407978358057	15.7055581612481	14.4	3.8
0.93	0.99	19.9167893293359	19.9686158602346	12.6	8.9
0.95	0.99	24.0215891096057	34.0109115175291	12.8	10.4
0.97	0.99	25.0633623798128	45.8729833881592	14.7	12.1
0.99	0.99	41.3187719785723	57.043982236789	11.9	8
