trait	Rate1	Rate2	LogL	Lik.Root	First.Evol	Med.Evol	N.evol	N.origins	Origins	Dates.Origins
K02454	-0.000110148487099808	-0.000515769258971347	-341.749178532511	0.996552790895776	938.933978	3655.485098	41	2	2474, 4490	938.933978, 3167.129043
K02455	-4.83215321558609e-05	-0.000766718116835034	-323.106211601628	0.99550985047375	938.933978	3705.766511	35	2	2474, 4498	938.933978, 3740.697509
K02452	-1.26485371076103e-05	-0.00108024943993727	-242.848289737756	0.964641316285456	938.933978	3579.755827	44	3	2474, 4402, 4437	938.933978, 3052.889894, 2346.177378
K02453	-4.98667683669385e-05	-0.000608405801905761	-306.89317652417	0.990790559788772	938.933978	3669.564541	30	2	2474, 4468	938.933978, 2536.349634
K02450	-5.1195373477726e-05	-0.000982855379166089	-194.212715990752	0.996816552835235	938.933978	3440.027771	45	6	2474, 4403, 4433, 4446, 4482, 4492	938.933978, 3337.348937, 2777.979482, 3608.131868, 3811.122943, 3409.194817
K02103	-1.30563114110714e-05	-0.0017021879142502	-176.782856739874	0.993675664227001	938.933978	3583.727302	73	3	2474, 4402, 4438	938.933978, 3052.889894, 2413.732728
K08138	-4.94354851807678e-05	-0.00347109132244959	-258.390730796053	0.998997892350062	1809.157363	3644.1684025	128	3	2476, 4398, 4399	1809.157363, 3845.416488, 1903.089273
K02108	-0.000113262924882373	-9.01201190201654e-05	-182.494595876193	0.998545377632513	938.933978	3897.437102	15	2	2474, 4496	938.933978, 4020.660149
K02109	-0.000128998176439483	-8.86444456385557e-05	-187.560930679704	0.998733698632676	938.933978	3871.1553255	16	1	2474	938.933978
K02458	-2.36926280188104e-05	-0.00106965556578643	-275.402217786361	0.990897159845374	938.933978	3604.850173	43	2	2474, 4400	938.933978, 2223.35251
K02459	-1.7335419552902e-05	-0.00114714995227979	-261.041732665803	0.993300666108299	938.933978	3397.125172	39	5	2474, 4401, 4447, 4454, 4468	938.933978, 2430.955609, 3852.722399, 3036.818164, 2536.349634
K08137	-1.70789493281217e-05	-0.00149000774244125	-53.7747605794578	0.999080348927201	2121.156963	3423.9381005	66	18	2487, 2988, 2992, 3306, 3344, 3346, 3353, 3529, 3541, 4087, 4111, 4112, 4116, 4123, 4380, 4390, 4433, 4438	3007.090146, 3364.998656, 2434.517052, 2417.739993, 2731.075313, 2492.126572, 2121.156963, 2927.97929, 2452.485595, 3272.028259, 3689.714804, 3063.665931, 2601.043262, 2139.124812, 3194.258338, 3611.519581, 2777.979482, 2413.732728
K03851	-1.5886878875874e-05	-0.00161716583750803	-63.9435950735142	0.999052671406288	2003.901286	3533.7933035	76	6	2478, 4380, 4388, 4389, 4401, 4437	2003.901286, 3194.258338, 3052.373083, 2702.50514, 2430.955609, 2346.177378
K03852	-7.14592662318565e-05	-0.00236482353117657	-176.830940306772	0.998980771951233	938.933978	3527.67626	109	3	2474, 4401, 4437	938.933978, 2430.955609, 2346.177378
K03855	-0.000126112210460682	-0.000914069445328717	-286.364831226402	0.999046707023092	938.933978	3635.689328	65	3	2474, 4401, 4437	938.933978, 2430.955609, 2346.177378
K03856	-0.000207865150194456	-0.000403200171336894	-379.208254131641	0.99902492791584	1416.658921	3700.99223	60	4	2475, 4401, 4454, 4470	1416.658921, 2430.955609, 3036.818164, 3704.885539
