trait	subtree	node	distance	cluster_size
862	75	4014	529.673383	3
862	241	4180	1.111221	3
862	1447	5386	1.71011	3
862	1557	5496	529.0225004	43
862	1624	5563	330.03872	2
862	1635	5574	591.93559	3
862	1648	5587	708.5596472	18
862	1666	5605	620.210266	2
862	1669	5608	819.1600504	49
862	1720	5659	419.3586636	5
862	2048	5987	105.9943198	3
862	2057	5996	315.930249	2
862	2060	5999	195.783496	2
862	2062	6001	76.425596	2
862	2072	6011	47.507803	2
862	2074	6013	114.069059	5
862	2079	6018	544.9978864	19
862	2099	6038	48.297361	3
862	2111	6050	146.892577	2
862	2120	6059	113.346617	8
862	2126	6065	167.602764	2
862	2127	6066	208.1197346	4
862	2131	6070	213.414461	3
862	2134	6073	138.044803	2
862	2139	6078	548.7700766	78
862	2213	6152	507.32223	3
862	2222	6161	373.6683344	6
862	2291	6230	92.574894	3
862	2304	6243	496.5905226	3
862	2470	6409	78.521184	2
862	2483	6422	162.0700938	5
862	2513	6452	176.648831	3
862	2516	6455	11.856509	2
862	2856	6795	235.00807	3
862	2909	6848	247.518609	2
862	3542	7481	180.354031	3
862	3544	7483	873.802133	2
862	3557	7496	172.782106	2
862	3559	7498	140.545229	3
862	3564	7503	71.287359	3
862	3570	7509	428.2988334	4
862	3573	7512	554.8433286	7
862	3611	7550	182.238453	13
862	3619	7558	384.408315	3
862	3623	7562	309.219034	4
863	8	3947	408.6558104	40
863	91	4030	1123.86911	1694
863	1646	5585	168.5386058	2
863	1699	5638	145.06541	2
863	1702	5641	172.515272	2
863	1704	5643	265.78418	3
863	1710	5649	68.4951486	3
863	1779	5718	277.937367	2
863	1789	5728	170.327369	3
863	1792	5731	230.982865	2
863	1797	5736	186.2193938	7
863	1805	5744	257.3598346	9
863	1814	5753	199.268634	3
863	1821	5760	189.6584726	27
863	1859	5798	26.678517	2
863	1869	5808	119.828906	5
863	1873	5812	35.26159	3
863	1876	5815	81.91994	2
863	1892	5831	2.216875	2
863	1899	5838	15.746684	2
863	1903	5842	110.647489	4
863	1911	5850	119.8685532	3
863	1917	5856	1.514663	3
863	1952	5891	102.2553198	13
863	1970	5909	254.944326	6
863	1975	5914	276.222097	21
863	1996	5935	166.066654	4
863	2006	5945	55.79092	2
863	2008	5947	25.484828	2
863	2012	5951	104.460895	3
863	2014	5953	188.523027	2
863	2016	5955	243.9315648	5
863	2030	5969	3.221668	2
863	2031	5970	123.3310336	11
863	2043	5982	9.999747	2
863	2065	6004	293.9601304	5
863	2113	6052	58.7734972	8
863	2136	6075	4.202386	3
863	2140	6079	210.558982	2
863	2216	6155	708.1864634	18
863	2244	6183	106.384051	3
863	2266	6205	68.1136732	3
863	2270	6209	163.556423	5
863	2285	6224	90.203154	4
863	2298	6237	33.109138	2
863	2300	6239	125.589328	2
863	2301	6240	252.5189228	4
863	2305	6244	1.616432	2
863	2307	6246	512.6966238	4
863	2311	6250	333.699471	3
863	2316	6255	579.4514446	16
863	2332	6271	771.2555742	62
863	2395	6334	460.837413	45
863	2444	6383	211.578902	2
863	2470	6409	78.521184	2
863	2503	6442	132.146624	2
863	2507	6446	105.794846	2
863	2518	6457	201.314916	2
863	2524	6463	217.531286	2
863	2526	6465	636.1603962	274
863	2798	6737	609.5569342	34
863	2833	6772	222.002251	3
863	2837	6776	72.378586	2
863	2838	6777	659.133936	3
863	2844	6783	57.038825	2
863	2851	6790	484.719347	3
863	2861	6800	177.148685	2
863	2890	6829	222.014918	2
863	2897	6836	42.9548688	3
863	2905	6844	1111.8279786	752
863	3548	7487	827.420995	3
863	3550	7489	905.591786	3
863	3552	7491	688.780449	2
863	3568	7507	442.588133	3
863	3579	7518	863.687493	33
863	3622	7561	3.539331	2
864	1	3940	4399.999999	3939
865	91	4030	1123.8691098	1694
865	2215	6154	986.4983468	80
865	2288	6227	1032.4115832	19
865	2335	6274	261.2047	2
865	2337	6276	81.730053	2
865	2352	6291	397.138489	9
865	2362	6301	119.362606	2
865	2383	6322	48.284989	2
865	2398	6337	248.357661	13
865	2429	6368	43.309644	3
865	2526	6465	636.1603962	274
865	2823	6762	40.741766	2
865	2888	6827	161.541174	2
865	3619	7558	384.408315	3
866	8	3947	408.6558096	40
866	127	4066	37.9984732	19
866	150	4089	1.193914	4
866	159	4098	33.1584752	59
866	216	4155	21.973981	2
866	218	4157	3.47154	2
866	220	4159	26.37139	2
866	221	4160	25.890927	2
866	233	4172	2.774148	2
866	241	4180	1.111221	3
866	255	4194	42.528617	2
866	266	4205	50.2578372	3
866	289	4228	1.464513	4
866	321	4260	56.211572	2
866	334	4273	23.0976326	5
866	338	4277	59.022583	2
866	339	4278	74.943362	2
866	364	4303	57.658189	2
866	414	4353	96.85831	3
866	422	4361	53.4988686	15
866	442	4381	24.50947	4
866	449	4388	16.863053	2
866	610	4549	111.410295	2
866	616	4555	1.930604	3
866	635	4574	24.519633	2
866	639	4578	18.000589	3
866	644	4583	61.8678044	3
866	646	4585	79.325542	3
866	649	4588	189.4329028	50
866	734	4673	60.255027	5
866	742	4681	16.7422276	4
866	826	4765	79.4859874	12
866	852	4791	2.644548	2
866	862	4801	44.588848	4
866	998	4937	361.578642	3
866	1012	4951	357.6371102	8
866	1020	4959	178.330748	2
866	1027	4966	10.30222	2
866	1049	4988	17.161592	2
866	1054	4993	20.6541542	4
866	1060	4999	246.784972	3
866	1107	5046	25.054952	2
866	1121	5060	100.552412	4
866	1154	5093	15.901101	2
866	1175	5114	2.905614	2
866	1183	5122	154.565886	6
866	1194	5133	2.236912	2
866	1216	5155	43.584803	2
866	1239	5178	492.9943574	388
866	1608	5547	50.789001	2
866	1788	5727	161.978923	2
866	1807	5746	52.034778	2
866	1866	5805	1.042637	2
866	1888	5827	151.913788	2
866	1956	5895	1.776294	2
866	1973	5912	44.710947	2
866	1981	5920	197.183235	10
866	2014	5953	188.523027	2
866	2017	5956	122.9188152	3
866	2034	5973	67.139549	2
866	2062	6001	76.425596	2
866	2095	6034	16.00368	2
866	2104	6043	153.683137	2
866	2129	6068	64.616445	2
866	2162	6101	2.554738	2
866	2212	6151	697.207019	4
866	2335	6274	261.2047	2
866	2341	6280	652.0450214	26
866	2390	6329	276.697032	3
866	2405	6344	196.978429	6
866	2419	6358	8.433561	2
866	2694	6633	241.882844	36
866	2806	6745	163.769828	2
866	2820	6759	201.600157	9
866	2830	6769	61.726146	2
866	2831	6770	1288.8247264	10
866	2890	6829	222.014918	2
866	2903	6842	46.588372	3
866	2912	6851	1.61983	2
866	2925	6864	50.244133	4
866	2929	6868	417.0431316	30
866	2997	6936	56.291059	4
866	3029	6968	57.6099954	45
866	3092	7031	41.281339	2
866	3137	7076	24.044024	2
866	3138	7077	53.883275	3
866	3149	7088	15.048257	2
866	3177	7116	11.719857	2
866	3178	7117	146.134424	3
866	3181	7120	71.641007	2
866	3186	7125	160.426088	2
866	3208	7147	68.163996	5
866	3212	7151	142.06116	4
866	3222	7161	5.558526	2
866	3228	7167	1.658375	4
866	3268	7207	3.071927	2
866	3330	7269	192.0137356	107
866	3469	7408	244.74806	51
866	3524	7463	45.456164	3
866	3531	7470	1.115854	2
866	3537	7476	69.091267	2
867	139	4078	4.541771	3
867	218	4157	3.47154	2
867	221	4160	25.890927	2
867	243	4182	2.636565	3
867	255	4194	42.528617	2
867	266	4205	50.2578374	3
867	289	4228	1.464513	4
867	318	4257	210.381445	24
867	360	4299	300.4368936	19
867	411	4350	202.275368	41
867	465	4404	127.833613	6
867	610	4549	111.410295	2
867	611	4550	322.991582	170
867	996	4935	439.875752	25
867	1020	4959	178.330748	2
867	1026	4965	110.7936692	5
867	1034	4973	1.282272	2
867	1045	4984	221.916991	14
867	1073	5012	137.8651458	3
867	1084	5023	2.050482	2
867	1097	5036	94.9831742	13
867	1121	5060	100.552412	4
867	1145	5084	53.752206	3
867	1149	5088	43.886914	4
867	1154	5093	15.901101	2
867	1164	5103	201.1399702	26
867	1188	5127	146.409451	5
867	1209	5148	90.428695	9
867	1222	5161	1.642013	3
867	1234	5173	65.643287	3
867	1240	5179	282.304954	39
867	1283	5222	17.264404	2
867	1291	5230	35.626893	2
867	1303	5242	55.3614068	8
867	1314	5253	67.48626	2
867	1334	5273	405.093252	3
867	1337	5276	327.9838112	20
867	1361	5300	292.0579498	105
867	1447	5386	1.71011	3
867	1450	5389	208.997766	12
867	1475	5414	11.564137	2
867	1478	5417	10.3260856	3
867	1483	5422	16.248553	4
867	1493	5432	11.144957	2
867	1497	5436	20.9809246	3
867	1506	5445	46.1777568	22
867	1517	5456	98.7365566	57
867	1608	5547	50.789001	2
867	1655	5594	64.927262	2
867	1674	5613	2.842872	2
867	1697	5636	27.271419	2
867	1810	5749	34.656228	2
867	1856	5795	28.494493	2
867	1957	5896	33.8442954	5
867	1963	5902	76.048799	4
867	1974	5913	15.818827	2
867	1986	5925	28.297508	2
867	2006	5945	55.79092	2
867	2013	5952	67.033581	2
867	2019	5958	43.685618	2
867	2022	5961	175.150812	4
867	2030	5969	3.221668	2
867	2034	5973	67.139549	2
867	2039	5978	21.511223	2
867	2040	5979	191.90672	5
867	2059	5998	342.5791562	6
867	2087	6026	1.602028	2
867	2095	6034	16.00368	2
867	2129	6068	64.616445	2
867	2148	6087	4.102605	2
867	2157	6096	249.4813328	12
867	2169	6108	62.118983	2
867	2173	6112	122.0317868	16
867	2201	6140	306.5773132	9
867	2214	6153	1.69108	2
867	2217	6156	401.634069	12
867	2226	6165	1.140116	2
867	2321	6260	53.217185	2
867	2332	6271	771.2555738	62
867	2395	6334	460.8374128	45
867	2454	6393	229.8343632	5
867	2465	6404	51.410307	3
867	2493	6432	8.466286	2
867	2497	6436	69.732894	2
867	2498	6437	1.188574	2
867	2499	6438	218.24886	3
867	2503	6442	132.146624	2
867	2524	6463	217.531286	2
867	2545	6484	218.805403	5
867	2570	6509	77.082256	19
867	2599	6538	2.109256	2
867	2602	6541	46.79083	2
867	2608	6547	192.604677	5
867	2625	6564	129.547373	2
867	2645	6584	76.073006	2
867	2696	6635	189.356657	32
867	2727	6666	47.483942	3
867	2755	6694	10.66376	3
867	2761	6700	31.1870928	3
867	2769	6708	93.255797	4
867	2772	6711	100.9784014	25
867	2798	6737	609.5569348	34
867	2838	6777	659.133936	3
867	2856	6795	235.00807	3
867	2863	6802	242.106313	2
867	2890	6829	222.014918	2
867	2898	6837	27.20416	2
867	2926	6865	11.301334	3
867	3069	7008	29.4613726	3
867	3138	7077	53.883275	3
867	3189	7128	44.983021	2
867	3208	7147	68.163996	5
867	3213	7152	88.202698	2
867	3478	7417	33.991995	2
867	3510	7449	11.1171534	5
867	3564	7503	71.287359	3
868	23	3962	191.780948	3
868	29	3968	240.64626	2
868	33	3972	55.047271	2
868	38	3977	95.930278	4
868	267	4206	7.947502	2
868	289	4228	1.464513	4
868	311	4250	258.823481	2
868	334	4273	23.0976324	5
868	338	4277	59.022583	2
868	339	4278	74.943362	2
868	353	4292	56.975614	2
868	366	4305	231.4632974	13
868	406	4345	318.9624438	76
868	482	4421	73.073018	3
868	558	4497	1.881227	2
868	574	4513	1.989316	2
868	610	4549	111.410295	2
868	626	4565	14.94962	2
868	652	4591	1.77175	2
868	676	4615	27.423086	3
868	689	4628	3.793591	2
868	779	4718	23.955782	5
868	943	4882	11.423662	3
868	1012	4951	357.6371104	8
868	1024	4963	126.5150962	7
868	1039	4978	35.719895	4
868	1073	5012	137.8651456	3
868	1084	5023	2.050482	2
868	1101	5040	61.729764	2
868	1105	5044	31.7201724	3
868	1121	5060	100.552412	4
868	1138	5077	23.818377	2
868	1145	5084	53.752206	3
868	1149	5088	43.886914	4
868	1154	5093	15.901101	2
868	1167	5106	134.841254	12
868	1186	5125	56.15748	3
868	1188	5127	146.409451	5
868	1207	5146	111.1511008	28
868	1234	5173	65.643287	3
868	1239	5178	492.9943572	388
868	1608	5547	50.789001	2
868	1654	5593	258.6470506	3
868	1781	5720	336.1367254	3
868	1807	5746	52.034778	2
868	1855	5794	3.163352	2
868	1868	5807	1.04824	2
868	1883	5822	161.21003	4
868	1912	5851	95.9784174	2
868	1929	5868	1.15518	2
868	1939	5878	45.378326	2
868	1950	5889	52.711105	2
868	1957	5896	33.8442958	5
868	1973	5912	44.710947	2
868	1981	5920	197.183235	10
868	1991	5930	120.8287074	5
868	2002	5941	583.889339	46
868	2059	5998	342.5791566	6
868	2084	6023	181.9740314	14
868	2099	6038	48.297361	3
868	2121	6060	1.483155	3
868	2135	6074	64.5883014	5
868	2139	6078	548.7700762	78
868	2213	6152	507.32223	3
868	2217	6156	401.6340688	12
868	2306	6245	1060.8821292	527
868	2833	6772	222.002251	3
868	2846	6785	12.36869	3
868	2856	6795	235.00807	3
868	2862	6801	283.913019	3
868	2889	6828	782.6920362	17
868	2975	6914	151.145045	3
868	3130	7069	0.817415	3
868	3138	7077	53.883275	3
868	3181	7120	71.641007	2
868	3189	7128	44.983021	2
868	3208	7147	68.163996	5
868	3560	7499	84.953281	2
868	3564	7503	71.287359	3
868	3611	7550	182.2384536	13
869	1	3940	4399.999998	3939
870	1	3940	4399.9999988	3939
871	102	4041	387.9158394	275
871	363	4302	76.49884	4
871	380	4319	84.176498	2
871	383	4322	170.482189	6
871	391	4330	219.5872744	5
871	401	4340	212.6680888	5
871	426	4365	36.9637328	11
871	436	4375	80.5229306	15
871	465	4404	127.8336126	6
871	470	4409	208.122594	12
871	484	4423	69.094421	2
871	485	4424	262.433539	4
871	489	4428	227.249171	5
871	499	4438	98.55782	2
871	514	4453	12.012427	2
871	529	4468	185.940353	3
871	544	4483	15.83993	2
871	552	4491	104.8707896	15
871	614	4553	273.5485496	36
871	651	4590	121.0605534	14
871	674	4613	20.957165	3
871	679	4618	24.452673	2
871	680	4619	60.4488884	4
871	687	4626	85.8434288	12
871	705	4644	75.3446326	4
871	709	4648	20.478838	3
871	719	4658	11.938372	3
871	734	4673	60.2550272	5
871	738	4677	25.451085	2
871	741	4680	48.7389574	7
871	751	4690	51.906911	2
871	752	4691	141.8149388	11
871	762	4701	138.147795	3
871	774	4713	231.813116	3
871	785	4724	168.4976996	7
871	792	4731	133.984929	4
871	800	4739	58.565583	2
871	803	4742	33.882523	2
871	804	4743	462.8141924	78
871	883	4822	97.1866318	3
871	891	4830	147.456675	2
871	936	4875	205.198032	19
871	976	4915	152.323689	2
871	1014	4953	29.334104	3
871	1020	4959	178.330748	2
871	1027	4966	10.30222	2
871	1034	4973	1.282272	2
871	1039	4978	35.7198952	4
871	1043	4982	485.914849	202
871	1240	5179	282.304954	39
871	1277	5216	66.084195	2
871	1282	5221	49.103626	3
871	1289	5228	73.8538612	6
871	1294	5233	30.003732	2
871	1298	5237	119.447051	22
871	1327	5266	176.407234	7
871	1334	5273	405.093252	3
871	1337	5276	327.9838108	20
871	1358	5297	43.68688	2
871	1418	5357	176.9953832	24
871	1446	5385	269.014692	4
871	1448	5387	327.7134616	145
871	2936	6875	301.1892446	23
871	2997	6936	56.291059	4
871	3101	7040	13.015418	2
871	3103	7042	104.515137	4
871	3110	7049	19.0471446	3
871	3114	7053	50.362112	2
871	3324	7263	11.306998	2
871	3416	7355	6.904458	2
871	3470	7409	202.7688294	37
871	3508	7447	108.1962174	8
871	3518	7457	144.5119076	15
871	3534	7473	13.526059	2
871	3537	7476	69.091267	2
872	1	3940	4399.9999988	3939
873	2	3941	1334.6156964	79
873	100	4039	481.629785	300
873	500	4439	396.0262976	25
873	524	4463	545.1409976	8
873	536	4475	558.9871874	276
873	865	4804	320.135295	10
873	874	4813	657.3099542	140
873	977	4916	881.5932856	658
873	1554	5493	521.205707	3
873	1556	5495	942.466213	82
873	1641	5580	85.589381	3
873	1648	5587	708.5596478	18
873	1666	5605	620.210266	2
873	1669	5608	819.1600506	49
873	1720	5659	419.3586634	5
873	1779	5718	277.937367	2
873	1787	5726	239.950434	5
873	1792	5731	230.982865	2
873	1797	5736	186.219394	7
873	1806	5745	159.9865998	3
873	1810	5749	34.656228	2
873	1811	5750	140.684861	3
873	1814	5753	199.268634	3
873	1821	5760	189.6584726	27
873	1853	5792	10.108614	2
873	1865	5804	3.720453	3
873	1868	5807	1.04824	2
873	1869	5808	119.828906	5
873	1873	5812	35.26159	3
873	1876	5815	81.91994	2
873	1892	5831	2.216875	2
873	1917	5856	1.514663	3
873	1920	5859	1.034074	2
873	1932	5871	70.4451262	25
873	1938	5877	1.188409	2
873	1943	5882	0.990327	2
873	1951	5890	130.5978718	23
873	1972	5911	68.63889	3
873	1974	5913	15.818827	2
873	1975	5914	276.2220974	21
873	1997	5936	43.203263	3
873	1999	5938	71.165203	2
873	2002	5941	583.8893386	46
873	2048	5987	105.9943192	3
873	2059	5998	342.579156	6
873	2067	6006	118.4511504	3
873	2075	6014	4.601187	2
873	2077	6016	1.145102	2
873	2094	6033	56.243724	4
873	2097	6036	521.8034862	44
873	2139	6078	548.7700768	78
873	2212	6151	697.207019	4
873	2215	6154	986.4983476	80
873	2301	6240	252.5189226	4
873	2304	6243	496.590523	3
873	2307	6246	512.6966234	4
873	2834	6773	1.628541	2
873	2835	6774	685.168455	4
873	2838	6777	659.133936	3
873	2842	6781	819.9204866	4
873	2846	6785	12.36869	3
873	2851	6790	484.719347	3
873	2860	6799	300.8278886	5
873	2866	6805	1229.1272388	40
873	2905	6844	1111.8279792	752
873	3541	7480	930.639202	4
873	3547	7486	955.392987	4
873	3551	7490	164.94146	2
873	3552	7491	688.780449	2
873	3560	7499	84.953281	2
873	3563	7502	789.7478888	11
873	3573	7512	554.8433288	7
873	3579	7518	863.6874934	33
873	3611	7550	182.2384532	13
873	3618	7557	1262.652684	9
874	1	3940	4399.9999984	3939
875	1	3940	4399.9999992	3939
876	140	4079	1.213695	2
876	147	4086	4.4441694	7
876	159	4098	33.158475	59
876	216	4155	21.973981	2
876	233	4172	2.774148	2
876	282	4221	1.932223	3
876	284	4223	23.5134792	6
876	414	4353	96.85831	3
876	426	4365	36.9637328	11
876	438	4377	13.098698	3
876	447	4386	30.913114	4
876	460	4399	174.7694736	6
876	469	4408	22.1041628	2
876	494	4433	157.0675382	7
876	628	4567	222.456957	21
876	652	4591	1.77175	2
876	754	4693	28.585151	4
876	775	4714	98.512811	2
876	792	4731	133.984929	4
876	804	4743	462.8141928	78
876	883	4822	97.1866318	3
876	1002	4941	32.402455	4
876	1007	4946	1.149018	2
876	1015	4954	0.871115	2
876	1050	4989	102.141191	4
876	1053	4992	60.8348268	6
876	1249	5188	80.0688012	25
876	1339	5278	66.530439	3
876	1419	5358	123.503863	4
876	1630	5569	660.2677286	6
876	2306	6245	1060.8821274	527
876	2839	6778	20.7501	2
876	2905	6844	1111.827979	752
876	3550	7489	905.591786	3
876	3562	7501	110.976842	2
877	1	3940	4399.9999988	3939
878	449	4388	16.863053	2
878	999	4938	99.158378	2
878	1258	5197	1.778445	3
878	1264	5203	2.026499	3
878	1343	5282	11.490562	2
878	1445	5384	16.685315	2
878	1622	5561	2.909623	3
878	1655	5594	64.927262	2
878	1658	5597	66.329099	2
878	1705	5644	3.183996	2
878	2048	5987	105.9943198	3
878	3165	7104	20.371977	2
878	3179	7118	11.73209	2
878	3434	7373	38.8157472	5
878	3445	7384	20.308195	2
878	3480	7419	80.1825818	6
878	3490	7429	2.195839	2
878	3564	7503	71.287359	3
879	1	3940	4399.999999	3939
880	1	3940	4399.9999988	3939
881	104	4043	312.7698358	226
881	337	4276	0.977505	2
881	338	4277	59.022583	2
881	339	4278	74.943362	2
881	358	4297	190.907499	2
881	411	4350	202.2753678	41
881	466	4405	13.633365	4
881	610	4549	111.410295	2
881	611	4550	322.9915818	170
881	1122	5061	1.901146	2
881	1225	5164	30.558574	2
881	1244	5183	1.453923	3
881	1256	5195	9.460799	5
881	1260	5199	51.0572388	12
881	1390	5329	1.783268	5
881	1396	5335	5.8709396	7
881	1407	5346	1.630967	2
881	1408	5347	5.493242	7
881	1413	5352	31.609678	4
881	1429	5368	10.3611742	10
881	1446	5385	269.014692	4
881	1492	5431	1.077553	5
881	1509	5448	7.9797702	18
881	1535	5474	1.011613	2
881	1552	5491	51.746596	2
881	1608	5547	50.789001	2
881	1709	5648	243.0779868	4
881	1967	5906	2.473518	2
881	1986	5925	28.297508	2
881	2008	5947	25.484828	2
881	2018	5957	43.092325	2
881	2062	6001	76.425596	2
881	2129	6068	64.616445	2
881	2162	6101	2.554738	2
881	2226	6165	1.140116	2
881	2346	6285	523.2122992	15
881	2367	6306	304.435917	2
881	2834	6773	1.628541	2
881	2857	6796	109.190181	2
881	2890	6829	222.014918	2
881	2898	6837	27.20416	2
881	2900	6839	49.7838214	4
881	2925	6864	50.244133	4
881	2929	6868	417.0431308	30
881	2975	6914	151.145045	3
881	2999	6938	46.970493	2
881	3069	7008	29.4613722	3
881	3078	7017	7.3377072	59
881	3095	7034	87.902149	2
881	3103	7042	104.515137	4
881	3116	7055	40.884373	2
881	3128	7067	49.295573	2
881	3138	7077	53.883275	3
881	3151	7090	44.193414	2
881	3179	7118	11.73209	2
881	3208	7147	68.163996	5
881	3213	7152	88.202698	2
881	3222	7161	5.558526	2
881	3227	7166	32.430033	5
881	3237	7176	29.6018648	6
881	3243	7182	17.96451	2
881	3256	7195	50.875517	2
881	3315	7254	25.305074	2
881	3330	7269	192.0137356	107
881	3432	7371	47.375874	2
881	3445	7384	20.308195	2
881	3446	7385	43.096867	4
881	3452	7391	15.744107	2
881	3462	7401	97.999476	8
881	3469	7408	244.7480594	51
881	3525	7464	1.392155	2
881	3526	7465	95.8989548	7
882	113	4052	96.398389	168
882	271	4210	9.5804584	5
882	289	4228	1.464513	4
882	319	4258	196.850245	22
882	616	4555	1.930604	3
882	622	4561	58.1168484	7
882	634	4573	57.3840548	3
882	639	4578	18.000589	3
882	646	4585	79.325542	3
882	649	4588	189.4329028	50
882	707	4646	34.464415	2
882	709	4648	20.478838	3
882	719	4658	11.938372	3
882	738	4677	25.451085	2
882	741	4680	48.7389572	7
882	756	4695	9.949739	2
882	761	4700	49.394657	2
882	765	4704	158.163591	7
882	836	4775	26.509514	2
882	1006	4945	200.602851	3
882	1027	4966	10.30222	2
882	1039	4978	35.7198954	4
882	1053	4992	60.8348268	6
882	1068	5007	162.353945	2
882	1084	5023	2.050482	2
882	1106	5045	1.431449	2
882	1107	5046	25.054952	2
882	1122	5061	1.901146	2
882	1254	5193	9.803788	3
882	1348	5287	146.91928	5
882	1353	5292	56.004388	2
882	1390	5329	1.783268	5
882	1396	5335	5.8709396	7
882	1407	5346	1.630967	2
882	1408	5347	5.493242	7
882	1415	5354	8.16768	2
882	1421	5360	42.173879	2
882	1429	5368	10.3611742	10
882	1448	5387	327.7134614	145
882	1985	5924	74.166639	4
882	2351	6290	33.057484	2
882	2354	6293	65.234681	2
882	2367	6306	304.435917	2
882	2890	6829	222.014918	2
882	2898	6837	27.20416	2
882	2900	6839	49.7838214	4
882	2925	6864	50.244133	4
882	2929	6868	417.043131	30
882	3069	7008	29.461373	3
882	3095	7034	87.902149	2
882	3103	7042	104.515137	4
882	3179	7118	11.73209	2
882	3219	7158	154.5672012	33
882	3273	7212	1.997225	3
882	3286	7225	32.640381	4
882	3295	7234	1.442509	4
882	3330	7269	192.0137352	107
882	3434	7373	38.8157472	5
882	3445	7384	20.308195	2
882	3461	7400	127.7928256	9
882	3483	7422	6.0154854	3
882	3485	7424	167.7130722	22
882	3506	7445	226.7831172	14
882	3523	7462	118.4087558	10
883	127	4066	37.9984728	19
883	150	4089	1.193914	4
883	159	4098	33.158475	59
883	218	4157	3.47154	2
883	220	4159	26.37139	2
883	221	4160	25.890927	2
883	229	4168	2.811618	2
883	232	4171	16.319002	3
883	238	4177	39.205009	7
883	243	4182	2.636565	3
883	244	4183	41.2776214	13
883	255	4194	42.528617	2
883	266	4205	50.257837	3
883	271	4210	9.5804582	5
883	289	4228	1.464513	4
883	337	4276	0.977505	2
883	338	4277	59.022583	2
883	411	4350	202.275368	41
883	466	4405	13.633365	4
883	610	4549	111.410295	2
883	616	4555	1.930604	3
883	622	4561	58.1168482	7
883	639	4578	18.000589	3
883	646	4585	79.325542	3
883	652	4591	1.77175	2
883	655	4594	12.6390776	5
883	668	4607	60.6317084	13
883	683	4622	38.704551	5
883	689	4628	3.793591	2
883	693	4632	22.537198	2
883	709	4648	20.478838	3
883	711	4650	127.5139938	45
883	754	4693	28.585151	4
883	758	4697	76.190735	2
883	767	4706	85.722991	5
883	1025	4964	76.970873	2
883	1222	5161	1.642013	3
883	1340	5279	25.198971	2
883	1345	5284	23.653436	2
883	1379	5318	1.5531	2
883	1387	5326	32.0420772	39
883	1428	5367	29.3619792	13
883	1467	5406	66.394669	3
883	1470	5409	121.406201	3
883	1485	5424	63.9423014	17
883	1500	5439	18.069363	2
883	1530	5469	4.7594176	11
883	1710	5649	68.4951484	3
883	2162	6101	2.554738	2
883	2226	6165	1.140116	2
883	2353	6292	104.174054	3
883	2856	6795	235.00807	3
883	2890	6829	222.014918	2
883	2898	6837	27.20416	2
883	2900	6839	49.7838216	4
883	3176	7115	20.032058	3
884	138	4077	4.735212	2
884	141	4080	5.1165956	3
884	147	4086	4.44417	7
884	167	4106	14.6096748	4
884	190	4129	1.85441	2
884	194	4133	2.593878	2
884	205	4144	2.8551754	3
884	214	4153	4.283895	2
884	215	4154	2.414819	2
884	233	4172	2.774148	2
884	241	4180	1.111221	3
884	283	4222	2.341478	2
884	560	4499	3.301251	3
884	563	4502	6.154968	4
884	616	4555	1.930604	3
884	624	4563	2.321111	2
884	627	4566	31.191799	2
884	641	4580	22.349289	2
884	652	4591	1.77175	2
884	680	4619	60.4488886	4
884	686	4625	1.943585	2
884	738	4677	25.451085	2
884	751	4690	51.906911	2
884	754	4693	28.585151	4
884	758	4697	76.190735	2
884	863	4802	1.748035	2
884	882	4821	22.188672	2
884	943	4882	11.423662	3
884	952	4891	30.0637948	3
884	965	4904	41.394042	2
884	971	4910	97.466034	2
884	1004	4943	62.116023	2
884	1092	5031	46.373886	2
884	1293	5232	9.491448	2
884	1314	5253	67.48626	2
884	1355	5294	26.516125	2
884	1364	5303	9.386465	4
884	1431	5370	2.775011	2
884	1434	5373	1.292663	2
884	1483	5422	16.248553	4
884	1494	5433	48.547838	2
884	1497	5436	20.9809248	3
884	1511	5450	3.903016	3
884	1514	5453	1.416196	9
884	1516	5455	2.428248	2
884	1526	5465	4.922069	2
884	1538	5477	13.635045	5
884	1545	5484	4.623456	4
884	1548	5487	2.323985	2
884	1565	5504	101.658049	2
884	1581	5520	255.775966	6
884	1596	5535	423.527274	4
884	1674	5613	2.842872	2
884	1698	5637	189.706957	3
884	1704	5643	265.78418	3
884	1707	5646	127.549772	2
884	1716	5655	4.671397	2
884	1952	5891	102.2553202	13
884	2001	5940	77.831296	2
884	2012	5951	104.460895	3
884	2034	5973	67.139549	2
884	2042	5981	36.644653	2
884	2048	5987	105.9943194	3
884	2075	6014	4.601187	2
884	2096	6035	34.630934	2
884	2110	6049	201.238958	3
884	2118	6057	1.415532	2
884	2129	6068	64.616445	2
884	2134	6073	138.044803	2
884	2136	6075	4.202386	3
884	2157	6096	249.4813328	12
884	2170	6109	261.9538286	21
884	2198	6137	22.2025432	5
884	2202	6141	240.648255	3
884	2208	6147	172.3207306	6
884	2231	6170	153.465312	2
884	2251	6190	243.978215	2
884	2255	6194	238.2227	2
884	2419	6358	8.433561	2
884	2424	6363	15.875439	2
884	2500	6439	47.917013	2
884	2535	6474	1.780925	2
884	2577	6516	8.204418	2
884	2833	6772	222.002251	3
884	2839	6778	20.7501	2
884	2900	6839	49.7838218	4
884	3532	7471	408.9252114	7
884	3542	7481	180.354031	3
884	3577	7516	8.829756	2
885	1	3940	4399.9999992	3939
886	57	3996	33.426028	2
886	59	3998	89.397964	4
886	65	4004	1.002715	2
886	67	4006	99.939464	3
