trait	subtree	node	distance	cluster_size
11	1687	3240	517.3809446	5
11	1737	3264	370.761637818182	11
11	1806	981	272.2687124	5
11	1810	3300	317.517138	4
11	1852	1003	77.0310395	4
11	1855	3323	894.891910673077	52
12	30	2498	50.4002153333333	6
12	765	2820	79.23808575	4
12	878	2868	270.48120475	4
12	1737	3264	370.761637818182	11
13	42	10	398.827628	3
13	729	393	87.560292	2
13	740	2813	314.441222	2
13	1102	605	12.254315	2
13	1135	2984	499.124568	2
13	1153	2992	356.088294	2
13	1155	2994	191.5645444	5
13	1170	3003	4.19128	2
13	1192	653	3.957093	3
13	1226	3029	401.193804875	16
13	1298	3061	351.5850585	6
13	1309	3067	552.66825145098	255
13	1484	805	154.703393	2
13	1490	809	4.987835	3
13	1509	819	43.4349476666667	3
13	1511	821	449.884263439716	141
13	1606	877	39.383766	4
13	1615	3207	799.168198363636	11
13	1637	3215	435.507129333333	3
13	1660	904	1396.17742455556	9
13	1921	1045	816.808413833333	6
13	1926	3351	225.77997	2
13	1939	3357	30.775876	2
13	1946	1057	27.119954	2
13	1950	1059	445.500227352941	17
13	1982	3381	1034.37829366667	15
14	29	4	211.9035165	12
14	788	2831	590.425138	2
14	813	444	780.184044285714	14
14	884	2871	678.239425	2
15	1	Root	4071.19645818325	2472
16	28	3	3.544415	2
16	42	10	398.827628	3
16	45	2506	6.064854	2
16	67	2516	153.15014	3
16	123	2545	158.621588	2
16	163	67	729.020852222222	27
16	187	81	954.239801193705	413
16	516	2720	706.197803	5
16	547	286	446.211228	4
16	550	289	563.419399869565	46
16	632	340	958.655065	23
16	652	353	201.14766875	4
16	656	355	267.6776	5
16	669	2780	97.045988	2
16	672	2781	189.762626846154	13
16	691	2789	19.7464912	5
16	699	2795	255.274684	3
16	703	380	311.95708025	8
16	713	388	235.957224461538	13
16	727	2807	185.359871	4
16	736	397	8.575374	2
16	737	398	90.184693	2
16	742	401	497.1772245	4
16	746	405	645.52768662069	29
16	775	2825	15.659229	3
16	778	2826	145.633241	2
16	779	425	1371.26050308333	48
16	828	457	1023.54923185714	7
16	835	460	1230.54841575	8
16	843	463	972.85493	2
16	868	476	451.025664	5
16	872	479	1340.121145	3
16	886	2872	1773.46551891489	141
16	1025	562	441.386667	3
16	1058	2951	618.544303333333	6
16	1077	2961	519.884436166667	6
16	1088	597	54.7003285	4
16	1093	2965	5.827729	2
16	1099	2967	165.693063333333	6
16	1103	606	339.107323	21
16	1123	2979	698.018652117647	17
16	1135	2984	499.124568	2
16	1139	625	47.920316	2
16	1142	627	72.330335	2
16	1149	2991	362.480698	2
16	1156	634	5.742729	2
16	1167	638	305.4782106	5
16	1179	3010	4.875463	3
16	1184	646	6.334925	2
16	1194	655	6.252959	2
16	1195	3012	126.432323	2
16	1196	3013	151.967593666667	3
16	1200	658	1289.37539320833	24
16	1225	669	665.27549805	20
16	1244	677	7.826847	2
16	1247	3041	542.673626	5
16	1299	710	242.14483625	4
16	1304	3063	6.562727	2
16	1306	3064	1142.80045327273	484
16	1637	3215	435.507129333333	3
16	1641	897	666.151137	2
16	1643	898	16.939547	2
16	1646	3219	732.612955	3
16	1648	901	1038.981748	4
16	1662	905	635.111784	2
16	1665	907	394.37890525	4
16	1689	3241	272.221771	3
16	1693	922	105.3486928	5
16	1698	925	111.364357333333	3
16	1732	3262	425.248508	2
16	1747	3270	381.936497550562	89
16	1819	987	158.621435	2
16	1823	3306	168.0868208	5
16	1829	992	271.88145225	12
16	1851	3321	133.8678534	5
16	1855	3323	894.891910673077	52
16	1914	1041	552.821589	3
16	1916	3346	1018.823374	2
16	1917	1043	1368.6913176	10
16	1926	3351	225.77997	2
16	1939	3357	30.775876	2
16	1950	1059	445.500227352941	17
16	1962	3369	179.573945	4
16	1969	1068	628.0909185	14
16	1990	1077	80.1363948571428	7
16	1998	3390	366.3109175	4
16	2012	1087	1003.9667905	16
16	2032	3406	254.053818	2
16	2033	1099	52.735156	2
17	312	161	113.641634	2
17	871	2865	5.706613	2
17	1093	2965	5.827729	2
17	1121	2978	3.43603	2
17	1125	617	216.942747	2
17	1138	2986	9.8981695	2
17	1141	626	186.545773166667	6
17	1153	2992	356.088294	2
17	1194	655	6.252959	2
17	1222	3026	6.188013	2
17	1301	711	18.987303	2
17	1304	3063	6.562727	2
17	1401	761	92.8544547708333	48
17	1451	3133	7.616117	3
17	1457	794	16.38529	3
17	1460	3138	6.607668	2
17	1463	3141	6.611533	2
17	1470	3146	3.663373	5
17	1476	3148	11.598007	2
17	1479	802	14.307397	3
17	1484	805	154.703393	2
17	1510	820	3.060997	2
17	1514	824	220.443175159574	94
17	1577	3188	5.021753	2
17	1583	864	67.677038	2
17	1585	3192	165.420103	3
17	1589	868	109.334668	4
18	192	2579	790.201733176849	311
19	26	2496	114.2197625	4
19	29	4	211.9035165	12
19	47	13	69.416691	2
19	50	15	88.607323	4
19	55	17	81.08944	2
19	58	19	7.447059	2
19	59	20	7.418662	2
19	60	2512	92.840794	5
19	116	48	140.008129	2
19	122	50	289.538231	3
19	124	51	197.524016333333	9
19	133	2551	317.338564263158	57
19	163	67	729.020852222222	27
19	204	2585	349.171816654545	165
19	348	2638	42.652257	3
19	351	183	321.902923440678	59
19	394	2660	401.001932409091	22
19	412	2678	397.406511	2
19	413	2679	174.369958	4
19	416	2682	269.848917	3
19	418	2684	95.878314	2
19	419	2685	681.2470248	40
19	472	242	690.5468123	10
19	497	2713	17.066202	2
19	503	260	4.351721	2
19	547	286	446.211228	4
19	589	312	378.999933	3
19	797	436	97.7129345	4
19	805	2838	4.733756	2
19	843	463	972.85493	2
19	900	493	453.878923	3
20	41	2504	582.199303375	24
20	115	47	246.896296	3
20	125	52	74.8732245	8
20	132	2550	396.418000241379	58
20	165	68	631.16868924	25
20	203	2584	387.552476566667	180
20	346	2637	3.703682	2
20	348	2638	42.652257	3
20	351	183	321.902923440678	59
20	394	2660	401.001932409091	22
20	412	2678	397.406511	2
20	419	2685	681.2470248	40
20	459	232	99.0769471666667	6
20	474	2704	482.118815	4
20	479	2707	45.853243	2
20	634	2765	3.925441	2
20	641	346	5.881695	2
20	660	357	31.68890975	4
20	672	2781	189.762626846154	13
20	691	2789	19.7464912	5
20	703	380	311.95708025	8
20	721	391	5.043647	2
20	726	2806	220.587822230769	13
20	740	2813	314.441222	2
20	787	429	471.837288	2
20	795	434	7.929098	3
20	820	451	149.280552	3
20	1741	3267	6.539949	2
20	1756	955	42.502662	3
20	1762	3277	159.2410009375	16
20	1780	968	66.361398	2
20	1799	977	114.348900625	8
20	1809	3299	74.825883	2
20	1817	986	275.547806	4
20	1828	991	295.3920334375	16
20	1851	3321	133.8678534	5
21	39	2503	7.591394	2
21	47	13	69.416691	2
21	58	19	7.447059	2
21	60	2512	92.840794	5
21	137	2553	7.772983	2
21	144	2557	4.6225	7
21	148	2560	10.4837180952381	21
21	155	2565	3.685583	5
21	160	2568	5.5700304	5
21	427	2693	73.3374652941176	17
21	446	219	46.194378	7
21	460	233	23.9216744	5
22	204	2585	349.171816654545	165
23	8	2480	2009.0861342704	1250
23	1228	3031	116.500871	3
23	1388	3106	5.457806	2
23	1397	3111	156.3235495	4
23	1446	3131	4.992478	2
23	1448	789	3.837583	3
23	1552	3173	151.787715368421	19
23	1656	3225	28.0770186	5
23	1692	921	374.853449133333	15
23	1717	936	69.901761	15
23	1732	3262	425.248508	2
23	1741	3267	6.539949	2
23	1756	955	42.502662	3
23	1819	987	158.621435	2
23	1851	3321	133.8678534	5
23	1890	1025	166.984472	2
23	1897	1031	15.829403	2
23	1919	3348	129.106401	3
23	1925	1047	108.994212	2
23	1926	3351	225.77997	2
23	1927	1048	2168.1071840885	113
24	116	48	140.008129	2
24	436	2699	25.391184	2
24	447	220	11.232487	6
24	460	233	23.9216744	5
25	1858	3325	543.52019784	25
25	1886	3337	339.834777	6
25	1897	1031	15.829403	2
26	24	1	207.536895333333	6
26	44	2505	421.031756428571	21
26	65	22	543.560994567164	67
26	348	2638	42.652257	3
26	351	183	321.902923440678	59
26	394	2660	401.001932409091	22
26	412	2678	397.406511	2
26	413	2679	174.369958	4
26	416	2682	269.848917	3
26	418	2684	95.878314	2
26	421	2687	364.598944	2
26	469	240	96.7224275	4
26	475	243	202.710784	3
26	477	2705	163.45517025	4
26	480	245	19.843886	2
26	808	2840	34.997845	3
26	812	443	202.742127	2
26	1033	567	101.41635512	25
26	1067	2955	1876.30918213793	783
26	1855	3323	894.891910673077	52
26	1906	3342	1953.70119483333	12
27	214	100	48.8252312222222	90
27	353	2641	123.588962	2
27	399	2665	71.1337	4
28	214	100	48.8252312222222	90
28	353	2641	123.588962	2
28	399	2665	71.1337	4
29	10	2482	1927.10544156	1050
29	882	2870	1464.917095	4
29	1025	562	441.386667	3
29	1061	2952	4.978635	2
29	1123	2979	698.018652117647	17
29	1135	2984	499.124568	2
29	1211	664	355.657337	3
29	1213	665	345.707894333333	3
29	1215	666	894.904451222222	9
29	1226	3029	401.193804875	16
29	1576	861	10.079934	3
29	1614	3206	405.683883	2
29	1617	3208	17.206984	2
29	1631	3212	23.572636	2
29	1637	3215	435.507129333333	3
29	1639	3216	381.481653	2
29	1644	899	1470.153195	8
29	1916	3346	1018.823374	2
29	1917	1043	1368.6913176	10
29	1926	3351	225.77997	2
30	29	4	211.9035165	12
30	41	2504	582.199303375	24
30	125	52	74.8732245	8
30	132	2550	396.418000241379	58
30	163	67	729.020852222222	27
30	213	99	59.7634342	100
30	305	155	87.503842	6
30	348	2638	42.652257	3
30	351	183	321.902923440678	59
30	394	2660	401.001932409091	22
30	412	2678	397.406511	2
30	413	2679	174.369958	4
30	416	2682	269.848917	3
30	419	2685	681.2470248	40
30	477	2705	163.45517025	4
30	480	245	19.843886	2
30	497	2713	17.066202	2
30	503	260	4.351721	2
30	509	2718	772.951825	4
30	513	266	168.05409	4
30	634	2765	3.925441	2
30	641	346	5.881695	2
30	656	355	267.6776	5
30	739	399	448.725468	3
30	756	2816	46.290422	3
30	767	2821	4.853583	2
30	775	2825	15.659229	3
30	778	2826	145.633241	2
30	788	2831	590.425138	2
30	793	432	421.089506625	8
30	803	2836	217.5417395	10
30	833	459	512.473189	2
30	836	2848	652.971378333333	3
30	1025	562	441.386667	3
31	10	2482	1927.10544156	1050
31	1025	562	441.386667	3
31	1061	2952	4.978635	2
31	1206	3018	33.0440288333333	6
31	1213	665	345.707894333333	3
31	1230	671	129.516825083333	12
31	1655	3224	444.4166175	6
31	1917	1043	1368.6913176	10
31	1926	3351	225.77997	2
32	17	2489	953.417487024272	206
32	213	99	59.7634342	100
32	305	155	87.503842	6
32	348	2638	42.652257	3
32	351	183	321.902923440678	59
32	394	2660	401.001932409091	22
32	412	2678	397.406511	2
32	413	2679	174.369958	4
32	416	2682	269.848917	3
32	419	2685	681.2470248	40
32	458	231	106.0272325	10
32	472	242	690.5468123	10
32	497	2713	17.066202	2
32	503	260	4.351721	2
32	509	2718	772.951825	4
32	513	266	168.05409	4
32	525	274	558.5510061875	32
32	584	2748	92.529641	3
32	588	311	504.871274	4
32	634	2765	3.925441	2
32	641	346	5.881695	2
32	656	355	267.6776	5
32	728	2808	35.434521	2
32	739	399	448.725468	3
32	756	2816	46.290422	3
32	767	2821	4.853583	2
32	769	420	140.510236	6
32	775	2825	15.659229	3
32	778	2826	145.633241	2
32	780	2827	1209.29646	34
32	814	445	464.031474	2
32	827	456	1784.66273703509	57
32	1025	562	441.386667	3
32	1061	2952	4.978635	2
32	1231	3032	49.5271923	10
32	1923	1046	16.841132	2
33	29	4	211.9035165	12
33	44	2505	421.031756428571	21
33	125	52	74.8732245	8
33	132	2550	396.418000241379	58
33	163	67	729.020852222222	27
33	213	99	59.7634342	100
33	303	153	33.0960753333333	3
33	305	155	87.503842	6
33	348	2638	42.652257	3
33	351	183	321.902923440678	59
33	394	2660	401.001932409091	22
33	412	2678	397.406511	2
33	413	2679	174.369958	4
33	416	2682	269.848917	3
33	436	2699	25.391184	2
33	443	216	93.2201295833333	12
33	453	226	270.59183	2
33	454	227	395.1656015	4
33	458	231	106.0272325	10
33	472	242	690.5468123	10
33	497	2713	17.066202	2
33	503	260	4.351721	2
33	509	2718	772.951825	4
33	656	355	267.6776	5
33	739	399	448.725468	3
33	775	2825	15.659229	3
33	778	2826	145.633241	2
33	780	2827	1209.29646	34
33	1025	562	441.386667	3
33	1921	1045	816.808413833333	6
33	1926	3351	225.77997	2
34	17	2489	953.417487024272	206
34	213	99	59.7634342	100
34	303	153	33.0960753333333	3
34	305	155	87.503842	6
34	347	182	365.429949	5
34	351	183	321.902923440678	59
34	394	2660	401.001932409091	22
34	412	2678	397.406511	2
34	413	2679	174.369958	4
34	416	2682	269.848917	3
34	418	2684	95.878314	2
34	419	2685	681.2470248	40
34	458	231	106.0272325	10
34	472	242	690.5468123	10
34	509	2718	772.951825	4
34	513	266	168.05409	4
34	525	274	558.5510061875	32
34	583	2747	148.5285405	6
34	588	311	504.871274	4
34	597	315	101.462451625	8
34	634	2765	3.925441	2
34	641	346	5.881695	2
34	646	349	554.747236	2
34	656	355	267.6776	5
34	728	2808	35.434521	2
34	739	399	448.725468	3
34	747	406	467.274836	2
34	756	2816	46.290422	3
34	767	2821	4.853583	2
34	773	2823	54.693202	2
34	775	2825	15.659229	3
34	778	2826	145.633241	2
34	779	425	1371.26050308333	48
34	826	455	1883.76319803333	60
34	874	481	1579.069885625	8
34	1025	562	441.386667	3
34	1206	3018	33.0440288333333	6
34	1212	3020	123.600652	2
34	1225	669	665.27549805	20
34	1650	3221	47.280202	2
34	1921	1045	816.808413833333	6
34	1926	3351	225.77997	2
35	47	13	69.416691	2
35	49	2507	135.250924	12
35	116	48	140.008129	2
35	348	2638	42.652257	3
35	351	183	321.902923440678	59
35	394	2660	401.001932409091	22
35	412	2678	397.406511	2
35	413	2679	174.369958	4
35	416	2682	269.848917	3
35	453	226	270.59183	2
35	455	228	125.324596333333	3
35	477	2705	163.45517025	4
35	784	427	853.813793333333	9
35	802	439	527.020972583333	12
35	814	445	464.031474	2
35	821	452	8.980412	2
35	837	2849	424.274399	2
35	883	485	762.569038	3
35	1918	3347	459.67687625	4
35	1925	1047	108.994212	2
36	843	463	972.85493	2
36	1082	592	440.333797	4
36	1093	2965	5.827729	2
36	1103	606	339.107323	21
36	1157	2995	10.400479	3
36	1167	638	305.4782106	5
36	1180	642	362.963609333333	3
36	1188	649	128.288535	2
36	1191	652	6.996886	4
36	1363	3094	372.207573923077	26
36	1387	3105	46.970908	3
36	1390	756	13.831854	4
36	1395	3110	6.550857	3
36	1409	3113	10.1065302	5
36	1481	803	33.034882	2
36	1552	3173	151.787715368421	19
36	1581	863	356.769594	15
36	1618	882	105.9541115	8
36	1631	3212	23.572636	2
36	1637	3215	435.507129333333	3
36	1643	898	16.939547	2
36	1909	1038	466.346283666667	6
37	223	2591	4.393363	2
37	228	107	12.89141	11
37	274	130	18.3749041515152	33
37	294	144	15.710878	5
37	330	2632	91.311912	2
37	918	2885	291.052417	2
37	928	512	232.202207	3
37	950	522	261.845252166667	6
37	969	532	235.03401	2
37	976	535	17.726245	2
37	977	536	502.642089829268	41
37	1549	849	115.6789295	4
38	1	Root	4071.19645818325	2472
39	1	Root	4071.19645818325	2472
40	29	4	211.9035165	12
40	41	2504	582.199303375	24
40	125	52	74.8732245	8
40	132	2550	396.418000241379	58
40	163	67	729.020852222222	27
40	213	99	59.7634342	100
40	303	153	33.0960753333333	3
40	305	155	87.503842	6
40	347	182	365.429949	5
40	351	183	321.902923440678	59
40	394	2660	401.001932409091	22
40	412	2678	397.406511	2
40	413	2679	174.369958	4
40	416	2682	269.848917	3
40	419	2685	681.2470248	40
40	459	232	99.0769471666667	6
40	465	238	50.9752603333333	3
40	477	2705	163.45517025	4
40	480	245	19.843886	2
40	497	2713	17.066202	2
40	503	260	4.351721	2
40	509	2718	772.951825	4
40	513	266	168.05409	4
40	634	2765	3.925441	2
40	641	346	5.881695	2
40	656	355	267.6776	5
40	739	399	448.725468	3
40	756	2816	46.290422	3
40	767	2821	4.853583	2
40	775	2825	15.659229	3
40	778	2826	145.633241	2
40	786	2830	688.4342655	4
40	792	431	771.881379727273	11
40	803	2836	217.5417395	10
40	825	2843	52.985936	2
40	832	458	790.35937	3
40	1025	562	441.386667	3
40	1066	2954	200.875223	2
40	1926	3351	225.77997	2
41	29	4	211.9035165	12
41	41	2504	582.199303375	24
41	125	52	74.8732245	8
41	132	2550	396.418000241379	58
41	163	67	729.020852222222	27
41	213	99	59.7634342	100
41	303	153	33.0960753333333	3
41	305	155	87.503842	6
41	348	2638	42.652257	3
41	351	183	321.902923440678	59
41	394	2660	401.001932409091	22
41	412	2678	397.406511	2
41	413	2679	174.369958	4
41	416	2682	269.848917	3
41	419	2685	681.2470248	40
41	458	231	106.0272325	10
41	477	2705	163.45517025	4
41	480	245	19.843886	2
41	497	2713	17.066202	2
41	503	260	4.351721	2
41	509	2718	772.951825	4
41	513	266	168.05409	4
41	634	2765	3.925441	2
41	641	346	5.881695	2
41	656	355	267.6776	5
41	739	399	448.725468	3
41	756	2816	46.290422	3
41	767	2821	4.853583	2
41	775	2825	15.659229	3
41	778	2826	145.633241	2
41	782	2829	1042.0026179375	32
41	1025	562	441.386667	3
42	204	2585	349.171816654545	165
42	483	2708	38.5653615555556	18
42	632	340	958.655065	23
43	702	379	432.034751948718	39
44	39	2503	7.591394	2
44	60	2512	92.840794	5
44	115	47	246.896296	3
44	128	2547	8.156109	2
44	135	55	55.2307534	5
44	702	379	432.034751948718	39
44	1218	3023	193.948419	2
44	1220	3024	700.8528375	4
45	42	10	398.827628	3
45	47	13	69.416691	2
45	123	2545	158.621588	2
45	138	2554	23.987475	2
45	209	95	93.966859875	144
45	396	2662	118.913659	7
45	517	2721	159.351597	4
45	641	346	5.881695	2
45	644	348	345.175642	2
45	646	349	554.747236	2
45	675	2782	164.570960777778	9
45	749	408	130.733237	2
45	754	411	87.866061	12
45	767	2821	4.853583	2
45	1120	615	109.53479	3
45	1206	3018	33.0440288333333	6
45	1215	666	894.904451222222	9
45	1583	864	67.677038	2
45	1592	3195	330.617001	4
45	1639	3216	381.481653	2
45	1641	897	666.151137	2
45	1662	905	635.111784	2
45	1664	3230	129.740201	2
45	1732	3262	425.248508	2
45	1912	1040	8.671367	3
45	1929	1049	1640.24084830952	42
45	1998	3390	366.3109175	4
45	2007	1084	26.287704	2
46	42	10	398.827628	3
46	73	26	95.993046	2
46	82	30	57.6396903333333	3
46	115	47	246.896296	3
46	117	2541	375.31402375	8
46	353	2641	123.588962	2
46	477	2705	163.45517025	4
46	512	265	900.065081	9
46	779	425	1371.26050308333	48
46	826	455	1883.76319803333	60
46	874	481	1579.069885625	8
46	882	2870	1464.917095	4
46	1018	2932	648.989029	2
46	1025	562	441.386667	3
46	1028	2937	32.461374	3
46	1049	2947	250.478663	2
46	1058	2951	618.544303333333	6
46	1070	586	1378.92709745	140
46	1200	658	1289.37539320833	24
46	1225	669	665.27549805	20
46	1244	677	7.826847	2
46	1297	3060	953.4351145	10
46	1318	719	4.908689	2
46	1378	3101	192.758239	10
46	1390	756	13.831854	4
46	1395	3110	6.550857	3
46	1401	761	92.8544547708333	48
46	1427	3121	15.007497	3
46	1432	3124	14.7150787333333	15
46	1481	803	33.034882	2
46	1586	866	109.179236	2
46	1587	3193	170.84698	6
46	1609	878	1148.25999941667	36
46	1644	899	1470.153195	8
46	1653	3222	1541.0574225625	16
46	1671	3233	484.3140243	10
46	1688	920	306.79099775	4
46	1744	948	25.436394	3
46	1852	1003	77.0310395	4
46	1882	1020	566.18983752	25
46	1910	1039	26.4022946	5
46	1932	3354	350.224288777778	9
46	1950	1059	445.500227352941	17
46	1986	3383	42.9543798	5
46	1998	3390	366.3109175	4
47	47	13	69.416691	2
47	58	19	7.447059	2
47	116	48	140.008129	2
47	129	54	20.628856	4
47	311	2623	115.770745	2
47	330	2632	91.311912	2
47	397	2663	40.327793	2
47	445	218	19.53772	2
47	460	233	23.9216744	5
48	129	54	20.628856	4
48	397	2663	40.327793	2
48	549	288	4.263776	2
48	582	2746	2.555106	2
48	833	459	512.473189	2
48	871	2865	5.706613	2
48	1011	2928	10.426441	3
48	1061	2952	4.978635	2
48	1093	2965	5.827729	2
48	1100	2968	104.3955544	5
48	1104	2970	244.4437425	14
48	1118	614	244.823042	5
48	1617	3208	17.206984	2
48	1666	3231	83.3857113333333	3
49	371	192	9.407745	2
49	685	2786	14.794131	28
49	775	2825	15.659229	3
49	795	434	7.929098	3
49	929	2889	151.414714	2
49	1888	1023	4.439332	2
49	2033	1099	52.735156	2
50	28	3	3.544415	2
50	50	15	88.607323	4
50	72	2519	69.904669	2
50	123	2545	158.621588	2
50	482	247	662.0005504	20
50	676	2783	41.9843485	4
50	699	2795	255.274684	3
50	775	2825	15.659229	3
50	873	480	3.322357	2
50	896	2877	67.265074	2
50	1084	2963	25.353818	2
50	1104	2970	244.4437425	14
50	1119	2977	6.13386	2
50	1135	2984	499.124568	2
50	1142	627	72.330335	2
50	1244	677	7.826847	2
50	1365	742	6.307021	2
50	1375	3099	137.437428	2
