Trait	Anc	Des	Len	S.Anc	S.Des	R.Dist
Carbohydrate.metabolism	2998	2999	130.984936	Off	On	3935.641421
Carbohydrate.metabolism	3012	3013	203.129192	Off	On	4065.726057
Carbohydrate.metabolism	2997	3019	112.339779	Off	On	3624.98523
Carbohydrate.metabolism	3027	3028	76.116268	Off	On	4023.121153
Carbohydrate.metabolism	3027	3053	63.404755	Off	On	4010.40964
Carbohydrate.metabolism	3022	3060	58.548126	Off	On	3566.325184
Carbohydrate.metabolism	3064	3103	111.765824	Off	On	2984.140287
Carbohydrate.metabolism	3110	3111	31.407728	Off	On	4007.111112
Carbohydrate.metabolism	3119	3120	597.346262	Off	On	3624.536246
Carbohydrate.metabolism	3122	3123	515.722235	Off	On	3651.588161
Carbohydrate.metabolism	3122	3135	24.472074	Off	On	3160.338
Carbohydrate.metabolism	3140	3142	189.971448	Off	On	3694.392927
Carbohydrate.metabolism	3211	3212	134.284246	Off	On	3756.755237
Carbohydrate.metabolism	3215	3216	163.848169	Off	On	3970.892574
Carbohydrate.metabolism	3257	3258	111.084031	Off	On	3382.762193
Carbohydrate.metabolism	3257	3261	190.73745	Off	On	3462.415612
Carbohydrate.metabolism	3264	3265	350.791873	Off	On	3650.106952
Carbohydrate.metabolism	3264	3272	95.462423	Off	On	3394.777502
Carbohydrate.metabolism	3274	3275	309.479233	Off	On	3853.65472
Carbohydrate.metabolism	3274	3284	324.278846	Off	On	3868.454333
Carbohydrate.metabolism	3285	3286	316.15257	Off	On	3607.164985
Carbohydrate.metabolism	3285	3287	106.338231	Off	On	3397.350646
Carbohydrate.metabolism	3299	3300	761.113505	Off	On	3047.647226
Carbohydrate.metabolism	3302	3303	142.64578	Off	On	3500.651433
Carbohydrate.metabolism	3299	3306	131.206272	Off	On	2417.739993
Carbohydrate.metabolism	3307	3308	577.577037	Off	On	3418.225079
Carbohydrate.metabolism	3307	3310	298.750366	Off	On	3139.398408
Carbohydrate.metabolism	3311	3312	203.454346	Off	On	3487.503923
Carbohydrate.metabolism	3314	3316	934.463699	Off	On	3486.003792
Carbohydrate.metabolism	3344	3345	1336.798788	Off	On	4067.874101
Carbohydrate.metabolism	3347	3349	975.768628	Off	On	3646.459211
Carbohydrate.metabolism	3351	3352	74.534432	Off	On	3970.825029
Carbohydrate.metabolism	2481	3353	36.190232	Off	On	2121.156963
Carbohydrate.metabolism	3354	3355	702.348057	Off	On	3308.627419
Carbohydrate.metabolism	3358	3359	1277.07353	Off	On	3574.804469
Carbohydrate.metabolism	3371	3372	743.503713	Off	On	3617.317535
Carbohydrate.metabolism	3387	3388	58.810621	Off	On	3743.712473
Carbohydrate.metabolism	3407	3408	399.769722	Off	On	3901.209136
Carbohydrate.metabolism	3374	3409	67.832283	Off	On	3010.372473
Carbohydrate.metabolism	3428	3429	37.594561	Off	On	3480.837595
Carbohydrate.metabolism	3370	3486	77.932824	Off	On	2901.155046
Carbohydrate.metabolism	3489	3490	255.906573	Off	On	3422.207429
Carbohydrate.metabolism	3491	3492	142.678075	Off	On	3221.483043
Carbohydrate.metabolism	3491	3493	153.58411	Off	On	3232.389078
Carbohydrate.metabolism	3495	3496	165.774507	Off	On	2437.291264
Carbohydrate.metabolism	3502	3503	254.484444	Off	On	3177.504344
Carbohydrate.metabolism	3504	3520	305.900381	Off	On	3397.125172
Carbohydrate.metabolism	2480	3529	865.868965	Off	On	2927.97929
Carbohydrate.metabolism	3539	3540	157.537782	Off	On	2352.425057
Carbohydrate.metabolism	3554	3555	428.187058	Off	On	4059.049717
Carbohydrate.metabolism	3554	3556	414.979979	Off	On	4045.842638
Carbohydrate.metabolism	3596	3597	336.877131	Off	On	3854.253711
Carbohydrate.metabolism	3599	3601	229.365583	Off	On	4052.3844
Carbohydrate.metabolism	3606	3607	368.882853	Off	On	3572.07189
Carbohydrate.metabolism	3608	3609	175.346874	Off	On	3555.590031
Carbohydrate.metabolism	3612	3613	405.208489	Off	On	3884.650683
Carbohydrate.metabolism	3675	3676	18.338926	Off	On	3510.254415
Carbohydrate.metabolism	3692	3693	345.58718	Off	On	3715.930801
Carbohydrate.metabolism	3696	3697	706.786713	Off	On	3405.920958
Carbohydrate.metabolism	3715	3716	1316.552962	Off	On	4063.36961
Carbohydrate.metabolism	3723	3724	949.106582	Off	On	3849.077363
Carbohydrate.metabolism	3734	3735	423.190133	Off	On	4068.416441
Carbohydrate.metabolism	3737	3738	368.0655	Off	On	4065.286684
Carbohydrate.metabolism	3732	3752	513.789929	Off	On	3479.866519
Carbohydrate.metabolism	3758	3759	123.078008	Off	On	4067.776262
Carbohydrate.metabolism	3757	3762	47.855385	Off	On	3834.822
Carbohydrate.metabolism	3765	3766	123.880729	Off	On	4064.811824
Carbohydrate.metabolism	3769	3770	601.850056	Off	On	3719.611399
Carbohydrate.metabolism	3772	3773	151.58111	Off	On	4052.209154
Carbohydrate.metabolism	3775	3776	641.074893	Off	On	4064.63373
Carbohydrate.metabolism	3778	3779	235.105087	Off	On	3163.501091
Carbohydrate.metabolism	3786	3787	18.554448	Off	On	3649.844143
Carbohydrate.metabolism	3788	3789	147.458277	Off	On	3884.724452
Carbohydrate.metabolism	3802	3803	146.183246	Off	On	3834.193916
Carbohydrate.metabolism	3838	3839	71.602244	Off	On	3968.940313
Carbohydrate.metabolism	3835	3846	93.782608	Off	On	3792.771491
Carbohydrate.metabolism	3848	3849	233.509429	Off	On	4069.63507
Carbohydrate.metabolism	3854	3855	16.66656	Off	On	4042.412435
Carbohydrate.metabolism	3801	3859	357.323453	Off	On	4024.225549
Carbohydrate.metabolism	3786	3868	230.804128	Off	On	3862.093823
Carbohydrate.metabolism	3880	3881	78.998487	Off	On	4061.089926
Carbohydrate.metabolism	3880	3883	20.141732	Off	On	4002.233171
Carbohydrate.metabolism	4083	4084	69.118063	Off	On	3201.420358
Carbohydrate.metabolism	4088	4089	581.522296	Off	On	4053.989473
Carbohydrate.metabolism	4088	4090	492.775169	Off	On	3965.242346
Carbohydrate.metabolism	4083	4111	557.412509	Off	On	3689.714804
Carbohydrate.metabolism	4114	4115	867.44871	Off	On	4054.256911
Carbohydrate.metabolism	4116	4117	574.097223	Off	On	3175.140485
Carbohydrate.metabolism	4120	4121	472.447919	Off	On	3504.662628
Carbohydrate.metabolism	4127	4128	416.339599	Off	On	4043.119439
Carbohydrate.metabolism	4125	4132	144.879998	Off	On	2675.019033
Carbohydrate.metabolism	4143	4151	255.441131	Off	On	3842.323563
Carbohydrate.metabolism	4142	4152	408.008096	Off	On	3860.046786
Carbohydrate.metabolism	4155	4156	146.462165	Off	On	3223.301455
Carbohydrate.metabolism	4159	4160	210.589947	Off	On	3764.40546
Carbohydrate.metabolism	4246	4247	104.341078	Off	On	4058.370996
Carbohydrate.metabolism	4302	4303	70.42907	Off	On	3943.246608
Carbohydrate.metabolism	4328	4329	186.269204	Off	On	3455.113812
Carbohydrate.metabolism	4357	4358	23.754076	Off	On	3731.361681
Carbohydrate.metabolism	4357	4363	194.919519	Off	On	3902.527124
Carbohydrate.metabolism	4375	4376	120.43666	Off	On	4061.815788
Carbohydrate.metabolism	4378	4379	784.004178	Off	On	2901.49944
Carbohydrate.metabolism	4389	4390	909.014441	Off	On	3611.519581
Carbohydrate.metabolism	4389	4393	551.882904	Off	On	3254.388044
Carbohydrate.metabolism	2474	4398	2906.48251	Off	On	3845.416488
Carbohydrate.metabolism	4400	4401	207.603099	Off	On	2430.955609
Carbohydrate.metabolism	4417	4418	181.74023	Off	On	4044.076505
Carbohydrate.metabolism	4439	4440	342.665806	Off	On	2807.857168
Carbohydrate.metabolism	4447	4448	28.874578	Off	On	3881.596977
Carbohydrate.metabolism	4455	4456	70.99222	Off	On	3977.556224
Carbohydrate.metabolism	4469	4470	1045.24731	Off	On	3704.885539
Carbohydrate.metabolism	4473	4474	716.776967	Off	On	3496.135742
Carbohydrate.metabolism	4475	4476	482.505817	Off	On	4066.233119
Carbohydrate.metabolism	4478	4479	260.517977	Off	On	4044.908751
Carbohydrate.metabolism	4484	4490	99.899377	Off	On	3167.129043
Carbohydrate.metabolism	4493	4494	65.649362	Off	On	3769.945698
Carbohydrate.metabolism	4468	4499	492.209815	Off	On	3028.559449
Carbon.fixation.in.photosynthetic.organisms	2473	2474	938.933978	Off	On	938.933978
Carbon.fixation.in.photosynthetic.organisms	2477	2478	104.490708	Off	On	2003.901286
Carbon.fixation.in.photosynthetic.organisms	2823	2824	81.383101	Off	On	3830.676637
Carbon.fixation.in.photosynthetic.organisms	2851	2852	14.332237	Off	On	4028.619173
Carbon.fixation.in.photosynthetic.organisms	2897	2898	188.059964	Off	On	3959.591809
Carbon.fixation.in.photosynthetic.organisms	2945	2946	120.739602	Off	On	3589.077645
Carbon.fixation.in.photosynthetic.organisms	2945	2949	439.403247	Off	On	3907.74129
Carbon.fixation.in.photosynthetic.organisms	2976	2977	511.083809	Off	On	4058.435646
Carbon.fixation.in.photosynthetic.organisms	2988	2989	546.846206	Off	On	3911.844862
Carbon.fixation.in.photosynthetic.organisms	3084	3085	363.489772	Off	On	3653.68348
Carbon.fixation.in.photosynthetic.organisms	3103	3104	128.401106	Off	On	3112.541393
Carbon.fixation.in.photosynthetic.organisms	3119	3120	597.346262	Off	On	3624.536246
Carbon.fixation.in.photosynthetic.organisms	3122	3123	515.722235	Off	On	3651.588161
Carbon.fixation.in.photosynthetic.organisms	3135	3136	39.697099	Off	On	3200.035099
Carbon.fixation.in.photosynthetic.organisms	3174	3175	120.077672	Off	On	3759.239379
Carbon.fixation.in.photosynthetic.organisms	3174	3181	117.456876	Off	On	3756.618583
Carbon.fixation.in.photosynthetic.organisms	3285	3286	316.15257	Off	On	3607.164985
Carbon.fixation.in.photosynthetic.organisms	3285	3287	106.338231	Off	On	3397.350646
Carbon.fixation.in.photosynthetic.organisms	3298	3299	99.100461	Off	On	2286.533721
Carbon.fixation.in.photosynthetic.organisms	3310	3311	144.651169	Off	On	3284.049577
Carbon.fixation.in.photosynthetic.organisms	3344	3345	1336.798788	Off	On	4067.874101
Carbon.fixation.in.photosynthetic.organisms	3346	3347	178.564011	Off	On	2670.690583
Carbon.fixation.in.photosynthetic.organisms	3376	3377	425.832433	Off	On	3952.678337
Carbon.fixation.in.photosynthetic.organisms	3376	3378	340.874618	Off	On	3867.720522
Carbon.fixation.in.photosynthetic.organisms	3530	3531	122.801359	Off	On	3575.453514
Carbon.fixation.in.photosynthetic.organisms	3542	3543	450.496045	Off	On	3142.765404
Carbon.fixation.in.photosynthetic.organisms	3542	3557	222.010741	Off	On	2914.2801
Carbon.fixation.in.photosynthetic.organisms	3618	3619	339.665335	Off	On	4067.18934
Carbon.fixation.in.photosynthetic.organisms	3676	3677	174.594346	Off	On	3684.848761
Carbon.fixation.in.photosynthetic.organisms	3683	3684	232.056685	Off	On	3947.595808
Carbon.fixation.in.photosynthetic.organisms	3687	3688	188.326879	Off	On	3364.618886
Carbon.fixation.in.photosynthetic.organisms	3687	3692	194.051614	Off	On	3370.343621
Carbon.fixation.in.photosynthetic.organisms	3769	3770	601.850056	Off	On	3719.611399
Carbon.fixation.in.photosynthetic.organisms	3775	3776	641.074893	Off	On	4064.63373
Carbon.fixation.in.photosynthetic.organisms	3844	3845	60.064196	Off	On	4047.306113
Carbon.fixation.in.photosynthetic.organisms	4112	4113	341.37939	Off	On	3405.045321
Carbon.fixation.in.photosynthetic.organisms	4114	4115	867.44871	Off	On	4054.256911
Carbon.fixation.in.photosynthetic.organisms	4116	4117	574.097223	Off	On	3175.140485
Carbon.fixation.in.photosynthetic.organisms	4116	4120	431.171447	Off	On	3032.214709
Carbon.fixation.in.photosynthetic.organisms	4143	4144	116.538736	Off	On	3703.421168
Carbon.fixation.in.photosynthetic.organisms	4143	4151	255.441131	Off	On	3842.323563
Carbon.fixation.in.photosynthetic.organisms	4152	4153	145.063882	Off	On	4005.110668
Carbon.fixation.in.photosynthetic.organisms	4152	4154	206.125194	Off	On	4066.17198
Carbon.fixation.in.photosynthetic.organisms	4163	4164	169.039667	Off	On	3696.343009
Carbon.fixation.in.photosynthetic.organisms	4163	4176	21.181812	Off	On	3548.485154
Carbon.fixation.in.photosynthetic.organisms	4327	4328	92.540061	Off	On	3268.844608
Carbon.fixation.in.photosynthetic.organisms	4378	4379	784.004178	Off	On	2901.49944
Carbon.fixation.in.photosynthetic.organisms	2473	4399	1903.089273	Off	On	1903.089273
Carbon.fixation.in.photosynthetic.organisms	4400	4401	207.603099	Off	On	2430.955609
Carbon.fixation.in.photosynthetic.organisms	4402	4403	284.459043	Off	On	3337.348937
Carbon.fixation.in.photosynthetic.organisms	4402	4412	256.787199	Off	On	3309.677093
Carbon.fixation.in.photosynthetic.organisms	4437	4438	67.55535	Off	On	2413.732728
Carbon.fixation.in.photosynthetic.organisms	4454	4455	869.74584	Off	On	3906.564004
Carbon.fixation.in.photosynthetic.organisms	4454	4457	893.394092	Off	On	3930.212256
Carbon.fixation.in.photosynthetic.organisms	4470	4471	338.437731	Off	On	4043.32327
Carbon.fixation.in.photosynthetic.organisms	4470	4472	129.577721	Off	On	3834.46326
Carbon.fixation.in.photosynthetic.organisms	4473	4474	716.776967	Off	On	3496.135742
Carbon.fixation.in.photosynthetic.organisms	4477	4478	136.855182	Off	On	3784.390774
Carbon.fixation.in.photosynthetic.organisms	4473	4484	287.870891	Off	On	3067.229666
Carbon.fixation.pathways.in.prokaryotes	2473	2474	938.933978	Off	On	938.933978
Carbon.fixation.pathways.in.prokaryotes	2485	2486	414.789243	Off	On	2997.72021
Carbon.fixation.pathways.in.prokaryotes	2548	2549	157.896017	Off	On	3927.024062
Carbon.fixation.pathways.in.prokaryotes	2548	2587	55.172121	Off	On	3824.300166
Carbon.fixation.pathways.in.prokaryotes	2946	2947	279.408031	Off	On	3868.485676
Carbon.fixation.pathways.in.prokaryotes	2945	2949	439.403247	Off	On	3907.74129
Carbon.fixation.pathways.in.prokaryotes	2976	2977	511.083809	Off	On	4058.435646
Carbon.fixation.pathways.in.prokaryotes	3060	3061	125.871341	Off	On	3692.196525
Carbon.fixation.pathways.in.prokaryotes	3223	3224	65.900824	Off	On	3762.326082
Carbon.fixation.pathways.in.prokaryotes	3251	3252	161.964043	Off	On	2861.899999
Carbon.fixation.pathways.in.prokaryotes	3276	3277	122.551323	Off	On	4066.462704
Carbon.fixation.pathways.in.prokaryotes	3251	3285	591.076459	Off	On	3291.012415
Carbon.fixation.pathways.in.prokaryotes	3354	3355	702.348057	Off	On	3308.627419
Carbon.fixation.pathways.in.prokaryotes	3371	3372	743.503713	Off	On	3617.317535
Carbon.fixation.pathways.in.prokaryotes	3371	3374	68.726368	Off	On	2942.54019
Carbon.fixation.pathways.in.prokaryotes	3491	3492	142.678075	Off	On	3221.483043
Carbon.fixation.pathways.in.prokaryotes	3491	3493	153.58411	Off	On	3232.389078
Carbon.fixation.pathways.in.prokaryotes	3496	3497	1192.518526	Off	On	3629.80979
Carbon.fixation.pathways.in.prokaryotes	3496	3499	87.757856	Off	On	2525.04912
Carbon.fixation.pathways.in.prokaryotes	3504	3505	878.555311	Off	On	3969.780102
Carbon.fixation.pathways.in.prokaryotes	3504	3520	305.900381	Off	On	3397.125172
Carbon.fixation.pathways.in.prokaryotes	3547	3548	193.970808	Off	On	3499.537011
Carbon.fixation.pathways.in.prokaryotes	3576	3577	223.428372	Off	On	4050.181085
Carbon.fixation.pathways.in.prokaryotes	3622	3623	58.105607	Off	On	3562.342119
Carbon.fixation.pathways.in.prokaryotes	3671	3672	310.380485	Off	On	2781.821066
Carbon.fixation.pathways.in.prokaryotes	3687	3688	188.326879	Off	On	3364.618886
Carbon.fixation.pathways.in.prokaryotes	3687	3692	194.051614	Off	On	3370.343621
Carbon.fixation.pathways.in.prokaryotes	3671	3695	150.102237	Off	On	2621.542818
Carbon.fixation.pathways.in.prokaryotes	3715	3716	1316.552962	Off	On	4063.36961
Carbon.fixation.pathways.in.prokaryotes	3715	3717	34.347629	Off	On	2781.164277
Carbon.fixation.pathways.in.prokaryotes	3718	3719	709.016292	Off	On	3528.522831
Carbon.fixation.pathways.in.prokaryotes	3723	3724	949.106582	Off	On	3849.077363
Carbon.fixation.pathways.in.prokaryotes	3733	3736	121.850522	Off	On	3374.996779
Carbon.fixation.pathways.in.prokaryotes	3732	3752	513.789929	Off	On	3479.866519
Carbon.fixation.pathways.in.prokaryotes	3769	3770	601.850056	Off	On	3719.611399
Carbon.fixation.pathways.in.prokaryotes	3769	3775	305.797494	Off	On	3423.558837
Carbon.fixation.pathways.in.prokaryotes	3779	3780	242.621842	Off	On	3406.122933
Carbon.fixation.pathways.in.prokaryotes	3895	3896	19.760214	Off	On	3934.275107
Carbon.fixation.pathways.in.prokaryotes	3895	3949	148.144243	Off	On	4062.659136
Carbon.fixation.pathways.in.prokaryotes	4057	4058	56.240867	Off	On	3962.01722
Carbon.fixation.pathways.in.prokaryotes	3779	4078	868.3116	Off	On	4031.812691
Carbon.fixation.pathways.in.prokaryotes	4132	4133	155.288783	Off	On	2830.307816
Carbon.fixation.pathways.in.prokaryotes	4309	4310	53.877381	Off	On	4067.015452
Carbon.fixation.pathways.in.prokaryotes	4309	4311	46.952453	Off	On	4060.090524
Carbon.fixation.pathways.in.prokaryotes	4317	4318	100.814303	Off	On	3941.496559
Carbon.fixation.pathways.in.prokaryotes	4324	4325	72.32142	Off	On	4066.486838
Carbon.fixation.pathways.in.prokaryotes	4324	4326	71.480677	Off	On	4065.646095
Carbon.fixation.pathways.in.prokaryotes	4331	4332	418.193399	Off	On	4066.238087
Carbon.fixation.pathways.in.prokaryotes	4331	4333	294.578528	Off	On	3942.623216
Carbon.fixation.pathways.in.prokaryotes	4354	4355	42.948036	Off	On	3547.954656
Carbon.fixation.pathways.in.prokaryotes	4378	4379	784.004178	Off	On	2901.49944
Carbon.fixation.pathways.in.prokaryotes	4381	4382	439.943989	Off	On	4044.794162
Carbon.fixation.pathways.in.prokaryotes	2473	4399	1903.089273	Off	On	1903.089273
Carbon.fixation.pathways.in.prokaryotes	4401	4402	621.934285	Off	On	3052.889894
Carbon.fixation.pathways.in.prokaryotes	4401	4433	347.023873	Off	On	2777.979482
Carbon.fixation.pathways.in.prokaryotes	4437	4438	67.55535	Off	On	2413.732728
Carbon.fixation.pathways.in.prokaryotes	4490	4491	686.642081	Off	On	3853.771124
Carbon.fixation.pathways.in.prokaryotes	4490	4492	242.065774	Off	On	3409.194817
Carbon.fixation.pathways.in.prokaryotes	4499	4500	539.081528	Off	On	3567.640977
Cardiac.muscle.contraction	2479	2480	31.930156	Off	On	2062.110325
Cardiac.muscle.contraction	2494	2496	412.39875	Off	On	3863.659566
Cardiac.muscle.contraction	2493	2501	428.830496	Off	On	3859.292944
Cardiac.muscle.contraction	2937	2938	19.919817	Off	On	4040.141016
Cardiac.muscle.contraction	3256	3257	54.295497	Off	On	3271.678162
Cardiac.muscle.contraction	3258	3260	98.009128	Off	On	3480.771321
Cardiac.muscle.contraction	3307	3310	298.750366	Off	On	3139.398408
Cardiac.muscle.contraction	3347	3349	975.768628	Off	On	3646.459211
Cardiac.muscle.contraction	3384	3386	78.537793	Off	On	3619.894032
Cardiac.muscle.contraction	3530	3531	122.801359	Off	On	3575.453514
Cardiac.muscle.contraction	3529	3535	168.37443	Off	On	3096.35372
Cardiac.muscle.contraction	4315	4316	58.812368	Off	On	3739.641527
Cardiac.muscle.contraction	2475	4389	1285.846219	Off	On	2702.50514
Cardiac.muscle.contraction	4400	4401	207.603099	Off	On	2430.955609
Cardiac.muscle.contraction	4494	4495	222.190399	Off	On	3992.136097
Carotenoid.biosynthesis	2473	2474	938.933978	Off	On	938.933978
Carotenoid.biosynthesis	2475	2476	392.498442	Off	On	1809.157363
Carotenoid.biosynthesis	2485	2486	414.789243	Off	On	2997.72021
Carotenoid.biosynthesis	2488	2489	66.531424	Off	On	3117.778974
Carotenoid.biosynthesis	2490	2491	69.832471	Off	On	3390.128066
Carotenoid.biosynthesis	2589	2594	85.775793	Off	On	3781.658231
Carotenoid.biosynthesis	2635	2637	97.852163	Off	On	3440.027771
Carotenoid.biosynthesis	2735	2736	29.71156	Off	On	4061.444538
Carotenoid.biosynthesis	2664	2890	694.323419	Off	On	3975.318146
Carotenoid.biosynthesis	2902	2908	7.565682	Off	On	4045.805276
Carotenoid.biosynthesis	2894	2926	177.59429	Off	On	3676.030858
Carotenoid.biosynthesis	2992	2993	45.427618	Off	On	2479.94467
Carotenoid.biosynthesis	3181	3182	12.706438	Off	On	3769.325021
Carotenoid.biosynthesis	3252	3254	167.293842	Off	On	3029.193841
Carotenoid.biosynthesis	3257	3258	111.084031	Off	On	3382.762193
Carotenoid.biosynthesis	3306	3307	422.908049	Off	On	2840.648042
Carotenoid.biosynthesis	3314	3315	546.801435	Off	On	3098.341528
Carotenoid.biosynthesis	3346	3347	178.564011	Off	On	2670.690583
Carotenoid.biosynthesis	3371	3372	743.503713	Off	On	3617.317535
Carotenoid.biosynthesis	3375	3382	95.120019	Off	On	3233.707336
Carotenoid.biosynthesis	3407	3408	399.769722	Off	On	3901.209136
Carotenoid.biosynthesis	3499	3502	397.97078	Off	On	2923.0199
Carotenoid.biosynthesis	3520	3521	423.592622	Off	On	3820.717794
Carotenoid.biosynthesis	3566	3571	64.534935	Off	On	3905.503395
Carotenoid.biosynthesis	3620	3621	449.70583	Off	On	3708.715759
Carotenoid.biosynthesis	3687	3692	194.051614	Off	On	3370.343621
Carotenoid.biosynthesis	3697	3698	264.081693	Off	On	3670.002651
Carotenoid.biosynthesis	3770	3771	109.440222	Off	On	3829.051621
Carotenoid.biosynthesis	3695	3778	306.853186	Off	On	2928.396004
Carotenoid.biosynthesis	3836	3837	245.352691	Off	On	4064.889436
Carotenoid.biosynthesis	3801	3859	357.323453	Off	On	4024.225549
Carotenoid.biosynthesis	3800	3861	101.793961	Off	On	3761.009189
Carotenoid.biosynthesis	3880	3881	78.998487	Off	On	4061.089926
Carotenoid.biosynthesis	3784	3953	496.667497	Off	On	4038.161576
Carotenoid.biosynthesis	3780	3954	113.61165	Off	On	3519.734583
Carotenoid.biosynthesis	3957	3958	197.408906	Off	On	4009.847192
Carotenoid.biosynthesis	4024	4025	93.383509	Off	On	4012.792249
Carotenoid.biosynthesis	4045	4053	12.219226	Off	On	3714.426862
Carotenoid.biosynthesis	4056	4057	32.870783	Off	On	3905.776353
Carotenoid.biosynthesis	4059	4061	61.512312	Off	On	3961.861788
Carotenoid.biosynthesis	4097	4109	367.626229	Off	On	3635.689328
Carotenoid.biosynthesis	4116	4120	431.171447	Off	On	3032.214709
Carotenoid.biosynthesis	4144	4145	60.665533	Off	On	3764.086701
Carotenoid.biosynthesis	4158	4159	110.635088	Off	On	3553.815513
Carotenoid.biosynthesis	4223	4224	114.635374	Off	On	4004.850721
Carotenoid.biosynthesis	4300	4301	23.510581	Off	On	3799.315005
Carotenoid.biosynthesis	4302	4308	33.105563	Off	On	3905.923101
Carotenoid.biosynthesis	4313	4314	61.515251	Off	On	3967.482378
Carotenoid.biosynthesis	4285	4315	132.977135	Off	On	3680.829159
Carotenoid.biosynthesis	4400	4401	207.603099	Off	On	2430.955609
Carotenoid.biosynthesis	4404	4405	39.825529	Off	On	3760.797698
Carotenoid.biosynthesis	4439	4468	71.158272	Off	On	2536.349634
Carotenoid.biosynthesis	4470	4472	129.577721	Off	On	3834.46326
Carotenoid.biosynthesis	4469	4473	119.720546	Off	On	2779.358775
Carotenoid.biosynthesis	4484	4485	425.936598	Off	On	3493.166264
Carotenoid.biosynthesis	4500	4505	450.820324	Off	On	4018.461301
Cell.cycle	2473	4399	1903.089273	Off	On	1903.089273
Cell.cycle...Caulobacter	2473	2474	938.933978	Off	On	938.933978
Cell.cycle...Caulobacter	2516	2517	414.966903	Off	On	4065.131607
Cell.cycle...Caulobacter	2516	2518	160.836175	Off	On	3811.000879
Cell.cycle...Caulobacter	2605	2606	216.918605	Off	On	3970.776503
Cell.cycle...Caulobacter	2635	2636	437.767777	Off	On	3779.943385
Cell.cycle...Caulobacter	2635	2637	97.852163	Off	On	3440.027771
Cell.cycle...Caulobacter	2867	2868	88.681518	Off	On	3952.2828
Cell.cycle...Caulobacter	2867	2874	68.654121	Off	On	3932.255403
Cell.cycle...Caulobacter	2954	2955	623.435189	Off	On	4032.631099
Cell.cycle...Caulobacter	2954	2966	578.172192	Off	On	3987.368102
Cell.cycle...Caulobacter	3084	3085	363.489772	Off	On	3653.68348
Cell.cycle...Caulobacter	3110	3111	31.407728	Off	On	4007.111112
Cell.cycle...Caulobacter	3258	3260	98.009128	Off	On	3480.771321
Cell.cycle...Caulobacter	3272	3273	181.839331	Off	On	3576.616833
Cell.cycle...Caulobacter	3307	3308	577.577037	Off	On	3418.225079
Cell.cycle...Caulobacter	3307	3310	298.750366	Off	On	3139.398408
Cell.cycle...Caulobacter	3344	3345	1336.798788	Off	On	4067.874101
Cell.cycle...Caulobacter	3347	3348	523.284371	Off	On	3193.974954
Cell.cycle...Caulobacter	3347	3349	975.768628	Off	On	3646.459211
Cell.cycle...Caulobacter	3639	3640	191.391919	Off	On	3957.110164
Cell.cycle...Caulobacter	3639	3642	301.28693	Off	On	4067.005175
Cell.cycle...Caulobacter	3696	3697	706.786713	Off	On	3405.920958
Cell.cycle...Caulobacter	3696	3715	47.682403	Off	On	2746.816648
Cell.cycle...Caulobacter	3733	3734	392.080051	Off	On	3645.226308
Cell.cycle...Caulobacter	3737	3738	368.0655	Off	On	4065.286684
Cell.cycle...Caulobacter	3736	3742	172.434735	Off	On	3547.431514
Cell.cycle...Caulobacter	3732	3752	513.789929	Off	On	3479.866519
Cell.cycle...Caulobacter	3765	3766	123.880729	Off	On	4064.811824
Cell.cycle...Caulobacter	4083	4084	69.118063	Off	On	3201.420358
Cell.cycle...Caulobacter	4088	4089	581.522296	Off	On	4053.989473
Cell.cycle...Caulobacter	4088	4090	492.775169	Off	On	3965.242346
Cell.cycle...Caulobacter	4083	4111	557.412509	Off	On	3689.714804
Cell.cycle...Caulobacter	4112	4113	341.37939	Off	On	3405.045321
Cell.cycle...Caulobacter	4112	4114	123.14227	Off	On	3186.808201
Cell.cycle...Caulobacter	4120	4121	472.447919	Off	On	3504.662628
Cell.cycle...Caulobacter	4135	4136	580.299092	Off	On	3941.456257
Cell.cycle...Caulobacter	4135	4137	315.660387	Off	On	3676.817552
Cell.cycle...Caulobacter	4164	4165	269.504757	Off	On	3965.847766
Cell.cycle...Caulobacter	4164	4169	97.354431	Off	On	3793.69744
Cell.cycle...Caulobacter	4328	4329	186.269204	Off	On	3455.113812
Cell.cycle...Caulobacter	4381	4382	439.943989	Off	On	4044.794162
Cell.cycle...Caulobacter	4390	4391	330.570475	Off	On	3942.090056
Cell.cycle...Caulobacter	4394	4395	419.537576	Off	On	4054.355326
Cell.cycle...Caulobacter	4394	4396	131.913138	Off	On	3766.730888
Cell.cycle...Caulobacter	4433	4434	1113.64303	Off	On	3891.622512
Cell.cycle...Caulobacter	4400	4437	122.824868	Off	On	2346.177378
Cell.cycle...Caulobacter	4439	4440	342.665806	Off	On	2807.857168
Cell.cycle...Caulobacter	4454	4455	869.74584	Off	On	3906.564004
Cell.cycle...Caulobacter	4454	4457	893.394092	Off	On	3930.212256
Cell.cycle...Caulobacter	4470	4471	338.437731	Off	On	4043.32327
Cell.cycle...Caulobacter	4473	4474	716.776967	Off	On	3496.135742
Cell.cycle...Caulobacter	4473	4484	287.870891	Off	On	3067.229666
Cell.cycle...Caulobacter	4499	4500	539.081528	Off	On	3567.640977
Cell.division	2475	2476	392.498442	Off	On	1809.157363
Cell.division	2494	2496	412.39875	Off	On	3863.659566
Cell.division	2675	2676	38.38066	Off	On	3722.024644
Cell.division	2792	2793	40.027781	Off	On	3948.155981
