trait; Rate1; Rate2; LogL; Lik.Root; First.Evol; Med.Evol; N.evol; N.origins; Origins; Dates.Origins
K03518; -0.00059285876764627; -0.00210130842529454; -1243.52543431144; 0.998998497815386; 2449.429427; 4235.198349; 195; 2; 3941, 4019; 3065.384304, 2449.429427
K03519; -0.00052995966970878; -0.00289673231226046; -1220.88030047387; 0.998999898966708; 2449.429427; 4237.537421; 236; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K03520; -0.000312279529956829; -0.00294622046879013; -987.754572503865; 0.998999811469311; 2449.429427; 4233.933347; 195; 2; 3941, 4019; 3065.384304, 2449.429427
K03523; -0.00024942847662814; -0.000735885396305159; -912.101964466776; 0.998674269420431; 2449.429427; 4269.779409; 71; 2; 3941, 4019; 3065.384304, 2449.429427
K03524; -0.00462800119081068; -0.00028659994792165; -594.118995238596; 0.999000000018809; 2743.244779; 4230.599608; 342; 5; 3941, 4020, 7558, 7561, 7562; 3065.384304, 2743.244779, 4015.591685, 4396.460669, 4090.780966
K03525; -0.0004157374629775; -0.000263515797934633; -716.32725078659; 0.999001980233504; 2449.429427; 4296.153425; 56; 1; 4019; 2449.429427
K03526; -0.000168774859553325; -0.000257008416031192; -639.999127883426; 0.998537720496776; 2449.429427; 4305.603197; 27; 1; 4019; 2449.429427
K03527; -0.000158981245156595; -0.000252809293986793; -619.23975858667; 0.998491525769244; 2449.429427; 4314.426664; 32; 1; 4019; 2449.429427
K03531; -0.106001015003487; -0.00207664507157368; -362.018310641594; 0.999; 2743.244779; 4327.616331; 971; 3; 3941, 4020, 7557; 3065.384304, 2743.244779, 3137.347316
K03532; -8.70279583114775e-05; -0.00524573180307101; -243.498909555378; 0.998999999824629; 2449.429427; 4159.232537; 211; 4; 3947, 3986, 4011, 4019; 3991.34419, 3765.269066, 3923.371133, 2449.429427
K03533; -8.32441968079964e-05; -0.00551161993568343; -224.837440192233; 0.998999999962377; 2449.429427; 4197.0574515; 254; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K03537; -4.24029917613226e-06; -9.52303717870492e-05; -23.5520620553; 0.98612773514327; 3065.384304; 3539.2053665; 2; 2; 3941, 6009; 3065.384304, 4013.026429
K03538; -2.06024723448225e-06; -4.54793715992903e-05; -12.9070971823789; 0.984526707742153; Inf; NA; 0; 0; ; 
K03539; -2.05392233812043e-06; -4.90108021155486e-05; -10.7676689302193; 0.98345047915951; 3065.384304; 3065.384304; 1; 1; 3941; 3065.384304
K03540; -4.24286755060798e-06; -0.0001830988341348; -32.9171737085626; 0.979161079392279; 3065.384304; 3528.2295455; 2; 2; 3941, 7471; 3065.384304, 3991.074787
K03544; -0.000270970781878073; -0.000132967183209592; -469.655051236699; 0.999167059686088; 2449.429427; 4375.189437; 13; 2; 4009, 4019; 4350.645122, 2449.429427
K03550; -0.000920541518921659; -0.000134372850148868; -486.560289072768; 0.999219930700301; 2449.429427; 4302.293501; 44; 1; 4019; 2449.429427
K03551; -0.00118679503122495; -0.00014820175157604; -537.074637238724; 0.999118974933942; 2743.244779; 4219.645968; 71; 3; 3991, 4020, 7558; 4254.749344, 2743.244779, 4015.591685
K03553; -0.00101245450597436; -0.000124263582139646; -457.932973187441; 0.999166469045511; 2449.429427; 4321.246374; 47; 1; 4019; 2449.429427
K03555; -0.00016271411655624; -0.000149909767704139; -462.876213713537; 0.998850196431427; 2449.429427; 4310.583383; 15; 2; 3944, 4019; 3413.096445, 2449.429427
K03557; -5.70770605826258e-06; -0.000394587677951756; -204.484937766889; 0.999547696902874; 3065.384304; 4152.48139; 11; 8; 3941, 4031, 5495, 5745, 6458, 6601, 6669, 6848; 3065.384304, 3312.609821, 3457.533787, 4240.0134, 4140.839038, 4303.059877, 4047.741821, 4152.48139
K03563; -0.000180174122375528; -0.000723462725357721; -755.50230231179; 0.998756196587798; 2449.429427; 4242.6232755; 74; 1; 4019; 2449.429427
K03566; -8.37208123557227e-05; -0.0016031945116774; -715.407232010021; 0.999012837011291; 2449.429427; 4157.987054; 74; 4; 3944, 4014, 4016, 4019; 3413.096445, 3870.326616, 3975.52317, 2449.429427
K03567; -2.25760295924765e-05; -0.00134984497795719; -335.592924517486; 0.997079525656672; 2449.429427; 4163.900148; 50; 5; 3985, 3991, 3994, 4010, 4019; 4230.436632, 4254.749344, 4235.548216, 3424.599876, 2449.429427
K03572; -7.50892122621299e-05; -0.000179552440750835; -488.390299081642; 0.997738151972435; 2449.429427; 4126.257227; 11; 3; 3944, 4011, 4019; 3413.096445, 3923.371133, 2449.429427
K03573; -2.88362295299118e-05; -1e-50; -99.5861038773354; 1; 3954.536435; 4205.316213; 4; 4; 4321, 4814, 4871, 6242; 3954.536435, 4207.387597, 4203.244829, 4398.978621
K03575; -0.00059302649589658; -0.000330522846179604; -757.018221961713; 0.999247489248967; 2449.429427; 4180.412725; 75; 3; 3946, 4013, 4019; 3586.646752, 4336.808461, 2449.429427
K03581; -0.000620228486910056; -0.000657575310764958; -1157.32072723685; 0.999085669422579; 2960.419703; 4280.7875745; 126; 9; 3966, 3993, 4024, 7484, 7493, 7506, 7519, 7549, 7550; 4081.301786, 3956.534353, 2960.419703, 3215.785082, 3422.85993, 3893.394427, 3981.788711, 4284.260678, 4217.761546
K03582; -5.5036502614234e-05; -0.00128524463158627; -529.160676587229; 0.998841192773934; 2449.429427; 4122.9225045; 58; 2; 3941, 4019; 3065.384304, 2449.429427
K03583; -4.93532261274992e-05; -0.00135419163874838; -529.158718062828; 0.998824991839927; 2449.429427; 4163.601286; 60; 2; 4012, 4019; 4190.360998, 2449.429427
K03584; -0.000452577626354992; -0.000213474147646162; -613.066027556417; 0.999155633721252; 2449.429427; 4324.404027; 36; 1; 4019; 2449.429427
K03585; -9.12547562381834e-05; -0.000561113980497108; -701.316852063669; 0.997746234726796; 2449.429427; 4315.152377; 31; 1; 4019; 2449.429427
K03587; -5.7826898826686e-05; -0.000154702861954994; -414.940714078323; 0.997450870842397; 2449.429427; 4301.95433; 13; 2; 3986, 4019; 3765.269066, 2449.429427
K03588; -0.000185631054284288; -0.000142115321196511; -458.61630840965; 0.998967875247987; 2449.429427; 4323.247956; 24; 1; 4019; 2449.429427
K03589; -0.000415663477867172; -0.000328508835708802; -752.375712663757; 0.998960906557603; 2449.429427; 4262.3020765; 48; 1; 4019; 2449.429427
K03590; -7.72684312746295e-05; -0.000205484046067226; -484.631472555023; 0.997668821548234; 2449.429427; 4193.5210745; 20; 1; 4019; 2449.429427
K03594; -0.000638191856315605; -0.00109879872014225; -1189.29892601267; 0.998987524931215; 2766.855443; 4262.554856; 160; 5; 3944, 4010, 4021, 7551, 7557; 3413.096445, 3424.599876, 2766.855443, 4268.52369, 3137.347316
K03596; -0.000677385465819974; -0.000121775590875205; -452.47671466163; 0.99927056072859; 2449.429427; 4283.235659; 36; 2; 3968, 4019; 4159.353739, 2449.429427
K03601; -0.0010443621729316; -0.000221748199475339; -697.105446794064; 0.999126617123698; 2743.244779; 4262.362992; 85; 6; 3958, 3963, 3987, 3994, 4009, 4020; 4355.554057, 4327.36039, 4070.824525, 4235.548216, 4350.645122, 2743.244779
K03602; -0.00100475225503835; -0.000293924020962558; -802.54853171209; 0.999132234661907; 2743.244779; 4236.0464675; 104; 6; 3958, 3960, 3963, 3986, 4009, 4020; 4355.554057, 4352.572246, 4327.36039, 3765.269066, 4350.645122, 2743.244779
K03606; -0.000216668854528304; -0.00275169504623653; -1140.21893586864; 0.998999417036757; 2449.429427; 4237.8335655; 160; 4; 3946, 4010, 4017, 4019; 3586.646752, 3424.599876, 4108.113661, 2449.429427
K03620; -0.000397972893674822; -0.00347885025623854; -809.228446819212; 0.998999982974143; 2449.429427; 4195.5695115; 210; 2; 3941, 4019; 3065.384304, 2449.429427
K03621; -8.83730673453194e-05; -0.000195325582569091; -463.254727531808; 0.997948807094031; 2449.429427; 4190.571502; 24; 1; 4019; 2449.429427
K03628; -0.000527879692808544; -0.000188012381227049; -710.008624825626; 0.999140292935509; 2449.429427; 4320.926885; 31; 1; 4019; 2449.429427
K03629; -6.00531023448142e-05; -0.000172480751935284; -447.982343796106; 0.998665575294642; 2449.429427; 4239.872806; 12; 1; 4019; 2449.429427
K03635; -0.000584653751712659; -0.000759803956880182; -1204.88031967566; 0.9989032925761; 2449.429427; 4289.3919025; 114; 2; 3941, 4019; 3065.384304, 2449.429427
K03636; -0.000479772972579793; -0.0008371371419881; -1115.41039863577; 0.998882379693825; 2449.429427; 4271.693423; 115; 2; 3941, 4019; 3065.384304, 2449.429427
K03637; -0.00136746113283062; -0.000683961957424044; -1210.64930009304; 0.998995997085378; 2743.244779; 4260.334229; 201; 3; 3941, 4020, 7557; 3065.384304, 2743.244779, 3137.347316
K03639; -0.00187569724045293; -0.000655735064812635; -1214.59833149444; 0.998999549831685; 2797.106088; 4257.998813; 227; 6; 3941, 4022, 7518, 7550, 7558, 7560; 3065.384304, 2797.106088, 3536.312507, 4217.761546, 4015.591685, 3728.445634
K03644; -0.00061285390627451; -0.000305954043602538; -786.248807448697; 0.999079440022053; 2449.429427; 4232.06992; 77; 3; 3947, 4010, 4019; 3991.34419, 3424.599876, 2449.429427
K03648; -0.000552776723586637; -0.000420915368082811; -895.535872606467; 0.999251712560448; 3235.974374; 4227.183224; 97; 23; 4008, 4031, 5506, 5517, 5522, 5565, 5570, 5577, 6199, 6201, 6228, 6249, 6774, 6778, 6780, 6806, 6852, 6858, 7475, 7486, 7491, 7519, 7549; 4234.065109, 3312.609821, 4184.166441, 4384.637736, 4199.223728, 4156.868295, 3799.627634, 3313.856344, 4379.311564, 4274.362193, 3810.158707, 3406.421934, 3714.831545, 4379.249899, 3235.974374, 4160.599166, 4300.683655, 3660.120236, 4373.281417, 3444.607013, 3711.219552, 3981.788711, 4284.260678
K03649; -0.000536015433039797; -0.00449010397583977; -1201.66744030486; 0.998999999966297; 2743.244779; 4223.309041; 300; 3; 3941, 4020, 7557; 3065.384304, 2743.244779, 3137.347316
K03651; -6.98590990716851e-05; -0.00105955241548692; -379.63820035995; 0.999076343755036; 2985.507326; 4161.959194; 62; 8; 3946, 4014, 4026, 6780, 6805, 6844, 7477, 7533; 3586.646752, 3870.326616, 3001.359665, 3235.974374, 3170.87276, 3288.172019, 2985.507326, 3925.635041
K03652; -0.000673194116055721; -0.00178363643499641; -1382.32178479187; 0.998998813564268; 2449.429427; 4227.998741; 185; 2; 3943, 4019; 3335.837017, 2449.429427
K03654; -0.00143291752805967; -0.000573351092803214; -1083.66193564877; 0.999015552155518; 2743.244779; 4236.0794235; 178; 2; 3944, 4020; 3413.096445, 2743.244779
K03655; -0.00130945293539304; -0.00017334925490255; -594.427370025311; 0.999058247922365; 2449.429427; 4241.430079; 81; 2; 3988, 4019; 4102.468167, 2449.429427
K03657; -0.165129047736386; -0.00360292583670062; -387.449823984974; 0.999; 2449.429427; 4332.334078; 977; 2; 3941, 4019; 3065.384304, 2449.429427
K03660; -3.64210465866718e-05; -0.000491618339479369; -175.899758154012; 0.998804423641753; 3001.359665; 3829.2030185; 22; 10; 3941, 4026, 6782, 6784, 6849, 7111, 7480, 7483, 7500, 7550; 3065.384304, 3001.359665, 3882.660084, 3315.509146, 4101.485525, 4346.352022, 3469.360797, 3526.197867, 3768.690376, 4217.761546
K03666; -6.27594959309132e-05; -0.000313257238666642; -467.327657871161; 0.998741331264264; 3015.130742; 4086.4425055; 26; 7; 3941, 4027, 6779, 7491, 7492, 7550, 7557; 3065.384304, 3015.130742, 3074.062284, 3711.219552, 3076.40482, 4217.761546, 3137.347316
K03671; -0.126395533598592; -0.00297141900789839; -414.171119185465; 0.999; 2449.429427; 4327.804926; 942; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K03673; -3.09403533455642e-05; -0.000373774567353081; -269.603091843142; 0.999562092171342; 3290.274617; 4058.464817; 18; 8; 4031, 5495, 6227, 6246, 6275, 6858, 7479, 7508; 3312.609821, 3457.533787, 3367.588414, 3887.303376, 4019.749919, 3660.120236, 3290.274617, 4097.179715
K03679; -2.02617866907326e-06; -0.000352837363695426; -23.3085971342605; 0.949490651425483; 3065.384304; 3845.362247; 8; 7; 3941, 4937, 5574, 6782, 7079, 7488, 7500; 3065.384304, 4038.421358, 3808.06441, 3882.660084, 3994.915996, 3722.962616, 3768.690376
K03680; -3.34671865782243e-05; -0.000335871625723777; -105.02744782962; 0.996392465629535; 3065.384304; 4119.28659; 17; 13; 3941, 4234, 4236, 4248, 4253, 4297, 5589, 6143, 6227, 6293, 6382, 6489, 7484; 3065.384304, 4323.916067, 4320.607049, 4362.919712, 4103.937372, 4209.0925, 3725.283308, 4140.724416, 3367.588414, 4334.765316, 4119.28659, 4090.108682, 3215.785082
K03685; -0.00145407486782966; -0.000178158621251908; -544.175626448575; 0.99904799103187; 2449.429427; 4237.772738; 107; 5; 3987, 3999, 4007, 4008, 4019; 4070.824525, 4379.107172, 4398.37101, 4234.065109, 2449.429427
K03689; -3.06677699801163e-06; -0.00349479579933312; -55.2993368368371; 0.998999827578221; 2449.429427; 4147.387571; 157; 4; 3945, 4010, 4015, 4019; 3481.716761, 3424.599876, 4134.091712, 2449.429427
K03693; -1.43909608310809e-05; -0.000976941366126026; -146.607838215308; 0.999110355816743; 3170.87276; 4100.021501; 36; 20; 4030, 5582, 5607, 6102, 6178, 6277, 6291, 6334, 6391, 6448, 6458, 6743, 6775, 6805, 6950, 7255, 7258, 7479, 7487, 7518; 3276.13089, 4090.767303, 3541.373788, 4348.014161, 4218.471764, 4121.798939, 4002.861508, 3939.162587, 3957.394967, 4109.275699, 4140.839038, 4185.579509, 4052.777522, 3170.87276, 4334.098771, 4323.992797, 4243.828334, 3290.274617, 3572.579005, 3536.312507
K03695; -0.000819114425604872; -0.000234805637335177; -677.735490133206; 0.999080262891418; 2449.429427; 4240.6956435; 76; 2; 3944, 4019; 3413.096445, 2449.429427
K03701; -0.126326927644806; -0.00232657759466389; -350.207186574957; 0.999; 2449.429427; 4326.031105; 901; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K03702; -0.118113152141319; -0.00217706575095722; -350.196005881118; 0.999; 2449.429427; 4334.039551; 939; 2; 3941, 4019; 3065.384304, 2449.429427
K03703; -0.122645426743958; -0.00249265749490512; -374.80985211285; 0.999; 2766.855443; 4332.1483095; 964; 5; 3942, 4021, 7550, 7559, 7563; 3306.421142, 2766.855443, 4217.761546, 4388.360577, 4171.497941
K03707; -0.000881847579344026; -0.00365943816222927; -1430.91739730608; 0.998999999740139; 2766.855443; 4237.412851; 317; 4; 3941, 4021, 7558, 7562; 3065.384304, 2766.855443, 4015.591685, 4090.780966
K03715; -6.6762332976583e-05; -0.00440563302693409; -136.611668003418; 0.998999999338642; 2449.429427; 4138.956009; 217; 4; 3944, 4011, 4017, 4019; 3413.096445, 3923.371133, 4108.113661, 2449.429427
K03723; -0.000186502949012382; -0.000121620232241249; -437.731300761803; 0.999195704446741; 2449.429427; 4389.059661; 9; 1; 4019; 2449.429427
K03732; -1.29939636356576e-05; -0.000516865960030312; -186.658692982917; 0.999382668006182; 2449.429427; 3014.9615685; 6; 1; 4019; 2449.429427
K03735; -0.000969651392538717; -0.00534192385722192; -1382.88588376716; 0.998999999999643; 2743.244779; 4226.999143; 350; 3; 3941, 4020, 7562; 3065.384304, 2743.244779, 4090.780966
K03736; -0.00087548850325915; -0.00501489342641344; -1324.06116716418; 0.998999999997811; 2449.429427; 4218.782384; 338; 2; 3942, 4019; 3306.421142, 2449.429427
K03737; -0.000358992100268347; -0.000740088371832514; -750.062649188422; 0.999073506332424; 2743.244779; 4228.677218; 102; 2; 3954, 4020; 4263.734937, 2743.244779
K03738; -0.000169521738471607; -0.000979088532376775; -497.563750593211; 0.998524747244265; 2449.429427; 4158.3881735; 68; 2; 3941, 4019; 3065.384304, 2449.429427
K03739; -6.20058664234476e-05; -0.00393874020982007; -229.0373242089; 0.998999997576012; 2797.106088; 4177.860739; 209; 6; 3941, 4022, 7518, 7550, 7558, 7560; 3065.384304, 2797.106088, 3536.312507, 4217.761546, 4015.591685, 3728.445634
K03740; -5.01213465950781e-05; -0.00392235658964059; -208.673415936177; 0.998999991984544; 2743.244779; 4159.351744; 177; 2; 3942, 4020; 3306.421142, 2743.244779
K03742; -0.000548125443982418; -0.000487680573981755; -950.123753405686; 0.998857270142299; 2449.429427; 4269.3195345; 100; 3; 3942, 4017, 4019; 3306.421142, 4108.113661, 2449.429427
K03743; -0.000440411227557534; -0.00053217363786168; -938.216711990455; 0.999197153003225; 3041.17625; 4267.615775; 84; 28; 3944, 4031, 5496, 5571, 5591, 5616, 5657, 5748, 6035, 6046, 6076, 6077, 6091, 6112, 6142, 6146, 6228, 6254, 6772, 6785, 6797, 6806, 6828, 6846, 7478, 7500, 7505, 7560; 3413.096445, 3312.609821, 3870.9775, 4339.637246, 3847.881895, 4332.548748, 3693.923496, 4245.207131, 4365.369064, 4115.464166, 4398.265366, 4393.199289, 4315.22652, 4277.968213, 4262.362992, 4095.877376, 3810.158707, 3580.578001, 4177.997748, 4387.631309, 3967.011316, 4160.599166, 3617.307962, 3619.978019, 3041.17625, 3768.690376, 3811.803557, 3728.445634
K03750; -0.00155073458086023; -0.000605750862129315; -1172.08032708952; 0.998997425382118; 2449.429427; 4250.6194145; 208; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K03760; -0.000230350738978296; -0.00467078782379075; -747.092218777963; 0.998999999811982; 2449.429427; 4188.460778; 221; 2; 3942, 4019; 3306.421142, 2449.429427
K03763; -1.651731702371e-05; -0.000156657722590522; -138.361108080533; 0.999867032781391; 3069.503434; 3926.2063515; 8; 6; 4008, 4028, 6806, 7489, 7492, 7550; 4234.065109, 3069.503434, 4160.599166, 3494.408214, 3076.40482, 4217.761546
K03767; -0.00028328794883758; -0.00100839339050012; -889.12814626207; 0.999055163855641; 2797.106088; 4167.977657; 106; 5; 3941, 4022, 7531, 7533, 7557; 3065.384304, 2797.106088, 4078.781448, 3925.635041, 3137.347316
K03776; -0.000128688053795032; -0.00337007413401648; -790.454843423708; 0.998999765052859; 2743.244779; 4161.584238; 167; 3; 3943, 4020, 7557; 3335.837017, 2743.244779, 3137.347316
K03777; -0.000201264289784188; -0.0050111505633729; -650.935884400493; 0.99899999983902; 2449.429427; 4219.772767; 259; 4; 3943, 4014, 4017, 4019; 3335.837017, 3870.326616, 4108.113661, 2449.429427
K03778; -0.000961169836030124; -0.00284733657230547; -1445.24123524328; 0.998999996012135; 2873.030657; 4245.7511755; 272; 8; 3942, 4023, 7512, 7530, 7531, 7550, 7558, 7560; 3306.421142, 2873.030657, 3845.156671, 4368.200491, 4078.781448, 4217.761546, 4015.591685, 3728.445634
K03779; -0.00103206927890376; -0.0252763157727792; -539.101869139683; 0.999; 2449.429427; 4282.76532; 613; 2; 3941, 4019; 3065.384304, 2449.429427
K03780; -0.000995799887010415; -0.0228524963470786; -557.520219359875; 0.999; 2797.106088; 4269.47083; 602; 8; 3943, 4016, 4022, 7520, 7534, 7548, 7552, 7560; 3335.837017, 3975.52317, 2797.106088, 4053.398212, 4232.6105, 4353.445247, 4327.512016, 3728.445634
K03781; -0.00161711131529739; -0.00267480282347749; -1957.96528191217; 0.998999999987136; 2960.419703; 4261.72484; 317; 6; 3941, 4024, 7478, 7492, 7518, 7557; 3065.384304, 2960.419703, 3041.17625, 3076.40482, 3536.312507, 3137.347316
K03782; -0.000968575502627023; -0.00206000604908204; -1686.13689081322; 0.99899995990585; 2449.429427; 4259.50137; 205; 3; 3944, 4011, 4019; 3413.096445, 3923.371133, 2449.429427
K03783; -0.000121493255162739; -0.000714662976247833; -784.243297315755; 0.998508502160114; 2743.244779; 4137.978928; 44; 1; 4020; 2743.244779
K03784; -0.000288086636971973; -0.00141500681780095; -904.870416258501; 0.998984357930954; 2449.429427; 4238.021077; 123; 2; 3943, 4019; 3335.837017, 2449.429427
K03785; -0.000226225250966157; -0.00120849751766887; -591.657818385887; 0.998893243171329; 2797.106088; 4204.417302; 113; 3; 3941, 4022, 7557; 3065.384304, 2797.106088, 3137.347316
K03786; -0.000285715743076294; -0.00033767546839702; -741.616467027253; 0.999042775587456; 2449.429427; 4245.185488; 49; 1; 4019; 2449.429427
K03787; -0.000963141665888829; -0.00033825632255505; -892.696600751143; 0.998956985804418; 2449.429427; 4265.523675; 119; 2; 3941, 4019; 3065.384304, 2449.429427
K03788; -5.2259518680434e-05; -0.00716479488583041; -134.970621315179; 0.998999999999969; 2449.429427; 4193.449125; 325; 2; 3941, 4019; 3065.384304, 2449.429427
K03794; -3.8339723925323e-06; -0.00443147981260621; -95.3798522648233; 0.99899998324056; 2449.429427; 4158.7370845; 178; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K03795; -0.000237212792022811; -0.00245871809243083; -963.618536526876; 0.998994474099204; 2449.429427; 4186.4517515; 150; 2; 3941, 4019; 3065.384304, 2449.429427
K03800; -0.000655523378022376; -0.000871655599246773; -1066.5510536402; 0.998996413065756; 2449.429427; 4233.02712; 156; 4; 3946, 4010, 4016, 4019; 3586.646752, 3424.599876, 3975.52317, 2449.429427
K03801; -0.000193479512774476; -0.000336527835366782; -677.520473645649; 0.99882143651123; 2743.244779; 4180.412725; 41; 3; 4010, 4020, 7557; 3424.599876, 2743.244779, 3137.347316
K03809; -0.00093519798861486; -0.00212694113163248; -1623.77505510116; 0.998999972263393; 2449.429427; 4253.013072; 239; 2; 3941, 4019; 3065.384304, 2449.429427
K03814; -7.17058530782981e-05; -0.00103792280840237; -769.153583307803; 0.998605395523265; 2449.429427; 4224.1577875; 54; 3; 3944, 4010, 4019; 3413.096445, 3424.599876, 2449.429427
K03815; -3.14402118647988e-05; -0.00474210380353326; -166.070153746416; 0.998999995565139; 2743.244779; 4178.040378; 192; 3; 3942, 4020, 7560; 3306.421142, 2743.244779, 3728.445634
K03816; -0.000131057647531199; -0.00146744684249088; -610.975618183396; 0.999006815106669; 2766.855443; 4126.020228; 87; 4; 3946, 4014, 4021, 7557; 3586.646752, 3870.326616, 2766.855443, 3137.347316
K03821; -0.000186723833139711; -0.00139673849209679; -829.56464913614; 0.999016378417454; 2743.244779; 4182.213247; 94; 4; 3943, 4017, 4020, 7558; 3335.837017, 4108.113661, 2743.244779, 4015.591685
K03823; -0.00175993009974529; -0.00219100353461191; -1766.42761179864; 0.999000000585356; 2743.244779; 4232.397237; 299; 3; 3942, 4020, 7557; 3306.421142, 2743.244779, 3137.347316
K03831; -9.48246950335465e-05; -0.00197202802075934; -507.103057448593; 0.998946687142841; 2449.429427; 4159.293138; 92; 5; 3968, 3970, 3993, 4017, 4019; 4159.353739, 4221.849055, 3956.534353, 4108.113661, 2449.429427
K03841; -0.000271047571882727; -0.000768351729064203; -926.430436684337; 0.999089907168817; 2984.007542; 4239.334899; 92; 5; 3943, 4025, 6861, 7477, 7557; 3335.837017, 2984.007542, 3866.229442, 2985.507326, 3137.347316
K03850; -1.10548472044785e-05; -0.00684863370215718; -27.0199642018123; 0.998999999999973; 2449.429427; 4191.342938; 295; 2; 3941, 4019; 3065.384304, 2449.429427
K03851; -6.53778417459637e-05; -0.00264452877462753; -278.06460399897; 0.999000168134281; 2743.244779; 4118.397752; 117; 3; 3942, 4020, 7557; 3306.421142, 2743.244779, 3137.347316
K03852; -0.000288472144755506; -0.00675070877211413; -602.961694095035; 0.99899999999996; 2766.855443; 4211.001496; 325; 4; 3941, 4021, 7550, 7557; 3065.384304, 2766.855443, 4217.761546, 3137.347316
K03856; -0.000288896751682562; -0.00054007803077171; -651.565113464898; 0.998844892893497; 2743.244779; 4239.57391; 81; 3; 4013, 4016, 4020; 4336.808461, 3975.52317, 2743.244779
K03862; -0.00124009287378871; -0.0135001174014951; -1241.7697346526; 0.999; 2449.429427; 4260.359372; 512; 3; 3942, 4017, 4019; 3306.421142, 4108.113661, 2449.429427
K03863; -0.000902206611697536; -0.011303140995656; -1178.80135716178; 0.999; 2449.429427; 4255.497009; 449; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K03885; -0.00122509972835823; -0.000805575395902248; -1281.38112323273; 0.999006811024905; 2960.419703; 4244.9613095; 190; 7; 3944, 4010, 4014, 4017, 4024, 7477, 7518; 3413.096445, 3424.599876, 3870.326616, 4108.113661, 2960.419703, 2985.507326, 3536.312507
K03886; -2.86250032156951e-05; -0.000885220253849878; -161.495841069623; 0.999139943078858; 3074.062284; 3969.265338; 28; 17; 3970, 5495, 5585, 5604, 6239, 6243, 6289, 6302, 6447, 6555, 6766, 6770, 6779, 6844, 7479, 7500, 7513; 4221.849055, 3457.533787, 4231.461394, 3491.632914, 4274.41067, 3903.409476, 4328.693785, 3873.876352, 4035.1212, 4324.849967, 4227.0742, 3111.175273, 3074.062284, 3288.172019, 3290.274617, 3768.690376, 4251.47383
K03887; -1.25512611189979e-05; -0.000778191630370951; -115.892204601644; 0.999186451374568; 2797.106088; 4136.917236; 27; 2; 3982, 4022; 4161.358086, 2797.106088
K03888; -7.66811345342575e-06; -0.000856653022867672; -106.138692672316; 0.999151995701999; 2960.419703; 4080.3642905; 26; 4; 3942, 4024, 7478, 7512; 3306.421142, 2960.419703, 3041.17625, 3845.156671
K03889; -5.38203461941132e-05; -0.000514883049725014; -258.554909226778; 0.999384914109234; 3137.347316; 4257.398597; 29; 24; 4010, 4287, 4316, 4481, 4618, 4699, 4873, 5034, 5053, 5101, 5121, 5123, 5145, 5193, 5274, 5403, 5569, 6302, 6777, 6788, 6805, 6844, 7532, 7557; 3424.599876, 4352.43313, 4257.398597, 4205.262323, 4375.547326, 4330.194381, 4084.591133, 4326.456325, 4304.088553, 4333.72231, 4322.516637, 4287.415821, 4361.140794, 4390.196212, 4321.60974, 4234.680826, 3739.73227, 3873.876352, 3740.866063, 3631.961544, 3170.87276, 3288.172019, 3861.06507, 3137.347316
K03890; -2.3907968360876e-06; -0.000436862556179444; -106.327929622133; 0.999496284727038; 2960.419703; 3941.733795; 10; 1; 4024; 2960.419703
K03891; -2.3900388754195e-06; -0.000482921750700929; -114.797099817815; 0.999442730101619; 2960.419703; 3967.554862; 12; 3; 4024, 7531, 7557; 2960.419703, 4078.781448, 3137.347316
K03894; -7.99263071816795e-05; -0.010157067058865; -161.120762887577; 0.999; 2743.244779; 4233.933347; 385; 3; 3942, 4020, 7557; 3306.421142, 2743.244779, 3137.347316
K03895; -0.000106778794824769; -0.0103553642161902; -189.549178433403; 0.999; 2449.429427; 4226.7667155; 426; 4; 3943, 4014, 4016, 4019; 3335.837017, 3870.326616, 3975.52317, 2449.429427
K03896; -0.000291254571818747; -0.0325138261778766; -229.526723874619; 0.999; 2743.244779; 4274.3088745; 626; 4; 3942, 4020, 7558, 7560; 3306.421142, 2743.244779, 4015.591685, 3728.445634
K03897; -0.000779745701262899; -0.0071525541829581; -1239.27418043203; 0.999; 2449.429427; 4254.5642275; 392; 2; 3942, 4019; 3306.421142, 2449.429427
K03921; -0.00015489822434776; -0.00209388621646812; -799.794184367381; 0.998992739530499; 2449.429427; 4147.532219; 102; 2; 3942, 4019; 3306.421142, 2449.429427
K03922; -2.86440993374524e-06; -0.00320427956185982; -18.9584413653935; 0.999000070545884; 2449.429427; 4151.39796; 149; 2; 3941, 4019; 3065.384304, 2449.429427
K03927; -9.91936426144393e-06; -3.97590034272163e-06; -42.8328907056735; 0.999999879173135; 4398.577047; 4398.577047; 1; 1; 4519; 4398.577047
K03955; -0.000149412881597105; -0.0357560295981639; -108.623734576622; 0.999; 2449.429427; 4286.7581845; 650; 2; 3941, 4019; 3065.384304, 2449.429427
K03980; -0.000452069247272773; -0.000224414584707363; -711.65814866519; 0.999066596248964; 2449.429427; 4322.148733; 58; 1; 4019; 2449.429427
