trait; Rate1; Rate2; LogL; Lik.Root; First.Evol; Med.Evol; N.evol; N.origins; Origins; Dates.Origins
K00001; -0.004278258829768; -0.00562759225776176; -2289.32081528312; 0.999; 2743.244779; 4280.5075245; 562; 4; 3941, 4020, 7558, 7560; 3065.384304, 2743.244779, 4015.591685, 3728.445634
K00002; -0.000126262068107223; -0.00275983734346198; -353.242073742663; 0.99899974801858; 2743.244779; 4158.926458; 143; 3; 3942, 4016, 4020; 3306.421142, 3975.52317, 2743.244779
K00003; -0.000698857062735767; -0.000338199033106301; -817.647784441273; 0.998859309563943; 2449.429427; 4221.7016215; 90; 2; 3941, 4019; 3065.384304, 2449.429427
K00004; -0.00163107363133793; -0.0118190193695106; -1407.28941454921; 0.999; 2449.429427; 4253.779257; 502; 2; 3941, 4019; 3065.384304, 2449.429427
K00005; -0.000541020762976238; -0.00312413989358109; -1030.7685860591; 0.998999983895549; 2449.429427; 4227.468393; 222; 4; 3945, 4012, 4014, 4019; 3481.716761, 4190.360998, 3870.326616, 2449.429427
K00007; -4.18100467133098e-05; -0.00659041468414496; -270.300481168575; 0.998999999996803; 2449.429427; 4184.227076; 276; 2; 3941, 4019; 3065.384304, 2449.429427
K00008; -0.00176653684798517; -0.00645211717472556; -1758.10465368826; 0.999; 2449.429427; 4259.131192; 421; 2; 3941, 4019; 3065.384304, 2449.429427
K00009; -0.000121762428376721; -0.00324476607313923; -520.070564793171; 0.998999819607691; 2743.244779; 4141.7809155; 166; 6; 3945, 4010, 4015, 4016, 4020, 7562; 3481.716761, 3424.599876, 4134.091712, 3975.52317, 2743.244779, 4090.780966
K00010; -0.000861341130075654; -0.00446886385582512; -1439.77931781573; 0.998999999991615; 2449.429427; 4243.9581505; 290; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K00011; -5.92800650150368e-05; -0.00765372719003512; -114.760286715713; 0.998999999999999; 2449.429427; 4210.341527; 333; 2; 3941, 4019; 3065.384304, 2449.429427
K00012; -0.00358583120585322; -0.000776628711866111; -1312.09843865642; 0.999000001429164; 2797.106088; 4276.695889; 323; 6; 3941, 4022, 7518, 7559, 7561, 7563; 3065.384304, 2797.106088, 3536.312507, 4388.360577, 4396.460669, 4171.497941
K00013; -0.00240673076200808; -0.000350283186587158; -755.499087545421; 0.999000052967697; 2743.244779; 4237.2866055; 218; 5; 3945, 4010, 4014, 4020, 7557; 3481.716761, 3424.599876, 3870.326616, 2743.244779, 3137.347316
K00014; -0.00131854942736408; -0.000248050812256597; -642.466712572453; 0.999001409203478; 2449.429427; 4269.38719; 106; 3; 3943, 4016, 4019; 3335.837017, 3975.52317, 2449.429427
K00015; -0.000478229817191804; -0.00156320019019929; -1028.79467107614; 0.998998591185622; 2743.244779; 4241.836408; 157; 2; 3941, 4020; 3065.384304, 2743.244779
K00016; -0.000801135834447847; -0.00198889118923943; -1353.46186783529; 0.998999818969671; 2449.429427; 4251.2883705; 226; 2; 3941, 4019; 3065.384304, 2449.429427
K00018; -0.000495763293231892; -0.00181683745370006; -1083.88766912057; 0.998999468341874; 2743.244779; 4241.352135; 163; 3; 3941, 4020, 7558; 3065.384304, 2743.244779, 4015.591685
K00019; -0.000452929296230532; -0.00216140500464194; -1363.15628827624; 0.99899925786061; 2449.429427; 4220.495637; 174; 2; 3941, 4019; 3065.384304, 2449.429427
K00020; -0.00116109484137326; -0.00172793003062823; -1708.19904712331; 0.998999890189113; 2743.244779; 4279.171292; 251; 8; 3964, 3968, 3985, 4012, 4016, 4020, 7558, 7560; 4250.667459, 4159.353739, 4230.436632, 4190.360998, 3975.52317, 2743.244779, 4015.591685, 3728.445634
K00021; -0.000247082141379886; -0.00159035521622539; -627.9227186853; 0.99898490857848; 3065.384304; 4206.9187235; 124; 28; 3941, 4030, 5589, 5642, 5679, 5748, 5839, 5842, 5851, 5939, 5941, 5985, 6018, 6065, 6151, 6155, 6227, 6245, 6771, 6779, 6846, 7471, 7483, 7484, 7500, 7502, 7518, 7558; 3065.384304, 3276.13089, 3725.283308, 4084.941576, 3841.083805, 4245.207131, 4302.553532, 4289.352512, 4304.021584, 4241.517371, 3816.110662, 3730.273525, 3855.002113, 4232.397237, 3702.792981, 3691.813537, 3367.588414, 3339.11787, 3426.559587, 3074.062284, 3619.978019, 3991.074787, 3526.197867, 3215.785082, 3768.690376, 3610.252111, 3536.312507, 4015.591685
K00023; -0.000251765278507781; -0.00120389881236642; -818.43709545393; 0.999032283593323; 2449.429427; 4264.086316; 102; 4; 3986, 4010, 4017, 4019; 3765.269066, 3424.599876, 4108.113661, 2449.429427
K00024; -0.000639781570144859; -0.000441851554169619; -978.519865335668; 0.998854269923979; 2449.429427; 4292.7707315; 88; 2; 3941, 4019; 3065.384304, 2449.429427
K00027; -0.000463938421535692; -0.000690762756122791; -974.940901850639; 0.998923298498205; 2449.429427; 4259.6484115; 104; 2; 3942, 4019; 3306.421142, 2449.429427
K00029; -6.72017368392059e-05; -0.00044019699216659; -582.936480263018; 0.999443348916693; 2960.419703; 4232.906677; 30; 8; 3944, 4016, 4024, 7479, 7491, 7502, 7520, 7557; 3413.096445, 3975.52317, 2960.419703, 3290.274617, 3711.219552, 3610.252111, 4053.398212, 3137.347316
K00030; -0.000166358849048511; -0.00122582868877077; -502.410777280307; 0.998869465150099; 2449.429427; 4180.412725; 85; 2; 3941, 4019; 3065.384304, 2449.429427
K00031; -0.000754929189899677; -0.000315368808771347; -765.952044930642; 0.999032652239611; 2449.429427; 4216.3003915; 90; 2; 3945, 4019; 3481.716761, 2449.429427
K00032; -4.03676363248309e-05; -0.00919331280417961; -168.393804564147; 0.999; 2766.855443; 4209.018214; 391; 3; 3941, 4021, 7557; 3065.384304, 2766.855443, 3137.347316
K00033; -0.00149767879493628; -0.000918954404555181; -1404.42877526856; 0.999002265045764; 2960.419703; 4238.021077; 245; 7; 3946, 4024, 7477, 7512, 7519, 7549, 7560; 3586.646752, 2960.419703, 2985.507326, 3845.156671, 3981.788711, 4284.260678, 3728.445634
K00034; -0.00161995366181226; -0.0077959683441394; -1628.74343249296; 0.999; 2743.244779; 4245.771165; 470; 6; 3943, 4014, 4016, 4020, 7558, 7562; 3335.837017, 3870.326616, 3975.52317, 2743.244779, 4015.591685, 4090.780966
K00035; -5.272975572646e-05; -0.00538467165521304; -515.33860875211; 0.998999999908205; 2449.429427; 4172.7859995; 230; 2; 3941, 4019; 3065.384304, 2449.429427
K00036; -0.000791639264585226; -0.000943960060048614; -1199.30755099734; 0.998999722108109; 2743.244779; 4230.597289; 166; 2; 4020, 7557; 2743.244779, 3137.347316
K00038; -0.000473429513761189; -0.0075446080168833; -1084.42829280305; 0.999; 2449.429427; 4225.590219; 359; 2; 3942, 4019; 3306.421142, 2449.429427
K00039; -0.00020887723394623; -0.0102719647289789; -549.928648449982; 0.999; 2449.429427; 4230.7346705; 400; 2; 3941, 4019; 3065.384304, 2449.429427
K00040; -0.000679240502527887; -0.00485665953645521; -1359.30517221542; 0.998999999987225; 2743.244779; 4227.217893; 307; 3; 3942, 4020, 7560; 3306.421142, 2743.244779, 3728.445634
K00041; -0.000584169529641475; -0.00320559324476056; -1112.33344681471; 0.998999997675137; 2449.429427; 4254.2695585; 270; 3; 3943, 4016, 4019; 3335.837017, 3975.52317, 2449.429427
K00042; -0.000911260848161312; -0.00377107469612939; -1482.71713630818; 0.998999999840879; 2766.855443; 4233.7278885; 296; 5; 3944, 4015, 4016, 4021, 7557; 3413.096445, 4134.091712, 3975.52317, 2766.855443, 3137.347316
K00043; -3.63586062596858e-05; -0.00688542528988801; -134.445719872665; 0.998999999999739; 2766.855443; 4200.325001; 289; 5; 3941, 4021, 7550, 7558, 7564; 3065.384304, 2766.855443, 4217.761546, 4015.591685, 4303.019154
K00045; -0.000367449755344357; -0.00548834766250792; -1035.87098965787; 0.998999999995612; 2449.429427; 4213.780607; 291; 2; 3941, 4019; 3065.384304, 2449.429427
K00048; -0.000128097428117887; -0.00385527449989813; -392.568976064419; 0.998999976764423; 2449.429427; 4172.761634; 187; 2; 3941, 4019; 3065.384304, 2449.429427
K00050; -0.000268142360434661; -0.0010884103699905; -814.147040163178; 0.998903575257328; 2449.429427; 4279.138057; 98; 2; 3943, 4019; 3335.837017, 2449.429427
K00052; -0.00265898801287562; -0.000343593699810298; -885.880213092451; 0.999000581060574; 3041.17625; 4245.310512; 245; 56; 3942, 4030, 5579, 5587, 5609, 5653, 5655, 5660, 5661, 5718, 5725, 5736, 5744, 5753, 5758, 5825, 5858, 5865, 5871, 5877, 5879, 5890, 5909, 5914, 5935, 5938, 5939, 5941, 5987, 6001, 6002, 6007, 6013, 6032, 6036, 6078, 6152, 6154, 6228, 6243, 6246, 6260, 6263, 6271, 6332, 6770, 6780, 6805, 6845, 7478, 7492, 7512, 7518, 7550, 7558, 7560; 3306.421142, 3276.13089, 4202.864185, 3691.440352, 3648.114117, 4215.679313, 4395.328604, 4312.740824, 4210.119916, 4122.062634, 4073.940896, 4213.780607, 4142.640165, 4200.731365, 4148.024018, 4239.968879, 4334.611288, 4310.578779, 4329.554874, 4398.811591, 4305.635703, 4269.402127, 4145.055674, 4123.777903, 4233.933347, 4328.834798, 4241.517371, 3816.110662, 4294.005682, 4323.574405, 4304.511525, 4399.24545, 4285.930943, 4303.964102, 3878.196514, 3851.229923, 3892.67777, 3413.501653, 3810.158707, 3903.409476, 3887.303376, 4346.782814, 3944.945409, 3628.744424, 3633.215675, 3111.175273, 3235.974374, 3170.87276, 3490.270431, 3041.17625, 3076.40482, 3845.156671, 3536.312507, 4217.761546, 4015.591685, 3728.445634
K00053; -0.00277540737910586; -0.000340198351262847; -872.3381922711; 0.99900039242583; 3065.384304; 4256.3113275; 250; 25; 3941, 4028, 6247, 6251, 6256, 6263, 6271, 6332, 6770, 6781, 6785, 6787, 6805, 6844, 7480, 7483, 7484, 7497, 7503, 7509, 7512, 7518, 7550, 7558, 7560; 3065.384304, 3069.503434, 4341.353567, 4207.761409, 4280.109914, 3944.945409, 3628.744424, 3633.215675, 3111.175273, 3580.079513, 4387.631309, 3423.200132, 3170.87276, 3288.172019, 3469.360797, 3526.197867, 3215.785082, 4099.303241, 4328.712641, 3971.701166, 3845.156671, 3536.312507, 4217.761546, 4015.591685, 3728.445634
K00054; -0.000362080794350912; -0.000794623651117893; -876.811599970593; 0.999085201404095; 2985.507326; 4306.334675; 109; 52; 3985, 4011, 4017, 4044, 4262, 4288, 4305, 4462, 4566, 4568, 4593, 4647, 4665, 4666, 4671, 4704, 4712, 4722, 4797, 4806, 4813, 4947, 4951, 4964, 4977, 5010, 5144, 5166, 5184, 5283, 5285, 5331, 5389, 5429, 5548, 5570, 5578, 5633, 5641, 5666, 5749, 5752, 5929, 6026, 6042, 6152, 6243, 6253, 6780, 6845, 7477, 7557; 4230.436632, 3923.371133, 4108.113661, 4114.56233, 4278.896825, 4330.866673, 4168.5367, 4362.411275, 4368.808201, 4245.119174, 4329.806767, 4287.860583, 4393.116742, 4394.392446, 4392.112839, 4241.836408, 4377.789882, 4033.49026, 4389.100665, 4287.186239, 3742.690045, 4136.453596, 4042.36289, 4323.029127, 3968.220257, 4097.989686, 4370.006479, 4398.035671, 4230.037142, 4336.123701, 4102.355942, 4379.89488, 4191.002232, 4387.280334, 3893.456438, 3799.627634, 3950.970615, 4219.450021, 4227.484727, 4189.157614, 4365.343771, 4088.127622, 4200.325001, 4398.397972, 4132.041679, 3892.67777, 3903.409476, 3530.807343, 3235.974374, 3490.270431, 2985.507326, 3137.347316
K00055; -0.00243762772623751; -0.0238760033191339; -1164.67712138814; 0.999; 2743.244779; 4290.901831; 627; 4; 3942, 4016, 4020, 7557; 3306.421142, 3975.52317, 2743.244779, 3137.347316
K00057; -0.000906006551424513; -0.000205501010056993; -577.463959327186; 0.999095917887744; 2743.244779; 4276.854696; 61; 3; 4009, 4020, 7557; 4350.645122, 2743.244779, 3137.347316
K00058; -0.0030543574880718; -0.000315892283504954; -719.331872755254; 0.999000008222656; 2797.106088; 4238.458826; 269; 6; 3942, 4016, 4022, 7518, 7550, 7557; 3306.421142, 3975.52317, 2797.106088, 3536.312507, 4217.761546, 3137.347316
K00059; -0.00156463045972782; -8.08129097146992e-05; -298.161708555204; 0.999063248129; 2449.429427; 4259.454771; 95; 7; 3947, 3996, 4009, 4011, 4012, 4016, 4019; 3991.34419, 4366.573971, 4350.645122, 3923.371133, 4190.360998, 3975.52317, 2449.429427
K00060; -0.000538279715243022; -0.00264272888185862; -1084.71204421227; 0.998999916239144; 2743.244779; 4201.5882745; 226; 3; 3941, 4020, 7560; 3065.384304, 2743.244779, 3728.445634
K00064; -0.000836313431284326; -0.00647393806896786; -1543.01469710147; 0.998999999999991; 2743.244779; 4247.3104495; 372; 4; 3941, 4020, 7558, 7562; 3065.384304, 2743.244779, 4015.591685, 4090.780966
K00065; -0.00176586906222065; -0.0058173498535584; -1811.54152130997; 0.998999999999999; 2449.429427; 4240.325179; 425; 2; 3941, 4019; 3065.384304, 2449.429427
K00066; -0.000666730024438507; -0.0138072748090227; -757.161532047715; 0.999; 2766.855443; 4249.151404; 507; 5; 3942, 4017, 4021, 7550, 7558; 3306.421142, 4108.113661, 2766.855443, 4217.761546, 4015.591685
K00067; -0.00408674684288035; -0.00127917964666959; -1853.98578926981; 0.999000000019662; 2743.244779; 4274.693043; 410; 5; 3943, 4015, 4017, 4020, 7557; 3335.837017, 4134.091712, 4108.113661, 2743.244779, 3137.347316
K00068; -0.00015849259016291; -0.00616393532215918; -372.108452929985; 0.998999999997266; 2449.429427; 4202.445184; 279; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K00073; -0.000247782431645255; -0.00964323168189202; -400.64221310732; 0.999; 2743.244779; 4225.944114; 395; 5; 3943, 4014, 4016, 4020, 7557; 3335.837017, 3870.326616, 3975.52317, 2743.244779, 3137.347316
K00074; -0.000951702253902521; -0.000835462963074511; -1319.34829357189; 0.999015708686529; 2766.855443; 4273.668103; 164; 4; 3947, 4005, 4014, 4021; 3991.34419, 4152.131764, 3870.326616, 2766.855443
K00075; -0.000383578183980244; -0.000134758498545134; -470.564864860343; 0.999239223647067; 2449.429427; 4343.4758065; 26; 1; 4019; 2449.429427
K00077; -0.00289761065307457; -0.00283903963617025; -2063.44009065206; 0.999000000000964; 2743.244779; 4267.972693; 433; 4; 3941, 4020, 7559, 7560; 3065.384304, 2743.244779, 4388.360577, 3728.445634
K00079; -3.97277238492438e-06; -3.9727723850326e-06; -15.4789184347542; 0.999999881313081; 4265.65168; 4265.65168; 1; 1; 7270; 4265.65168
K00082; -0.00019115145875398; -0.00273278534322186; -648.457024712967; 0.99899967216906; 2449.429427; 4173.419495; 163; 2; 3943, 4019; 3335.837017, 2449.429427
K00086; -0.000168427253781001; -0.00491424533986107; -451.243096102158; 0.998999999263205; 2743.244779; 4176.45354; 251; 3; 3941, 4020, 7560; 3065.384304, 2743.244779, 3728.445634
K00087; -0.000168416208729642; -0.00349305051900398; -383.440852320649; 0.998999856846229; 2449.429427; 4175.918152; 201; 5; 3945, 4010, 4014, 4016, 4019; 3481.716761, 3424.599876, 3870.326616, 3975.52317, 2449.429427
K00088; -0.00491397836108063; -0.00021676364235466; -474.2621989299; 0.999000000017067; 2449.429427; 4245.185488; 333; 2; 3942, 4019; 3306.421142, 2449.429427
K00090; -0.000175404540905581; -0.00472098287932171; -641.150191608559; 0.998999999378994; 2797.106088; 4178.820109; 228; 7; 3944, 4010, 4014, 4022, 7518, 7551, 7557; 3413.096445, 3424.599876, 3870.326616, 2797.106088, 3536.312507, 4268.52369, 3137.347316
K00094; -7.83528486970445e-05; -0.0128039200855276; -109.331619574324; 0.999; 2449.429427; 4254.146089; 475; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K00096; -0.000325342588159243; -0.00129616656696664; -773.677303079871; 0.998983848979777; 3065.384304; 4205.832177; 119; 52; 3941, 4250, 4439, 4588, 4663, 4671, 4938, 4940, 4948, 4959, 4998, 5072, 5131, 5191, 5208, 5321, 5358, 5385, 5416, 5484, 5495, 5585, 5589, 5609, 5652, 5656, 5987, 5992, 5999, 6017, 6081, 6146, 6151, 6154, 6239, 6285, 6370, 6380, 6394, 6406, 6435, 6450, 6459, 6466, 6770, 6779, 6844, 7485, 7495, 7505, 7518, 7551; 3065.384304, 4141.176517, 4003.973702, 4210.567096, 4389.059661, 4392.112839, 4300.841622, 4066.709382, 4178.70733, 4221.669252, 4205.832177, 4324.393685, 4111.578444, 4383.679909, 4397.555546, 4398.551322, 4276.496136, 4130.985306, 4266.945646, 4395.376542, 3457.533787, 4231.461394, 3725.283308, 3648.114117, 3975.83756, 3591.656697, 4294.005682, 4010.430825, 4204.216506, 3690.381647, 4031.666734, 4095.877376, 3702.792981, 3413.501653, 4274.41067, 3876.787698, 4329.733411, 3818.261676, 4296.52355, 4376.220919, 4280.372748, 4065.341191, 3829.649641, 3820.784061, 3111.175273, 3074.062284, 3288.172019, 3307.380468, 3878.887167, 3811.803557, 3536.312507, 4268.52369
K00097; -0.00109113479600718; -0.000325446538932946; -1090.60267368624; 0.999112870210069; 2984.007542; 4317.7741915; 144; 33; 3963, 3978, 4011, 4025, 6849, 6865, 6871, 6876, 6938, 7031, 7069, 7076, 7077, 7130, 7148, 7156, 7161, 7176, 7253, 7264, 7273, 7386, 7391, 7401, 7409, 7447, 7456, 7476, 7479, 7491, 7512, 7558, 7560; 4327.36039, 4323.059266, 3923.371133, 2984.007542, 4101.485525, 4388.698664, 4306.540443, 4314.729482, 4353.029505, 4358.718659, 4399.182584, 4375.955973, 4346.116723, 4347.12683, 4373.171336, 4311.456646, 4394.441471, 4370.398134, 4335.766676, 4290.506596, 4359.52929, 4362.797477, 4384.255891, 4302.000521, 4197.231169, 4291.803779, 4345.09795, 4330.908732, 3290.274617, 3711.219552, 3845.156671, 4015.591685, 3728.445634
K00099; -0.00012545560456886; -0.000272490327458458; -643.104744383697; 0.998190289125738; 2449.429427; 4216.562145; 18; 1; 4019; 2449.429427
K00100; -0.00583151848341589; -0.00500956885924833; -2361.30963345957; 0.999; 2743.244779; 4286.863919; 594; 3; 3941, 4020, 7557; 3065.384304, 2743.244779, 3137.347316
K00101; -0.00037547576734611; -0.00270868906320071; -1263.28905345704; 0.9989999825053; 2449.429427; 4212.3910515; 182; 2; 3941, 4019; 3065.384304, 2449.429427
K00102; -0.000313170898744466; -0.00230257951502795; -944.042074135035; 0.99899996324888; 2743.244779; 4225.343234; 158; 4; 3942, 4016, 4020, 7558; 3306.421142, 3975.52317, 2743.244779, 4015.591685
K00103; -0.000201019718644269; -0.00568398159201182; -536.557573632413; 0.998999999994083; 2766.855443; 4222.851315; 285; 3; 3941, 4021, 7557; 3065.384304, 2766.855443, 3137.347316
K00104; -0.000882940595898085; -0.00102260120992102; -1334.64422269346; 0.998992658252078; 2449.429427; 4244.799806; 198; 3; 3942, 4016, 4019; 3306.421142, 3975.52317, 2449.429427
K00105; -3.03891399080925e-05; -0.00921146256319944; -101.553221590528; 0.999; 2449.429427; 4217.6837215; 372; 2; 3941, 4019; 3065.384304, 2449.429427
K00106; -0.000111063506094272; -0.0282970204514572; -86.1017200726567; 0.999; 2797.106088; 4276.18188; 581; 8; 3944, 4010, 4015, 4017, 4022, 7518, 7552, 7557; 3413.096445, 3424.599876, 4134.091712, 4108.113661, 2797.106088, 3536.312507, 4327.512016, 3137.347316
K00108; -0.000650209978934546; -0.00264656823314206; -1503.40840472029; 0.99899999909999; 2743.244779; 4266.01507; 215; 3; 3942, 4020, 7557; 3306.421142, 2743.244779, 3137.347316
K00111; -0.00177901111709229; -0.00085531190055455; -1321.52494482193; 0.999000652833049; 2449.429427; 4266.894074; 261; 4; 3946, 4013, 4018, 4019; 3586.646752, 4336.808461, 4386.832105, 2449.429427
K00112; -5.48955165777166e-05; -0.0029449533338973; -323.932006912258; 0.998991895033902; 2449.429427; 4137.71188; 113; 2; 3941, 4019; 3065.384304, 2449.429427
K00113; -8.13283481929428e-05; -0.00302518066103677; -396.540167312333; 0.998996061536722; 2449.429427; 4158.117154; 113; 2; 3941, 4019; 3065.384304, 2449.429427
K00114; -0.000516029971657472; -0.00777528561038498; -1031.22818968464; 0.998999999999999; 2743.244779; 4235.023866; 350; 3; 3941, 4020, 7557; 3065.384304, 2743.244779, 3137.347316
K00116; -0.000389489450825847; -0.00197464264542724; -1085.89612599147; 0.999001130314427; 2743.244779; 4196.415001; 170; 3; 3941, 4020, 7557; 3065.384304, 2743.244779, 3137.347316
K00117; -0.000385437055209258; -0.00414775861503935; -1066.39864727376; 0.998999998421049; 2743.244779; 4223.38406; 253; 4; 3942, 4017, 4020, 7558; 3306.421142, 4108.113661, 2743.244779, 4015.591685
K00121; -0.000534731962494241; -0.00170302819527957; -1468.58602705498; 0.999001925376247; 2449.429427; 4243.064924; 157; 5; 3954, 3961, 3991, 4008, 4019; 4263.734937, 4179.571373, 4254.749344, 4234.065109, 2449.429427
K00122; -0.00033242215438691; -0.00538684089669321; -914.989276580985; 0.998999999980402; 2873.030657; 4227.2887645; 280; 12; 3952, 3962, 3990, 3995, 4010, 4014, 4016, 4023, 7512, 7518, 7550, 7557; 4111.699479, 4208.219052, 4175.225514, 4262.74672, 3424.599876, 3870.326616, 3975.52317, 2873.030657, 3845.156671, 3536.312507, 4217.761546, 3137.347316
K00123; -0.000645834436155049; -0.00172499010617063; -1499.93722967887; 0.998995021988853; 2449.429427; 4244.623929; 163; 2; 3941, 4019; 3065.384304, 2449.429427
K00124; -0.000283251851864888; -0.00209773322330935; -1289.92376261563; 0.998991275586732; 2449.429427; 4232.092235; 123; 2; 3941, 4019; 3065.384304, 2449.429427
K00125; -1.07722461904973e-05; -0.00172943849711432; -103.582634462664; 0.998529420175818; 2797.106088; 4057.420845; 61; 4; 3941, 4022, 7518, 7560; 3065.384304, 2797.106088, 3536.312507, 3728.445634
K00126; -0.000143333848117454; -0.00446934797800453; -809.466236828242; 0.998999997402455; 2743.244779; 4195.71506; 213; 3; 3942, 4020, 7557; 3306.421142, 2743.244779, 3137.347316
K00127; -0.000200610771659647; -0.00244529106557513; -1126.07832535159; 0.998996016389458; 2449.429427; 4236.539299; 124; 2; 3941, 4019; 3065.384304, 2449.429427
K00128; -0.00150345768169795; -0.000974551016059784; -1367.02381213165; 0.999001517830151; 2449.429427; 4241.430079; 221; 3; 3946, 4011, 4019; 3586.646752, 3923.371133, 2449.429427
K00129; -0.000132137067840043; -0.01413269298711; -222.40653498403; 0.999; 2743.244779; 4240.8033175; 442; 4; 3942, 4016, 4020, 7560; 3306.421142, 3975.52317, 2743.244779, 3728.445634
K00130; -0.000548812038462124; -0.00254122520003976; -1354.19243980634; 0.999000005254326; 2743.244779; 4227.484727; 201; 3; 3941, 4020, 7560; 3065.384304, 2743.244779, 3728.445634
K00131; -0.000386387387353154; -0.00423141000000473; -832.510647082022; 0.998999999734899; 2449.429427; 4201.7423695; 274; 2; 3941, 4019; 3065.384304, 2449.429427
K00132; -5.51532688652068e-05; -0.00375227984940403; -180.550351382514; 0.998999935780745; 2449.429427; 4161.584238; 197; 2; 3941, 4019; 3065.384304, 2449.429427
K00133; -0.00445749726038363; -0.000236507064246221; -521.387579647286; 0.999000000053324; 2449.429427; 4236.544719; 311; 2; 3941, 4019; 3065.384304, 2449.429427
K00134; -0.0015205465189542; -0.000147207520268867; -469.674714379349; 0.999047571502937; 2449.429427; 4230.236887; 92; 7; 3955, 3961, 3976, 3980, 3982, 3985, 4019; 4306.179904, 4179.571373, 4303.119941, 4350.698387, 4161.358086, 4230.436632, 2449.429427
K00135; -0.000969249708869217; -0.000825840719490558; -1290.43490737854; 0.999016657470352; 2797.106088; 4258.3939805; 172; 4; 3941, 4022, 7518, 7560; 3065.384304, 2797.106088, 3536.312507, 3728.445634
K00137; -0.000418714731446638; -0.0107454995232736; -638.58856006535; 0.999; 2449.429427; 4243.778195; 416; 3; 3944, 4014, 4019; 3413.096445, 3870.326616, 2449.429427
K00138; -0.000742713927181814; -0.00379343249518181; -1805.86198303638; 0.998999999032771; 2743.244779; 4240.0134; 249; 4; 3945, 4015, 4020, 7560; 3481.716761, 4134.091712, 2743.244779, 3728.445634
K00140; -0.000477870777117786; -0.00167673076068972; -1313.25270670037; 0.999000794664319; 2984.007542; 4207.387597; 157; 9; 3941, 4025, 6844, 7480, 7483, 7485, 7491, 7493, 7518; 3065.384304, 2984.007542, 3288.172019, 3469.360797, 3526.197867, 3307.380468, 3711.219552, 3422.85993, 3536.312507
K00141; -0.000703206978915252; -0.013321148188816; -1008.43615995279; 0.999; 2449.429427; 4262.370321; 479; 7; 3947, 3988, 3993, 4010, 4014, 4016, 4019; 3991.34419, 4102.468167, 3956.534353, 3424.599876, 3870.326616, 3975.52317, 2449.429427
K00145; -0.00242226222705039; -0.000354381138314642; -908.608004957445; 0.999001089939156; 2873.030657; 4262.6264805; 244; 8; 3945, 4015, 4023, 7512, 7519, 7532, 7550, 7557; 3481.716761, 4134.091712, 2873.030657, 3845.156671, 3981.788711, 3861.06507, 4217.761546, 3137.347316
K00146; -0.0011798558989513; -0.0144869791804799; -1085.92286361925; 0.999; 2960.419703; 4252.078444; 472; 8; 3941, 4024, 7477, 7512, 7520, 7532, 7551, 7557; 3065.384304, 2960.419703, 2985.507326, 3845.156671, 4053.398212, 3861.06507, 4268.52369, 3137.347316
K00147; -0.00202136271191762; -0.000356909241644139; -902.480529135362; 0.99900758063972; 2960.419703; 4241.430079; 227; 16; 3951, 3967, 3979, 3980, 3985, 3994, 4024, 7478, 7493, 7507, 7512, 7518, 7550, 7558, 7561, 7562; 4100.561719, 4354.578476, 4378.938869, 4350.698387, 4230.436632, 4235.548216, 2960.419703, 3041.17625, 3422.85993, 3957.411866, 3845.156671, 3536.312507, 4217.761546, 4015.591685, 4396.460669, 4090.780966
K00148; -0.000530298450740436; -0.00698923264978695; -1187.47770773995; 0.998999999999996; 2449.429427; 4232.06992; 347; 2; 3941, 4019; 3065.384304, 2449.429427
K00150; -0.000159165201685024; -4.0854115633834e-05; -423.407374078067; 0.999716872064557; 3065.384304; 4315.754632; 22; 22; 3941, 4797, 4967, 5058, 5062, 5101, 5264, 6154, 6251, 6258, 6272, 6330, 6585, 6650, 6658, 6708, 6795, 6948, 7130, 7163, 7225, 7501; 3065.384304, 4389.100665, 4301.975433, 4398.601692, 4315.152377, 4333.72231, 4388.321705, 3413.501653, 4207.761409, 4338.010238, 3768.592482, 4319.243573, 4316.356887, 4397.34098, 4310.398452, 4306.744202, 4164.99193, 4306.565201, 4347.12683, 4358.589798, 4367.359617, 4289.023158
K00151; -0.000585418670704254; -0.00770336645187807; -1116.78757545534; 0.999; 2449.429427; 4242.143461; 394; 2; 3941, 4019; 3065.384304, 2449.429427
K00156; -0.00086419472128087; -0.00482997153560236; -1608.30331539289; 0.998999999999678; 2449.429427; 4235.198349; 331; 3; 3943, 4014, 4019; 3335.837017, 3870.326616, 2449.429427
K00158; -0.000124629387635635; -0.00399201590951144; -393.563129101154; 0.998999993058756; 2449.429427; 4161.315899; 190; 2; 3942, 4019; 3306.421142, 2449.429427
K00161; -0.00124615479899189; -0.000435873112425973; -1233.15364031234; 0.999050553773324; 3015.130742; 4300.006094; 176; 15; 3947, 4008, 4010, 4027, 6770, 6782, 6790, 6797, 6839, 6842, 6844, 7478, 7492, 7518, 7558; 3991.34419, 4234.065109, 3424.599876, 3015.130742, 3111.175273, 3882.660084, 3915.280654, 3967.011316, 4350.216177, 4353.411626, 3288.172019, 3041.17625, 3076.40482, 3536.312507, 4015.591685
